New biggest  [1.057857151164428994e-01,1.058067964141164718e-01]
At gamma =  [5.656572172107062340e+08,5.656572172108516693e+08]
New biggest  [1.059836254755157220e-01,1.060748180365746751e-01]
At gamma =  [5.693693112011332512e+08,5.693693112017633915e+08]
New biggest  [1.063790880284183754e-01,1.064477987604115633e-01]
At gamma =  [5.713554640178359747e+08,5.713554640183107853e+08]
New biggest  [1.073859674990832597e-01,1.073904959548550031e-01]
At gamma =  [5.719484877233844995e+08,5.719484877234154940e+08]
New biggest  [1.066712057710690054e-01,1.067100021522993797e-01]
At gamma =  [5.745762702500587702e+08,5.745762702503267527e+08]
New biggest  [1.062599662253995020e-01,1.063548810301069431e-01]
At gamma =  [5.769377849602242708e+08,5.769377849608801603e+08]
New biggest  [1.050192338256245028e-01,1.050370870136128759e-01]
At gamma =  [5.799749526120257378e+08,5.799749526121488810e+08]
New biggest  [1.036551714219882403e-01,1.037286694976759654e-01]
At gamma =  [5.809336587079926729e+08,5.809336587085003853e+08]
New biggest  [1.034371165323055980e-01,1.035420707486954806e-01]
At gamma =  [5.842417826832711697e+08,5.842417826839963198e+08]
New biggest  [1.071986622661305066e-01,1.072033743476714235e-01]
At gamma =  [5.857013922183613777e+08,5.857013922183935642e+08]
New biggest  [1.093292883800150994e-01,1.093309534146004736e-01]
At gamma =  [5.866757318740016222e+08,5.866757318740128279e+08]
New biggest  [1.066822798715543474e-01,1.067665132155883878e-01]
At gamma =  [5.897958691745542288e+08,5.897958691751360893e+08]
New biggest  [1.105450009867197797e-01,1.105736242313622025e-01]
At gamma =  [5.920753658162667751e+08,5.920753658164644241e+08]
New biggest  [1.039936739345807548e-01,1.040738852898218936e-01]
At gamma =  [5.945186888545105457e+08,5.945186888550646305e+08]
New biggest  [1.046925795791434632e-01,1.047031171792800336e-01]
At gamma =  [5.953027078497991562e+08,5.953027078498717546e+08]
New biggest  [1.043024931405462513e-01,1.043274800913523703e-01]
At gamma =  [5.981610933635410070e+08,5.981610933637135029e+08]
New biggest  [1.029343390895469251e-01,1.030111662888635871e-01]
At gamma =  [5.996489212371066809e+08,5.996489212376374006e+08]
New biggest  [1.031987381131606318e-01,1.032769278561030540e-01]
At gamma =  [6.023810469516588449e+08,6.023810469521988630e+08]
New biggest  [1.049480568129234070e-01,1.050336543540071749e-01]
At gamma =  [6.038343958719924688e+08,6.038343958725839853e+08]
New biggest  [1.104473115593334470e-01,1.105171033270799658e-01]
At gamma =  [6.067089817901821136e+08,6.067089817906641960e+08]
New biggest  [1.036543364742681661e-01,1.037104494795874077e-01]
At gamma =  [6.074416103843903542e+08,6.074416103847777843e+08]
New biggest  [1.048023485422358014e-01,1.048899206856235694e-01]
At gamma =  [6.113545334203729630e+08,6.113545334209779501e+08]
New biggest  [1.029911671945593216e-01,1.030608545552636340e-01]
At gamma =  [6.126666786693452597e+08,6.126666786698266268e+08]
New biggest  [1.047288979259698855e-01,1.047831191453656718e-01]
At gamma =  [6.140964713830204010e+08,6.140964713833948374e+08]
New biggest  [1.061966362164676742e-01,1.061973665433810637e-01]
At gamma =  [6.168800121095560789e+08,6.168800121095608473e+08]
New biggest  [1.099506434373615366e-01,1.099518565014324378e-01]
At gamma =  [6.191585226990226507e+08,6.191585226990306377e+08]
New biggest  [1.070330023109082318e-01,1.070762977978913233e-01]
At gamma =  [6.219796551200627089e+08,6.219796551203614473e+08]
New biggest  [1.059411033604322760e-01,1.060176584398208888e-01]
At gamma =  [6.226166120799318552e+08,6.226166120804605484e+08]
New biggest  [1.043146826046962294e-01,1.043687720272375580e-01]
At gamma =  [6.255330675353431702e+08,6.255330675357166529e+08]
New biggest  [1.044318761485446695e-01,1.044553219297515712e-01]
At gamma =  [6.270360616849216223e+08,6.270360616850833893e+08]
New biggest  [1.050316406717134998e-01,1.051033298048382053e-01]
At gamma =  [6.294373149510024786e+08,6.294373149514975548e+08]
New biggest  [1.088426996412170944e-01,1.088717360572613452e-01]
At gamma =  [6.322504726824536324e+08,6.322504726826540232e+08]
New biggest  [1.060519041307409066e-01,1.060614453525674100e-01]
At gamma =  [6.326847866569198370e+08,6.326847866569856405e+08]
New biggest  [1.093056412038168196e-01,1.093705004097485500e-01]
At gamma =  [6.350000793305921555e+08,6.350000793310400248e+08]
New biggest  [1.029617759079334560e-01,1.030115362363886455e-01]
At gamma =  [6.369191808217778206e+08,6.369191808221213818e+08]
New biggest  [1.036184100930043622e-01,1.036753478274939633e-01]
At gamma =  [6.388492220963732004e+08,6.388492220967662334e+08]
New biggest  [1.085165744175921598e-01,1.085474800093871733e-01]
At gamma =  [6.427064089314256907e+08,6.427064089316387177e+08]
New biggest  [1.044090429723978086e-01,1.044663912810208234e-01]
At gamma =  [6.444100299037324190e+08,6.444100299041284323e+08]
New biggest  [1.059302155322543182e-01,1.060267985389003326e-01]
At gamma =  [6.460740039788341522e+08,6.460740039795011282e+08]
New biggest  [1.035509193151596397e-01,1.035901994947255739e-01]
At gamma =  [6.490233727201638222e+08,6.490233727204349041e+08]
New biggest  [1.066459404392006011e-01,1.067388701125834005e-01]
At gamma =  [6.508199325333472490e+08,6.508199325339890718e+08]
New biggest  [1.076847706098761626e-01,1.077783397094249085e-01]
At gamma =  [6.517712438492665291e+08,6.517712438499127626e+08]
New biggest  [1.113683263672834434e-01,1.114141900041780708e-01]
At gamma =  [6.548006019596767426e+08,6.548006019599932432e+08]
New biggest  [1.022317930902232330e-01,1.023310229396389298e-01]
At gamma =  [6.566958559613035917e+08,6.566958559619889259e+08]
New biggest  [1.030470531704230086e-01,1.030844400267894728e-01]
At gamma =  [6.579168347366861105e+08,6.579168347369440794e+08]
New biggest  [1.072979930075260019e-01,1.073271313030436380e-01]
At gamma =  [6.604912730880599022e+08,6.604912730882608891e+08]
New biggest  [1.049084184721248286e-01,1.049136416066964450e-01]
At gamma =  [6.633132018313708305e+08,6.633132018314065933e+08]
New biggest  [1.043433218691913050e-01,1.043551394736967619e-01]
At gamma =  [6.655267306352279186e+08,6.655267306353093386e+08]
New biggest  [1.052900115412437471e-01,1.053033294333930725e-01]
At gamma =  [6.674083612661626339e+08,6.674083612662544250e+08]
New biggest  [1.044158599096164791e-01,1.044398625388448243e-01]
At gamma =  [6.701133703375174999e+08,6.701133703376829624e+08]
New biggest  [1.061088085072587617e-01,1.061689268721804080e-01]
At gamma =  [6.713656828043770790e+08,6.713656828047920465e+08]
New biggest  [1.080793734161115821e-01,1.080829974503402929e-01]
At gamma =  [6.738677688788924217e+08,6.738677688789170980e+08]
New biggest  [1.029386972331512995e-01,1.030209119661367606e-01]
At gamma =  [6.758937157834221125e+08,6.758937157839895487e+08]
New biggest  [1.045588731634173596e-01,1.045834003097689119e-01]
At gamma =  [6.785679805790179968e+08,6.785679805791871548e+08]
New biggest  [1.045672470588345643e-01,1.046653582737748361e-01]
At gamma =  [6.798483295282990932e+08,6.798483295289764404e+08]
New biggest  [1.057701718623969972e-01,1.057868760768954225e-01]
At gamma =  [6.809282280506013632e+08,6.809282280507165194e+08]
New biggest  [1.061952269066686605e-01,1.061961058410166997e-01]
At gamma =  [6.846386149862172604e+08,6.846386149862231016e+08]
New biggest  [1.057874382680967229e-01,1.058192884818614926e-01]
At gamma =  [6.856745250823770761e+08,6.856745250825966597e+08]
New biggest  [1.064262122741644889e-01,1.065057943761722747e-01]
At gamma =  [6.891887636927767992e+08,6.891887636933261156e+08]
New biggest  [1.069724667779331367e-01,1.070274182692363407e-01]
At gamma =  [6.904734791400215626e+08,6.904734791404007673e+08]
New biggest  [1.074380384182753168e-01,1.074665115094356332e-01]
At gamma =  [6.925603582606488466e+08,6.925603582608451843e+08]
New biggest  [1.044560203477534199e-01,1.045204877703917318e-01]
At gamma =  [6.947282652703757286e+08,6.947282652708207369e+08]
New biggest  [1.035920582704884518e-01,1.036017296437970331e-01]
At gamma =  [6.971715881167799234e+08,6.971715881168464422e+08]
New biggest  [1.065982022448472427e-01,1.066100738243543899e-01]
At gamma =  [6.984001319949314594e+08,6.984001319950131178e+08]
New biggest  [1.115937084369512944e-01,1.116139238593402833e-01]
At gamma =  [7.010273963125444651e+08,7.010273963126838207e+08]
New biggest  [1.054543336985928198e-01,1.055389713202947860e-01]
At gamma =  [7.038426597950696945e+08,7.038426597956538200e+08]
New biggest  [1.038995571375034288e-01,1.039834567193471254e-01]
At gamma =  [7.059720464511332512e+08,7.059720464517124891e+08]
New biggest  [1.026370108224703287e-01,1.026750237935239451e-01]
At gamma =  [7.079136444725829363e+08,7.079136444728451967e+08]
New biggest  [1.036560723476798312e-01,1.037146746404264130e-01]
At gamma =  [7.085293491709083319e+08,7.085293491713126898e+08]
New biggest  [1.030079843593346006e-01,1.031011952043144886e-01]
At gamma =  [7.118942285839782953e+08,7.118942285846217871e+08]
New biggest  [1.051246045562458792e-01,1.051833769940759139e-01]
At gamma =  [7.127293522736710310e+08,7.127293522740765810e+08]
New biggest  [1.050484021579530663e-01,1.050881239946853535e-01]
At gamma =  [7.162128780246976614e+08,7.162128780249716043e+08]
New biggest  [1.045656239324648379e-01,1.046037154076049774e-01]
At gamma =  [7.181343460361289978e+08,7.181343460363917351e+08]
New biggest  [1.022259360042263587e-01,1.022568351781047852e-01]
At gamma =  [7.190456046210793257e+08,7.190456046212923527e+08]
New biggest  [1.065397833484845874e-01,1.066456315303840052e-01]
At gamma =  [7.225225734291331768e+08,7.225225734298638105e+08]
New biggest  [1.058952968358955193e-01,1.059041796242815581e-01]
At gamma =  [7.229049726147209406e+08,7.229049726147819757e+08]
New biggest  [1.058383136857363183e-01,1.059306107936619362e-01]
At gamma =  [7.251074085371836424e+08,7.251074085378206968e+08]
New biggest  [1.051350144861042113e-01,1.051870927416831691e-01]
At gamma =  [7.270575196855454445e+08,7.270575196859047413e+08]
New biggest  [1.043119486776014071e-01,1.043609327877047382e-01]
At gamma =  [7.299134577650605440e+08,7.299134577653985023e+08]
New biggest  [1.048851500265679942e-01,1.048878951123850406e-01]
At gamma =  [7.313657515520018339e+08,7.313657515520204306e+08]
New biggest  [1.052104783383419340e-01,1.052207903501356651e-01]
At gamma =  [7.349968013244358301e+08,7.349968013245068789e+08]
New biggest  [1.040511147820076532e-01,1.041243327566831189e-01]
At gamma =  [7.361215329758518934e+08,7.361215329763572216e+08]
New biggest  [1.057125738844316015e-01,1.057839773578604925e-01]
At gamma =  [7.395318959926669598e+08,7.395318959931596518e+08]
New biggest  [1.065371435254847537e-01,1.065674854211550865e-01]
At gamma =  [7.400686928704514503e+08,7.400686928706605434e+08]
New biggest  [1.050752241332222753e-01,1.051717844144828273e-01]
At gamma =  [7.417562881990146637e+08,7.417562881996810436e+08]
New biggest  [1.037320035887316777e-01,1.038083404762766143e-01]
At gamma =  [7.451725926803222895e+08,7.451725926808489561e+08]
New biggest  [1.067429839266513802e-01,1.068444638737193475e-01]
At gamma =  [7.479660833239901066e+08,7.479660833246903419e+08]
New biggest  [1.068999789134581352e-01,1.069575852521801457e-01]
At gamma =  [7.480933248225951195e+08,7.480933248229924440e+08]
New biggest  [1.045270006109753763e-01,1.046227876374587473e-01]
At gamma =  [7.514981728475682735e+08,7.514981728482292891e+08]
New biggest  [1.026869056812201170e-01,1.027537342714461982e-01]
At gamma =  [7.524594058544392586e+08,7.524594058549002409e+08]
New biggest  [1.068465301606805473e-01,1.068906280947725940e-01]
At gamma =  [7.550104616819959879e+08,7.550104616823002100e+08]
New biggest  [1.038665073664362948e-01,1.038723729520531908e-01]
At gamma =  [7.574373132409924269e+08,7.574373132410326004e+08]
New biggest  [1.039533571470679096e-01,1.040475317374882774e-01]
At gamma =  [7.595705382709858418e+08,7.595705382716355324e+08]
New biggest  [1.055508100123157544e-01,1.056101859512075108e-01]
At gamma =  [7.612477596587302685e+08,7.612477596591398716e+08]
New biggest  [1.068028116030560748e-01,1.068300304312146398e-01]
At gamma =  [7.631959309219253063e+08,7.631959309221129417e+08]
New biggest  [1.069588425406054755e-01,1.069616862328984092e-01]
At gamma =  [7.664294541983208656e+08,7.664294541983401775e+08]
New biggest  [1.038372196758538674e-01,1.038624135564223949e-01]
At gamma =  [7.683597903783054352e+08,7.683597903784791231e+08]
New biggest  [1.050680265895429649e-01,1.050912357847261780e-01]
At gamma =  [7.708482518112719059e+08,7.708482518114317656e+08]
