Command line:- ./do_t 13013 64000
2: -98 7865 19773 13013
1: 728 7139 61516 13013
2: -847 8281 16224 13013
2: -1078 7865 -37349 13013
2: -1331 9163 57122 13013
2: -1617 7623 -57122 13013
2: -1638 8085 -24167 13013
1: 1694 7007 8788 13013
2: -1694 8281 -12337 13013
2: -1848 9555 48334 13013
1: 2028 7623 -34307 13013
1: 2178 6591 20384 13013
2: -2178 8085 -28561 13013
1: 2352 6435 24167 13013
1: 2366 5929 56277 13013
2: -2541 7449 -61516 13013
1: 2772 6591 5005 13013
1: 3234 5499 48334 13013
2: -3234 7683 -48334 13013
1: 3388 5447 46137 13013
1: 3388 7007 -19773 13013
2: -3388 9295 3549 13013
2: -3388 12155 61516 13013
1: 3718 5929 15041 13013
1: 3751 5551 30758 13013
1: 3822 8349 -54925 13013
1: 4158 4719 61516 13013
1: 4312 5915 5577 13013
2: -4312 11011 26364 13013
1: 4361 8591 -57122 13013
1: 4368 4851 48334 13013
1: 4394 5929 3939 13013
1: 4394 8771 -59774 13013
2: -4394 13867 59774 13013
1: 4719 4851 39546 13013
1: 4851 6591 -19162 13013
1: 5082 4875 30758 13013
1: 5082 5577 5915 13013
2: -5082 8307 -30758 13013
1: 5292 4719 32955 13013
1: 5551 5929 -8788 13013
2: -5564 14399 46137 13013
2: -5808 9555 -8788 13013
1: 5929 3883 57122 13013
1: 5929 4589 26364 13013
2: -5929 7271 -57122 13013
2: -5929 8593 -26364 13013
2: -5929 13013 31096 13013
2: -5929 15379 48282 13013
2: -6076 11999 20449 13013
2: -6237 17787 57122 13013
1: 6422 7595 -40898 13013
2: -6422 15043 40898 13013
1: 6468 4407 24167 13013
2: -6468 8775 -24167 13013
1: 6591 7623 -41314 13013
1: 7007 4235 21970 13013
2: -7238 10985 3003 13013
1: 7293 8379 -48334 13013
2: -7293 18375 48334 13013
2: -7436 24563 63882 13013
2: -7623 24843 62530 13013
1: 7644 7623 -41743 13013
2: -7986 21021 50531 13013
1: 8112 3267 41405 13013
2: -8281 28561 62436 13013
2: -8424 17787 37349 13013
2: -8624 7267 -53911 13013
1: 8624 11011 -59319 13013
2: -8624 11011 -2197 13013
2: -8624 15379 26312 13013
1: 8723 5929 -26364 13013
1: 8778 5733 -24167 13013
1: 8788 6223 -29887 13013
