There are 32 threads
Mertens at 20524000000000: -687313
Mertens at 20525000000000: -703855
Mertens at 20526000000000: -702676
Mertens at 20527000000000: -685938
Mertens at 20528000000000: -646009
Mertens at 20529000000000: -667036
Mertens at 20530000000000: -673595
Mertens at 20531000000000: -701754
Mertens at 20532000000000: -751115
Mertens at 20533000000000: -740300
Mertens at 20534000000000: -776264
Mertens at 20535000000000: -745873
Mertens at 20536000000000: -758066
Mertens at 20537000000000: -794283
Mertens at 20538000000000: -810533
Mertens at 20539000000000: -817457
Mertens at 20540000000000: -812005
Mertens at 20541000000000: -828931
Mertens at 20542000000000: -832965
Mertens at 20543000000000: -830764
Mertens at 20544000000000: -794914
Mertens at 20545000000000: -796273
Mertens at 20546000000000: -806250
Mertens at 20547000000000: -798094
Mertens at 20548000000000: -787153
Mertens at 20549000000000: -784098
Mertens at 20550000000000: -782095
Mertens at 20551000000000: -799204
Mertens at 20552000000000: -793141
Mertens at 20553000000000: -816164
Mertens at 20554000000000: -802281
Mertens at 20555000000000: -742096
Mertens at 20556000000000: -740888
Mertens at 20557000000000: -755928
Mertens at 20558000000000: -770934
Mertens at 20559000000000: -752276
Mertens at 20560000000000: -749465
Mertens at 20561000000000: -714667
Mertens at 20562000000000: -754011
Mertens at 20563000000000: -729247
Mertens at 20564000000000: -684220
Mertens at 20565000000000: -648334
Mertens at 20566000000000: -677083
Mertens at 20567000000000: -700933
Mertens at 20568000000000: -730212
Mertens at 20569000000000: -742146
Mertens at 20570000000000: -712077
Mertens at 20571000000000: -697301
Mertens at 20572000000000: -682032
Mertens at 20573000000000: -645268
Mertens at 20574000000000: -671181
Mertens at 20575000000000: -689535
Mertens at 20576000000000: -689705
Mertens at 20577000000000: -707157
Mertens at 20578000000000: -708133
Mertens at 20579000000000: -707347
Mertens at 20580000000000: -678202
Mertens at 20581000000000: -661110
Mertens at 20582000000000: -622892
Mertens at 20583000000000: -646376
Mertens at 20584000000000: -649365
Mertens at 20585000000000: -673077
Mertens at 20586000000000: -669309
Mertens at 20587000000000: -684452
Mertens at 20588000000000: -715897
Mertens at 20589000000000: -711989
Mertens at 20590000000000: -728697
Mertens at 20591000000000: -762398
Mertens at 20592000000000: -780380
Mertens at 20593000000000: -771565
Mertens at 20594000000000: -787677
Mertens at 20595000000000: -781104
Mertens at 20596000000000: -767552
Mertens at 20597000000000: -745802
Mertens at 20598000000000: -771180
Mertens at 20599000000000: -763515
Mertens at 20600000000000: -773172
Mertens at 20601000000000: -763534
Mertens at 20602000000000: -767953
Mertens at 20603000000000: -763326
Mertens at 20604000000000: -742578
Mertens at 20605000000000: -746710
Mertens at 20606000000000: -730935
Mertens at 20607000000000: -708133
Mertens at 20608000000000: -707594
Mertens at 20609000000000: -684783
Mertens at 20610000000000: -686157
Mertens at 20611000000000: -715085
Mertens at 20612000000000: -738259
Mertens at 20613000000000: -723842
Mertens at 20614000000000: -721280
Mertens at 20615000000000: -698549
Mertens at 20616000000000: -693756
Mertens at 20617000000000: -692023
Mertens at 20618000000000: -677975
Mertens at 20619000000000: -708839
Mertens at 20620000000000: -687425
Mertens at 20621000000000: -704325
Mertens at 20622000000000: -746479
Mertens at 20623000000000: -787539
Mertens at 20624000000000: -782176
Mertens at 20625000000000: -759013
Mertens at 20626000000000: -749496
Mertens at 20627000000000: -747553
Mertens at 20628000000000: -726217
Mertens at 20629000000000: -703124
Mertens at 20630000000000: -701448
Mertens at 20631000000000: -697215
Mertens at 20632000000000: -716340
Mertens at 20633000000000: -739386
Mertens at 20634000000000: -745285
Mertens at 20635000000000: -766760
Mertens at 20636000000000: -774591
Mertens at 20637000000000: -769677
Mertens at 20638000000000: -756193
Mertens at 20639000000000: -753207
Mertens at 20640000000000: -779701
Mertens at 20641000000000: -744506
Mertens at 20642000000000: -736162
Mertens at 20643000000000: -749898
Mertens at 20644000000000: -789685
Mertens at 20645000000000: -781898
Mertens at 20646000000000: -725901
Mertens at 20647000000000: -706570
Mertens at 20648000000000: -689814
Mertens at 20649000000000: -649223
Mertens at 20650000000000: -666217
Mertens at 20651000000000: -685811
Mertens at 20652000000000: -667140
Mertens at 20653000000000: -672283
Mertens at 20654000000000: -686886
Mertens at 20655000000000: -730658
Mertens at 20656000000000: -738643
Mertens at 20657000000000: -738213
Mertens at 20658000000000: -747649
Mertens at 20659000000000: -754824
Mertens at 20660000000000: -758087
Mertens at 20661000000000: -753718
Mertens at 20662000000000: -759757
Mertens at 20663000000000: -748622
Mertens at 20664000000000: -754964
Mertens at 20665000000000: -735827
Mertens at 20666000000000: -749185
Mertens at 20667000000000: -749427
Mertens at 20668000000000: -757684
Mertens at 20669000000000: -752976
Mertens at 20670000000000: -784994
Mertens at 20671000000000: -766008
Mertens at 20672000000000: -723645
Mertens at 20673000000000: -730020
Mertens at 20674000000000: -745086
Mertens at 20675000000000: -758474
Mertens at 20676000000000: -767229
Mertens at 20677000000000: -829025
Mertens at 20678000000000: -864675
Mertens at 20679000000000: -872573
Mertens at 20680000000000: -855756
Mertens at 20681000000000: -817263
Mertens at 20682000000000: -844440
Mertens at 20683000000000: -843332
Mertens at 20684000000000: -843107
Mertens at 20685000000000: -878478
Mertens at 20686000000000: -858234
Mertens at 20687000000000: -853565
Mertens at 20688000000000: -882001
Mertens at 20689000000000: -854531
Mertens at 20690000000000: -904553
Mertens at 20691000000000: -927819
Mertens at 20692000000000: -892793
Mertens at 20693000000000: -848868
Mertens at 20694000000000: -831874
Mertens at 20695000000000: -849155
Mertens at 20696000000000: -870666
Mertens at 20697000000000: -861287
Mertens at 20698000000000: -859789
Mertens at 20699000000000: -878491
Mertens at 20700000000000: -880753
Mertens at 20701000000000: -869504
Mertens at 20702000000000: -866881
Mertens at 20703000000000: -862276
Mertens at 20704000000000: -878052
Mertens at 20705000000000: -847065
Mertens at 20706000000000: -837635
Mertens at 20707000000000: -828298
Mertens at 20708000000000: -803849
Mertens at 20709000000000: -807294
Mertens at 20710000000000: -808278
Mertens at 20711000000000: -774060
Mertens at 20712000000000: -764740
Mertens at 20713000000000: -776638
Mertens at 20714000000000: -801947
Mertens at 20715000000000: -793983
Mertens at 20716000000000: -765057
Mertens at 20717000000000: -736811
Mertens at 20718000000000: -749652
Mertens at 20719000000000: -745963
Mertens at 20720000000000: -692186
Mertens at 20721000000000: -679331
Mertens at 20722000000000: -682442
Mertens at 20723000000000: -687118
Mertens at 20724000000000: -695498
Mertens at 20725000000000: -709297
Mertens at 20726000000000: -728353
Mertens at 20727000000000: -787103
Mertens at 20728000000000: -774921
Mertens at 20729000000000: -768110
Mertens at 20730000000000: -789083
Mertens at 20731000000000: -771414
Mertens at 20732000000000: -749233
Mertens at 20733000000000: -718559
Mertens at 20734000000000: -720542
Mertens at 20735000000000: -764647
Mertens at 20736000000000: -810389
Mertens at 20737000000000: -833612
Mertens at 20738000000000: -848872
Mertens at 20739000000000: -870617
Mertens at 20740000000000: -845973
Mertens at 20741000000000: -829844
Mertens at 20742000000000: -795094
Mertens at 20743000000000: -763929
Mertens at 20744000000000: -766054
Mertens at 20745000000000: -758560
Mertens at 20746000000000: -813365
Mertens at 20747000000000: -808054
Mertens at 20748000000000: -838333
Mertens at 20749000000000: -879020
Mertens at 20750000000000: -892068
Mertens at 20751000000000: -866564
Mertens at 20752000000000: -846105
Mertens at 20753000000000: -848639
Mertens at 20754000000000: -837332
Mertens at 20755000000000: -793875
Mertens at 20756000000000: -752704
Mertens at 20757000000000: -737524
Mertens at 20758000000000: -733504
Mertens at 20759000000000: -777719
Mertens at 20760000000000: -748567
Mertens at 20761000000000: -738480
Mertens at 20762000000000: -756888
Mertens at 20763000000000: -736272
Mertens at 20764000000000: -738544
Mertens at 20765000000000: -733445
Mertens at 20766000000000: -753238
Mertens at 20767000000000: -793131
Mertens at 20768000000000: -830573
Mertens at 20769000000000: -871128
Mertens at 20770000000000: -911280
Mertens at 20771000000000: -937439
Mertens at 20772000000000: -932158
Mertens at 20773000000000: -910549
Mertens at 20774000000000: -928441
Mertens at 20775000000000: -936463
Mertens at 20776000000000: -932240
Mertens at 20777000000000: -923856
Mertens at 20778000000000: -914634
Mertens at 20779000000000: -909498
Mertens at 20780000000000: -934731
Mertens at 20781000000000: -893438
Mertens at 20782000000000: -896416
Mertens at 20783000000000: -912323
Mertens at 20784000000000: -928452
Mertens at 20785000000000: -891234
Mertens at 20786000000000: -882264
Mertens at 20787000000000: -875597
Mertens at 20788000000000: -841112
Mertens at 20789000000000: -844023
Mertens at 20790000000000: -878741
Mertens at 20791000000000: -862593
Mertens at 20792000000000: -837947
Mertens at 20793000000000: -842865
Mertens at 20794000000000: -842727
Mertens at 20795000000000: -856394
Mertens at 20796000000000: -900688
Mertens at 20797000000000: -889929
Mertens at 20798000000000: -885822
Mertens at 20799000000000: -893432
Mertens at 20800000000000: -898454
Mertens at 20801000000000: -892035
Mertens at 20802000000000: -896718
Mertens at 20803000000000: -891530
Mertens at 20804000000000: -885066
Mertens at 20805000000000: -888293
Mertens at 20806000000000: -874728
Mertens at 20807000000000: -861452
Mertens at 20808000000000: -880396
Mertens at 20809000000000: -877807
Mertens at 20810000000000: -891933
Mertens at 20811000000000: -918210
Mertens at 20812000000000: -890884
Mertens at 20813000000000: -885921
Mertens at 20814000000000: -857546
Mertens at 20815000000000: -867100
Mertens at 20816000000000: -873509
Mertens at 20817000000000: -859761
Mertens at 20818000000000: -830134
Mertens at 20819000000000: -863719
Mertens at 20820000000000: -841675
Mertens at 20821000000000: -840325
Mertens at 20822000000000: -816125
Mertens at 20823000000000: -835353
Mertens at 20824000000000: -839315
Mertens at 20825000000000: -892518
Mertens at 20826000000000: -901466
Mertens at 20827000000000: -912300
Mertens at 20828000000000: -934750
Mertens at 20829000000000: -960197
Mertens at 20830000000000: -943585
Mertens at 20831000000000: -956110
Mertens at 20832000000000: -986156
Mertens at 20833000000000: -976415
Mertens at 20834000000000: -968993
Mertens at 20835000000000: -982950
Mertens at 20836000000000: -1009005
Mertens at 20837000000000: -998319
Mertens at 20838000000000: -1007527
Mertens at 20839000000000: -980476
Mertens at 20840000000000: -980451
Mertens at 20841000000000: -989941
Mertens at 20842000000000: -1024741
Mertens at 20843000000000: -1013957
Mertens at 20844000000000: -992206
Mertens at 20845000000000: -997976
Mertens at 20846000000000: -978605
Mertens at 20847000000000: -964189
Mertens at 20848000000000: -918795
Mertens at 20849000000000: -925669
Mertens at 20850000000000: -931735
Mertens at 20851000000000: -958516
Mertens at 20852000000000: -955955
Mertens at 20853000000000: -967374
Mertens at 20854000000000: -992587
Mertens at 20855000000000: -964561
Mertens at 20856000000000: -980194
Mertens at 20857000000000: -944587
Mertens at 20858000000000: -947167
Mertens at 20859000000000: -977521
Mertens at 20860000000000: -996676
Mertens at 20861000000000: -1015648
Mertens at 20862000000000: -1029915
Mertens at 20863000000000: -1064972
Mertens at 20864000000000: -1054784
Mertens at 20865000000000: -1093879
Mertens at 20866000000000: -1092976
Mertens at 20867000000000: -1063735
Mertens at 20868000000000: -1064212
Mertens at 20869000000000: -1056662
Mertens at 20870000000000: -1029881
Mertens at 20871000000000: -1046067
Mertens at 20872000000000: -1019241
Mertens at 20873000000000: -1015602
Mertens at 20874000000000: -996808
Mertens at 20875000000000: -1007592
Mertens at 20876000000000: -987185
Mertens at 20877000000000: -1026898
Mertens at 20878000000000: -1040876
Mertens at 20879000000000: -997338
Mertens at 20880000000000: -988443
Mertens at 20881000000000: -1005408
Mertens at 20882000000000: -1009584
Mertens at 20883000000000: -1029936
Mertens at 20884000000000: -1075353
Mertens at 20885000000000: -1088739
Mertens at 20886000000000: -1073369
Mertens at 20887000000000: -1095514
Mertens at 20888000000000: -1074688
Mertens at 20889000000000: -1100167
Mertens at 20890000000000: -1118485
Mertens at 20891000000000: -1112864
Mertens at 20892000000000: -1115862
Mertens at 20893000000000: -1112907
Mertens at 20894000000000: -1087007
Mertens at 20895000000000: -1066006
Mertens at 20896000000000: -1046807
Mertens at 20897000000000: -1061015
Mertens at 20898000000000: -1060748
Mertens at 20899000000000: -1071028
Mertens at 20900000000000: -1125245
Mertens at 20901000000000: -1121512
Mertens at 20902000000000: -1085565
Mertens at 20903000000000: -1128577
Mertens at 20904000000000: -1083138
Mertens at 20905000000000: -1089686
Mertens at 20906000000000: -1129312
Mertens at 20907000000000: -1146009
Mertens at 20908000000000: -1139039
Mertens at 20909000000000: -1161606
Mertens at 20910000000000: -1134314
Mertens at 20911000000000: -1109351
Mertens at 20912000000000: -1156428
Mertens at 20913000000000: -1165250
Mertens at 20914000000000: -1165480
Mertens at 20915000000000: -1162028
Mertens at 20916000000000: -1161389
Mertens at 20917000000000: -1133344
Mertens at 20918000000000: -1162128
Mertens at 20919000000000: -1198127
Mertens at 20920000000000: -1240120
Mertens at 20921000000000: -1226725
Mertens at 20922000000000: -1218726
Mertens at 20923000000000: -1256624
Mertens at 20924000000000: -1299642
Mertens at 20925000000000: -1265537
Mertens at 20926000000000: -1290917
Mertens at 20927000000000: -1278899
Mertens at 20928000000000: -1294411
Mertens at 20929000000000: -1320218
Mertens at 20930000000000: -1300139
Mertens at 20931000000000: -1289493
Mertens at 20932000000000: -1297078
Mertens at 20933000000000: -1246889
Mertens at 20934000000000: -1240218
Mertens at 20935000000000: -1249526
Mertens at 20936000000000: -1246317
Mertens at 20937000000000: -1260884
Mertens at 20938000000000: -1260618
Mertens at 20939000000000: -1207958
Mertens at 20940000000000: -1242062
Mertens at 20941000000000: -1309659
Mertens at 20942000000000: -1341960
Mertens at 20943000000000: -1368834
Mertens at 20944000000000: -1352845
Mertens at 20945000000000: -1342806
Mertens at 20946000000000: -1293197
Mertens at 20947000000000: -1305792
Mertens at 20948000000000: -1324321
Mertens at 20949000000000: -1324791
Mertens at 20950000000000: -1314530
Mertens at 20951000000000: -1279341
Mertens at 20952000000000: -1310625
Mertens at 20953000000000: -1320691
Mertens at 20954000000000: -1317999
Mertens at 20955000000000: -1343131
Mertens at 20956000000000: -1353445
Mertens at 20957000000000: -1360625
Mertens at 20958000000000: -1373194
Mertens at 20959000000000: -1422242
Mertens at 20960000000000: -1406944
Mertens at 20961000000000: -1426220
Mertens at 20962000000000: -1452824
Mertens at 20963000000000: -1463385
Mertens at 20964000000000: -1470107
Mertens at 20965000000000: -1500163
Mertens at 20966000000000: -1497630
Mertens at 20967000000000: -1496046
Mertens at 20968000000000: -1500104
Mertens at 20969000000000: -1478178
Mertens at 20970000000000: -1538291
Mertens at 20971000000000: -1560792
Mertens at 20972000000000: -1572631
Mertens at 20973000000000: -1556263
Mertens at 20974000000000: -1566790
Mertens at 20975000000000: -1567491
Mertens at 20976000000000: -1565106
Mertens at 20977000000000: -1526848
Mertens at 20978000000000: -1504647
Mertens at 20979000000000: -1529482
Mertens at 20980000000000: -1525658
Mertens at 20981000000000: -1580811
Mertens at 20982000000000: -1584796
Mertens at 20983000000000: -1602016
Mertens at 20984000000000: -1635166
Mertens at 20985000000000: -1603564
Mertens at 20986000000000: -1621255
Mertens at 20987000000000: -1626492
Mertens at 20988000000000: -1608628
Mertens at 20989000000000: -1639440
Mertens at 20990000000000: -1635490
Mertens at 20991000000000: -1633777
Mertens at 20992000000000: -1634639
Mertens at 20993000000000: -1690152
Mertens at 20994000000000: -1718124
Mertens at 20995000000000: -1687601
Mertens at 20996000000000: -1707360
Mertens at 20997000000000: -1708614
Mertens at 20998000000000: -1715587
Mertens at 20999000000000: -1713199
Mertens at 21000000000000: -1710486
Mertens at 21001000000000: -1672411
Mertens at 21002000000000: -1644964
Mertens at 21003000000000: -1634523
Mertens at 21004000000000: -1656678
Mertens at 21005000000000: -1655486
Mertens at 21006000000000: -1660767
Mertens at 21007000000000: -1643809
Mertens at 21008000000000: -1612654
Mertens at 21009000000000: -1623703
Mertens at 21010000000000: -1626683
Mertens at 21011000000000: -1622639
Mertens at 21012000000000: -1617468
Mertens at 21013000000000: -1588759
Mertens at 21014000000000: -1590325
Mertens at 21015000000000: -1600001
Mertens at 21016000000000: -1637234
Mertens at 21017000000000: -1644409
Mertens at 21018000000000: -1644119
Mertens at 21019000000000: -1636265
Mertens at 21020000000000: -1676239
Mertens at 21021000000000: -1679880
Mertens at 21022000000000: -1691433
Mertens at 21023000000000: -1679953
Mertens at 21024000000000: -1662511
Mertens at 21025000000000: -1657482
Mertens at 21026000000000: -1666266
Mertens at 21027000000000: -1663994
Mertens at 21028000000000: -1710629
Mertens at 21029000000000: -1718859
Mertens at 21030000000000: -1701133
Mertens at 21031000000000: -1687106
Mertens at 21032000000000: -1723031
Mertens at 21033000000000: -1733167
Mertens at 21034000000000: -1700299
Mertens at 21035000000000: -1734206
Mertens at 21036000000000: -1726941
Mertens at 21037000000000: -1700441
Mertens at 21038000000000: -1685110
Mertens at 21039000000000: -1679164
Mertens at 21040000000000: -1700008
Mertens at 21041000000000: -1684100
Mertens at 21042000000000: -1703886
Mertens at 21043000000000: -1664647
Mertens at 21044000000000: -1652988
Mertens at 21045000000000: -1652122
Mertens at 21046000000000: -1676611
Mertens at 21047000000000: -1697978
Mertens at 21048000000000: -1690036
Mertens at 21049000000000: -1681526
Mertens at 21050000000000: -1684955
Mertens at 21051000000000: -1671987
Mertens at 21052000000000: -1693720
Mertens at 21053000000000: -1688424
Mertens at 21054000000000: -1696818
Mertens at 21055000000000: -1701930
Mertens at 21056000000000: -1693314
Mertens at 21057000000000: -1722777
Mertens at 21058000000000: -1727206
Mertens at 21059000000000: -1684051
Mertens at 21060000000000: -1686527
Mertens at 21061000000000: -1687461
Mertens at 21062000000000: -1676969
Mertens at 21063000000000: -1689354
Mertens at 21064000000000: -1661160
Mertens at 21065000000000: -1636259
Mertens at 21066000000000: -1639354
Mertens at 21067000000000: -1616605
Mertens at 21068000000000: -1651404
Mertens at 21069000000000: -1648594
Mertens at 21070000000000: -1655384
Mertens at 21071000000000: -1682939
Mertens at 21072000000000: -1660369
Mertens at 21073000000000: -1695996
Mertens at 21074000000000: -1687470
Mertens at 21075000000000: -1706243
Mertens at 21076000000000: -1722668
Mertens at 21077000000000: -1707678
Mertens at 21078000000000: -1670346
Mertens at 21079000000000: -1665401
Mertens at 21080000000000: -1668570
Mertens at 21081000000000: -1688648
Mertens at 21082000000000: -1695865
Mertens at 21083000000000: -1710931
Mertens at 21084000000000: -1675373
Mertens at 21085000000000: -1655600
Mertens at 21086000000000: -1690414
Mertens at 21087000000000: -1679200
Mertens at 21088000000000: -1660986
Mertens at 21089000000000: -1659265
Mertens at 21090000000000: -1693887
Mertens at 21091000000000: -1680203
Mertens at 21092000000000: -1684294
Mertens at 21093000000000: -1698933
Mertens at 21094000000000: -1664287
Mertens at 21095000000000: -1675648
Mertens at 21096000000000: -1680711
Mertens at 21097000000000: -1684477
Mertens at 21098000000000: -1651941
Mertens at 21099000000000: -1633366
Mertens at 21100000000000: -1594523
Mertens at 21101000000000: -1624947
Mertens at 21102000000000: -1615264
Mertens at 21103000000000: -1613416
Mertens at 21104000000000: -1612802
Mertens at 21105000000000: -1645481
Mertens at 21106000000000: -1672747
Mertens at 21107000000000: -1635868
Mertens at 21108000000000: -1656388
Mertens at 21109000000000: -1611275
Mertens at 21110000000000: -1579554
Mertens at 21111000000000: -1581149
Mertens at 21112000000000: -1553824
Mertens at 21113000000000: -1592065
Mertens at 21114000000000: -1550277
Mertens at 21115000000000: -1574332
Mertens at 21116000000000: -1605693
Mertens at 21117000000000: -1608727
Mertens at 21118000000000: -1538306
Mertens at 21119000000000: -1514602
Mertens at 21120000000000: -1511902
Mertens at 21121000000000: -1525897
Mertens at 21122000000000: -1494390
Mertens at 21123000000000: -1482892
Mertens at 21124000000000: -1414900
Mertens at 21125000000000: -1404002
Mertens at 21126000000000: -1435934
Mertens at 21127000000000: -1478721
Mertens at 21128000000000: -1440749
Mertens at 21129000000000: -1399371
Mertens at 21130000000000: -1388652
Mertens at 21131000000000: -1357736
Mertens at 21132000000000: -1353760
Mertens at 21133000000000: -1391720
Mertens at 21134000000000: -1409368
Mertens at 21135000000000: -1358383
Mertens at 21136000000000: -1375800
Mertens at 21137000000000: -1361289
Mertens at 21138000000000: -1318561
Mertens at 21139000000000: -1393435
Mertens at 21140000000000: -1388341
Mertens at 21141000000000: -1394543
Mertens at 21142000000000: -1382075
Mertens at 21143000000000: -1408772
Mertens at 21144000000000: -1417579
Mertens at 21145000000000: -1442229
Mertens at 21146000000000: -1450068
Mertens at 21147000000000: -1482958
Mertens at 21148000000000: -1534454
Mertens at 21149000000000: -1545782
Mertens at 21150000000000: -1514838
Mertens at 21151000000000: -1530189
Mertens at 21152000000000: -1478147
Mertens at 21153000000000: -1491250
Mertens at 21154000000000: -1463088
Mertens at 21155000000000: -1444314
Mertens at 21156000000000: -1432387
Mertens at 21157000000000: -1407322
Mertens at 21158000000000: -1426825
Mertens at 21159000000000: -1403042
Mertens at 21160000000000: -1396955
Mertens at 21161000000000: -1370641
Mertens at 21162000000000: -1389550
Mertens at 21163000000000: -1336006
Mertens at 21164000000000: -1355267
Mertens at 21165000000000: -1301594
Mertens at 21166000000000: -1283812
Mertens at 21167000000000: -1252994
Mertens at 21168000000000: -1286307
Mertens at 21169000000000: -1294244
Mertens at 21170000000000: -1330510
Mertens at 21171000000000: -1347946
Mertens at 21172000000000: -1344877
Mertens at 21173000000000: -1331526
Mertens at 21174000000000: -1334421
Mertens at 21175000000000: -1356519
Mertens at 21176000000000: -1369138
Mertens at 21177000000000: -1308434
Mertens at 21178000000000: -1316327
Mertens at 21179000000000: -1371175
Mertens at 21180000000000: -1359257
Mertens at 21181000000000: -1297402
Mertens at 21182000000000: -1284227
Mertens at 21183000000000: -1264455
Mertens at 21184000000000: -1239945
Mertens at 21185000000000: -1177122
Mertens at 21186000000000: -1179368
Mertens at 21187000000000: -1154280
Mertens at 21188000000000: -1091080
Mertens at 21189000000000: -1098898
Mertens at 21190000000000: -1098606
Mertens at 21191000000000: -1055830
Mertens at 21192000000000: -1033572
Mertens at 21193000000000: -1011768
Mertens at 21194000000000: -1007226
Mertens at 21195000000000: -1009408
Mertens at 21196000000000: -972687
Mertens at 21197000000000: -987407
Mertens at 21198000000000: -995345
Mertens at 21199000000000: -968615
Mertens at 21200000000000: -975823
Mertens at 21201000000000: -972947
Mertens at 21202000000000: -952528
Mertens at 21203000000000: -969251
Mertens at 21204000000000: -966327
Mertens at 21205000000000: -969802
Mertens at 21206000000000: -956085
Mertens at 21207000000000: -961973
Mertens at 21208000000000: -1003627
Mertens at 21209000000000: -993724
Mertens at 21210000000000: -964271
Mertens at 21211000000000: -948222
Mertens at 21212000000000: -959522
Mertens at 21213000000000: -955501
Mertens at 21214000000000: -952719
Mertens at 21215000000000: -964496
Mertens at 21216000000000: -927376
Mertens at 21217000000000: -963241
Mertens at 21218000000000: -921164
Mertens at 21219000000000: -894304
Mertens at 21220000000000: -901231
Mertens at 21221000000000: -921910
Mertens at 21222000000000: -959639
Mertens at 21223000000000: -1009121
Mertens at 21224000000000: -1019830
Mertens at 21225000000000: -1041085
Mertens at 21226000000000: -1049243
Mertens at 21227000000000: -1047985
Mertens at 21228000000000: -1089810
Mertens at 21229000000000: -1054650
Mertens at 21230000000000: -1066798
Mertens at 21231000000000: -1093468
Mertens at 21232000000000: -1099132
Mertens at 21233000000000: -1079072
Mertens at 21234000000000: -1099383
Mertens at 21235000000000: -1054639
Mertens at 21236000000000: -1040548
Mertens at 21237000000000: -1068469
Mertens at 21238000000000: -1062420
Mertens at 21239000000000: -1048015
Mertens at 21240000000000: -1063835
Mertens at 21241000000000: -1039108
Mertens at 21242000000000: -983226
Mertens at 21243000000000: -938308
Mertens at 21244000000000: -969222
Mertens at 21245000000000: -999076
Mertens at 21246000000000: -1006356
Mertens at 21247000000000: -1028729
Mertens at 21248000000000: -1006656
Mertens at 21249000000000: -1028620
Mertens at 21250000000000: -1036912
Mertens at 21251000000000: -1074563
Mertens at 21252000000000: -1111812
Mertens at 21253000000000: -1093085
Mertens at 21254000000000: -1127188
Mertens at 21255000000000: -1135589
Mertens at 21256000000000: -1144628
Mertens at 21257000000000: -1157873
Mertens at 21258000000000: -1142822
Mertens at 21259000000000: -1131427
Mertens at 21260000000000: -1166164
Mertens at 21261000000000: -1174542
Mertens at 21262000000000: -1191989
Mertens at 21263000000000: -1242580
Mertens at 21264000000000: -1267018
Mertens at 21265000000000: -1297866
Mertens at 21266000000000: -1273087
Mertens at 21267000000000: -1250947
Mertens at 21268000000000: -1237996
Mertens at 21269000000000: -1229595
Mertens at 21270000000000: -1240139
Mertens at 21271000000000: -1220169
Mertens at 21272000000000: -1230939
Mertens at 21273000000000: -1245585
Mertens at 21274000000000: -1240548
Mertens at 21275000000000: -1227025
Mertens at 21276000000000: -1205778
Mertens at 21277000000000: -1193223
Mertens at 21278000000000: -1152847
Mertens at 21279000000000: -1130874
Mertens at 21280000000000: -1096453
Mertens at 21281000000000: -1087424
Mertens at 21282000000000: -1106040
Mertens at 21283000000000: -1075788
Mertens at 21284000000000: -1075515
Mertens at 21285000000000: -1092580
Mertens at 21286000000000: -1085175
Mertens at 21287000000000: -1046968
Mertens at 21288000000000: -1014491
Mertens at 21289000000000: -1039364
Mertens at 21290000000000: -989503
Mertens at 21291000000000: -937885
Mertens at 21292000000000: -974104
Mertens at 21293000000000: -949346
Mertens at 21294000000000: -915793
Mertens at 21295000000000: -890752
Mertens at 21296000000000: -882254
Mertens at 21297000000000: -904354
Mertens at 21298000000000: -929509
Mertens at 21299000000000: -938454
Mertens at 21300000000000: -935962
Mertens at 21301000000000: -942305
Mertens at 21302000000000: -910372
Mertens at 21303000000000: -876505
Mertens at 21304000000000: -865361
Mertens at 21305000000000: -869137
Mertens at 21306000000000: -883060
Mertens at 21307000000000: -865593
Mertens at 21308000000000: -854326
Mertens at 21309000000000: -842688
Mertens at 21310000000000: -869142
Mertens at 21311000000000: -911607
Mertens at 21312000000000: -893077
Mertens at 21313000000000: -865572
Mertens at 21314000000000: -865583
Mertens at 21315000000000: -848572
Mertens at 21316000000000: -858079
Mertens at 21317000000000: -863661
Mertens at 21318000000000: -865725
Mertens at 21319000000000: -828227
Mertens at 21320000000000: -790319
Mertens at 21321000000000: -802667
Mertens at 21322000000000: -797103
Mertens at 21323000000000: -784100
Mertens at 21324000000000: -782808
Mertens at 21325000000000: -771667
Mertens at 21326000000000: -781002
Mertens at 21327000000000: -778936
Mertens at 21328000000000: -772776
Mertens at 21329000000000: -790037
Mertens at 21330000000000: -784204
Mertens at 21331000000000: -770703
Mertens at 21332000000000: -778479
Mertens at 21333000000000: -802345
Mertens at 21334000000000: -822176
Mertens at 21335000000000: -784776
Mertens at 21336000000000: -773922
Mertens at 21337000000000: -722712
Mertens at 21338000000000: -733914
Mertens at 21339000000000: -722804
Mertens at 21340000000000: -701613
Mertens at 21341000000000: -679702
Mertens at 21342000000000: -693590
Mertens at 21343000000000: -685799
Mertens at 21344000000000: -677734
Mertens at 21345000000000: -668554
Mertens at 21346000000000: -697681
Mertens at 21347000000000: -669130
Mertens at 21348000000000: -689913
Mertens at 21349000000000: -703619
Mertens at 21350000000000: -710299
Mertens at 21351000000000: -718935
Mertens at 21352000000000: -690741
Mertens at 21353000000000: -751719
Mertens at 21354000000000: -783378
Mertens at 21355000000000: -750899
Mertens at 21356000000000: -806664
Mertens at 21357000000000: -826539
Mertens at 21358000000000: -795840
Mertens at 21359000000000: -807215
Mertens at 21360000000000: -828443
Mertens at 21361000000000: -833775
Mertens at 21362000000000: -823991
Mertens at 21363000000000: -817605
Mertens at 21364000000000: -822992
Mertens at 21365000000000: -831122
Mertens at 21366000000000: -834143
Mertens at 21367000000000: -833718
Mertens at 21368000000000: -830951
Mertens at 21369000000000: -863885
Mertens at 21370000000000: -857028
Mertens at 21371000000000: -878992
Mertens at 21372000000000: -867352
