There are 32 threads
Mertens at 934000000000: 2700
Mertens at 935000000000: 27465
Mertens at 936000000000: 34877
Mertens at 937000000000: 29927
Mertens at 938000000000: 58575
Mertens at 939000000000: 22826
Mertens at 940000000000: -16530
Mertens at 941000000000: -32786
Mertens at 942000000000: 1811
Mertens at 943000000000: -26218
Mertens at 944000000000: -46632
Mertens at 945000000000: -35565
Mertens at 946000000000: -34998
Mertens at 947000000000: -61859
Mertens at 948000000000: -63016
Mertens at 949000000000: -86872
Mertens at 950000000000: -66773
Mertens at 951000000000: -53600
Mertens at 952000000000: -62379
Mertens at 953000000000: -69465
Mertens at 954000000000: -94498
Mertens at 955000000000: -55457
Mertens at 956000000000: -60875
Mertens at 957000000000: -82785
Mertens at 958000000000: -98526
Mertens at 959000000000: -53874
Mertens at 960000000000: -79455
Mertens at 961000000000: -63257
Mertens at 962000000000: -57789
Mertens at 963000000000: -54623
Mertens at 964000000000: -82897
Mertens at 965000000000: -58455
Mertens at 966000000000: -43392
Mertens at 967000000000: -47420
Mertens at 968000000000: -44096
Mertens at 969000000000: 5713
Mertens at 970000000000: 8385
Mertens at 971000000000: 15128
Mertens at 972000000000: 46275
Mertens at 973000000000: 38224
Mertens at 974000000000: 45262
Mertens at 975000000000: 36985
Mertens at 976000000000: 63420
Mertens at 977000000000: 21796
Mertens at 978000000000: 31285
Mertens at 979000000000: 50984
Mertens at 980000000000: 47242
Mertens at 981000000000: 15577
Mertens at 982000000000: 38971
Mertens at 983000000000: 37765
Mertens at 984000000000: 59309
Mertens at 985000000000: 40926
Mertens at 986000000000: 16013
Mertens at 987000000000: 3156
Mertens at 988000000000: 47426
Mertens at 989000000000: 33257
Mertens at 990000000000: 73451
Mertens at 991000000000: 127275
Mertens at 992000000000: 124686
Mertens at 993000000000: 103412
Mertens at 994000000000: 115945
Mertens at 995000000000: 62830
Mertens at 996000000000: 81978
Mertens at 997000000000: 91715
Mertens at 998000000000: 97398
Mertens at 999000000000: 53052
Mertens at 1000000000000: 62366
Time spent: 3548.07 seconds
m(1000000000000) lies in [5.42755378390405e-08 5.42767294251743e-08]
For 3<=x<=1000000000000, |m(x)| sqrt(x) is at most
	0.569448472609122
