Command line:- ../do_t 472549 1000000
1: 3808 281219 820743 472549
1: 16093 273683 864234 472549
2: -16093 286399 -864234 472549
1: 20482 271949 679041 472549
2: -20482 288133 -679041 472549
2: -22542 296571 672182 472549
2: -23716 291023 -322373 472549
1: 24684 276507 -466412 472549
1: 26334 269637 528143 472549
2: -26334 290445 -528143 472549
1: 27104 269059 555579 472549
1: 28322 273581 -198911 472549
1: 28611 265335 992750 472549
1: 28798 269059 425258 472549
1: 30723 267903 452694 472549
2: -30723 292179 -452694 472549
1: 32186 267325 432117 472549
2: -32186 292757 -432117 472549
1: 32912 269059 164616 472549
1: 33573 276573 -778316 472549
2: -34969 294937 -279300 472549
2: -34969 300713 339340 472549
2: -36414 297825 -27797 472549
2: -36652 305767 754851 472549
1: 41888 269059 -226347 472549
2: -44506 300713 -51623 472549
2: -44982 310821 742577 472549
2: -48279 299115 -288078 472549
1: 49096 254947 797810 472549
2: -49419 302379 -68590 472549
2: -50864 315875 833910 472549
1: 52136 252875 829939 472549
1: 52598 251617 917301 472549
2: -54978 312987 484462 472549
2: -55461 314721 576156 472549
1: 56644 259787 82308 472549
2: -56644 294899 -754490 472549
2: -56644 305767 -27075 472549
2: -56644 318835 781926 472549
2: -57222 302379 -260642 472549
1: 57596 269059 -617310 472549
1: 61446 255765 226347 472549
2: -61446 304317 -226347 472549
2: -61731 302379 -349486 472549
1: 63308 244783 967119 472549
1: 65824 269059 -747631 472549
2: -65892 312543 144039 472549
1: 67507 244783 793478 472549
2: -67507 325703 770374 472549
1: 68894 244783 740772 472549
2: -69938 300713 -572907 472549
1: 70756 244783 673265 472549
2: -71478 302379 -503234 472549
2: -72828 302379 -521284 472549
1: 75449 270193 -922488 472549
2: -75449 329035 689282 472549
2: -75449 334565 922488 472549
2: -75449 336091 985490 472549
1: 76874 254947 -123462 472549
1: 77077 242231 625974 472549
2: -77406 297381 -829939 472549
1: 79772 244783 390963 472549
1: 79781 243089 490960 472549
1: 82308 267267 -845614 472549
2: -82308 337491 845614 472549
2: -82654 336091 783750 472549
2: -83006 296191 -932824 472549
1: 83391 266805 -834632 472549
1: 85799 253783 -234498 472549
1: 87362 260729 -595289 472549
2: -87362 334033 595289 472549
1: 88451 240065 425068 472549
2: -89012 336091 632852 472549
2: -89167 336091 629442 472549
2: -90972 302379 -711892 472549
1: 92169 243627 150898 472549
