Command line:- ../do_t 388531 1000000
1: 10648 229957 -338338 388531
1: 24167 216961 934362 388531
2: -24167 235733 -934362 388531
1: 25289 224939 -256880 388531
1: 28158 227601 -676676 388531
1: 28561 224939 -381216 388531
1: 28899 219615 231192 388531
1: 29282 220883 61009 388531
2: -29282 237523 -793117 388531
1: 33462 213351 674817 388531
1: 43681 215137 40898 388531
2: -43681 239473 -802230 388531
2: -43923 257049 425258 388531
1: 48334 207575 467181 388531
1: 48334 208715 379335 388531
2: -48334 245119 -467181 388531
1: 50193 206853 449878 388531
2: -50193 245841 -449878 388531
1: 50578 224939 -799539 388531
2: -56316 257049 73205 388531
2: -56316 275517 966680 388531
1: 57122 224939 -861707 388531
1: 58564 218405 -514098 388531
2: -58564 265837 450528 388531
2: -58843 248897 -399854 388531
1: 59774 199927 586245 388531
2: -61009 278179 918684 388531
2: -65702 278179 775541 388531
1: 67507 190333 927134 388531
1: 70304 218405 -659087 388531
1: 72501 198189 311454 388531
2: -72501 254505 -311454 388531
1: 75449 208715 -276848 388531
2: -77077 278179 500916 388531
1: 77198 195871 317889 388531
2: -77748 283413 657514 388531
1: 78166 190333 584402 388531
2: -78166 252655 -448305 388531
1: 79794 219615 -793117 388531
2: -83486 265837 -22990 388531
1: 85683 211629 -532114 388531
1: 87362 190333 355914 388531
1: 87846 177957 966758 388531
1: 87846 186219 542659 388531
2: -89661 257049 -390830 388531
2: -91091 278179 256880 388531
2: -96668 248897 -718029 388531
1: 100386 187359 224939 388531
2: -100386 265335 -224939 388531
1: 100719 219615 -913952 388531
2: -101156 305045 769626 388531
2: -101244 257049 -480491 388531
2: -103246 278179 98865 388531
2: -107653 278179 50388 388531
1: 114244 176605 404624 388531
1: 114244 190333 -101080 388531
1: 114244 218405 -937266 388531
2: -114244 307021 606936 388531
2: -117128 265837 -342589 388531
1: 117249 177957 298870 388531
1: 122018 177023 254683 388531
1: 122018 199927 -483153 388531
2: -122018 278179 -83317 388531
2: -122018 314171 634887 388531
2: -125229 250173 -795938 388531
2: -130416 307461 417430 388531
1: 131769 154869 944710 388531
2: -131769 252681 -751374 388531
1: 135014 190333 -329550 388531
1: 138424 203965 -700843 388531
2: -138424 331037 700843 388531
1: 142234 166375 314171 388531
1: 142956 151593 847847 388531
2: -143143 278179 -231192 388531
1: 145002 170031 155727 388531
2: -145002 282663 -155727 388531
1: 146927 213109 -934362 388531
1: 151593 152361 657514 388531
1: 151734 164775 230945 388531
1: 151734 183027 -288145 388531
2: -151734 257049 -711436 388531
2: -154154 278179 -292201 388531
1: 156332 190333 -500916 388531
1: 166972 169169 -75867 388531
2: -166972 265837 -579348 388531
2: -169169 278179 -362596 388531
1: 171366 155727 250173 388531
2: -171366 259545 -714780 388531
2: -171366 266475 -581647 388531
2: -171366 285285 -252890 388531
2: -171366 307461 83030 388531
2: -171366 351975 629563 388531
2: -171366 379335 901835 388531
1: 174724 142805 617826 388531
1: 174724 190333 -615160 388531
2: -175692 250173 -913952 388531
2: -175692 256113 -793117 388531
2: -175692 317889 195871 388531
2: -182182 278179 -414219 388531
1: 182468 183749 -531674 388531
2: -182468 351253 531674 388531
2: -183027 257049 -790614 388531
2: -189164 397969 894179 388531
1: 190333 180139 -509704 388531
2: -190333 314171 62092 388531
2: -190333 354863 509704 388531
2: -194579 278179 -456976 388531
2: -199927 278179 -473784 388531
2: -202124 292201 -278179 388531
1: 204974 149435 41743 388531
2: -215306 278179 -517465 388531
2: -215878 424589 865618 388531
1: 217503 141873 103818 388531
2: -217503 310821 -103818 388531
1: 223608 125229 497211 388531
1: 224939 126445 443118 388531
1: 224939 142805 7942 388531
1: 224939 177023 -642200 388531
1: 224939 199927 -953040 388531
1: 228488 190333 -843657 388531
2: -228488 328757 42636 388531
2: -229957 278179 -553644 388531
2: -234256 305045 -230009 388531
2: -234256 456469 915135 388531
2: -234256 459173 928720 388531
1: 243867 131043 106964 388531
1: 250458 131769 26676 388531
1: 252148 170753 -674817 388531
1: 257049 154869 -465850 388531
1: 260392 160381 -567853 388531
2: -262086 307461 -285610 388531
2: -262086 322959 -133705 388531
2: -262086 472017 817960 388531
1: 263538 105963 587613 388531
2: -265837 278179 -625404 388531
1: 270028 190333 -957892 388531
1: 272194 126445 -48334 388531
1: 276822 117249 119548 388531
1: 278179 95665 742586 388531
1: 278179 98527 642200 388531
1: 278179 102245 520182 388531
1: 278179 116441 125970 388531
1: 278179 120835 22724 388531
1: 278179 142805 -398202 388531
2: -278179 265837 -801762 388531
2: -278179 270389 -742586 388531
2: -278179 305767 -342732 388531
2: -278179 314171 -260984 388531
2: -278179 361361 127426 388531
2: -278179 424897 514098 388531
2: -278179 427063 525252 388531
2: -278179 502151 852436 388531
1: 278692 158389 -628342 388531
1: 279224 142805 -404624 388531
1: 286273 177023 -870012 388531
2: -286286 278179 -658255 388531
1: 290004 98865 480491 388531
2: -295482 375687 165737 388531
2: -305767 278179 -685464 388531
1: 307461 125229 -295906 388531
1: 309738 85683 669493 388531
2: -309738 257049 -947672 388531
1: 313918 182351 -986271 388531
1: 314171 79781 833206 388531
1: 314171 104329 71874 388531
2: -314171 278179 -696160 388531
2: -314171 305045 -423258 388531
2: -314171 348365 -71874 388531
2: -320771 542659 785840 388531
2: -325156 408617 258115 388531
1: 327184 73205 915135 388531
1: 327184 142805 -655215 388531
1: 327426 155727 -793117 388531
2: -328757 480491 553644 388531
2: -329043 257049 -960982 388531
1: 333944 73205 813124 388531
1: 333944 123101 -432575 388531
2: -333944 265837 -857527 388531
1: 336743 133133 -584402 388531
2: -338338 278179 -723957 388531
1: 340784 73205 714025 388531
2: -341506 424589 285610 388531
1: 342732 89661 156332 388531
2: -342732 393129 128381 388531
2: -342732 549081 717409 388531
2: -349999 314171 -404624 388531
1: 351384 129285 -610090 388531
2: -354046 305045 -487058 388531
1: 356421 131043 -654368 388531
2: -358039 480491 456976 388531
2: -361361 278179 -746980 388531
1: 364702 115159 -501787 388531
1: 364936 99997 -265837 388531
2: -364936 435005 265837 388531
1: 366054 62073 817960 388531
2: -371631 658845 854126 388531
2: -379093 542659 579348 388531
2: -379392 307461 -500916 388531
1: 380666 92777 -254852 388531
2: -380666 305767 -516295 388531
2: -380666 314171 -449445 388531
2: -380666 402325 83486 388531
2: -380666 442225 254852 388531
2: -380666 542659 574655 388531
2: -380666 563255 626145 388531
2: -380666 694925 883194 388531
2: -380666 714025 912608 388531
2: -389038 288827 -671099 388531
2: -389158 278179 -771147 388531
2: -394953 810579 988988 388531
1: 395307 72501 65702 388531
1: 399854 73205 -722 388531
1: 399854 149435 -963281 388531
2: -399854 278179 -779551 388531
2: -399854 501787 409013 388531
2: -399854 567853 581042 388531
1: 404624 142805 -934439 388531
1: 408044 73205 -83486 388531
2: -409948 567853 553644 388531
1: 412984 73205 -131820 388531
1: 412984 142805 -958320 388531
2: -420926 709631 778635 388531
1: 421824 137541 -951665 388531
1: 423852 131769 -921557 388531
1: 427063 129107 -914628 388531
2: -427063 278179 -799032 388531
2: -427063 837199 914628 388531
1: 433906 38627 942513 388531
1: 435006 57399 51909 388531
2: -435006 395295 -51909 388531
2: -435006 626145 606936 388531
1: 438724 73205 -366054 388531
2: -441864 914397 942513 388531
1: 446006 79781 -531674 388531
2: -448019 542659 404624 388531
2: -449878 480491 235417 388531
2: -449878 542659 400653 388531
1: 452582 43681 320892 388531
2: -453871 555841 422370 388531
2: -453871 671099 635440 388531
2: -456976 297781 -655215 388531
2: -456976 305045 -600281 388531
2: -456976 328757 -437855 388531
2: -456976 712085 686983 388531
2: -456976 888421 878460 388531
2: -456976 994565 960982 388531
2: -457748 704561 674817 388531
1: 459173 102487 -850668 388531
2: -459173 793117 779966 388531
2: -459173 863819 850668 388531
2: -459914 278179 -819481 388531
1: 463567 39083 358644 388531
2: -467134 640211 555841 388531
2: -467181 428415 31768 388531
2: -468512 459173 135603 388531
2: -470158 429913 32604 388531
2: -471276 942513 885115 388531
1: 473836 28561 837881 388531
2: -477356 951665 876603 388531
2: -478946 793117 732050 388531
1: 480491 25289 971074 388531
1: 480491 28561 679866 388531
1: 480491 41743 -30888 388531
2: -480491 328757 -461370 388531
2: -480491 406445 -72930 388531
2: -480491 432575 26364 388531
2: -480491 542659 339680 388531
2: -480491 594035 446160 388531
2: -480491 632225 514098 388531
2: -480491 640211 527280 388531
2: -480491 714025 635162 388531
2: -480491 935693 856830 388531
2: -483153 627627 500916 388531
1: 483626 28561 606936 388531
1: 485537 29887 468996 388531
2: -485537 688127 589152 388531
2: -488072 424589 -13689 388531
2: -488072 733381 643214 388531
2: -488072 828269 746691 388531
2: -489516 599781 439230 388531
2: -490776 307461 -610090 388531
2: -490776 599781 436810 388531
1: 494494 73205 -789906 388531
2: -494494 893101 789906 388531
1: 496522 25289 554268 388531
1: 497794 28561 288800 388531
1: 497794 29887 208715 388531
1: 500916 67881 -779779 388531
2: -500916 652509 505780 388531
2: -500916 898425 779779 388531
2: -501182 793117 682682 388531
1: 501787 37183 -193336 388531
2: -501787 497819 193336 388531
2: -507338 305767 -633919 388531
1: 508079 28561 68970 388531
2: -511537 314171 -580316 388531
1: 513524 23465 265837 388531
1: 514098 51909 -690954 388531
2: -520421 999635 810084 388531
1: 526604 46585 -741741 388531
2: -526604 919721 741741 388531
2: -527076 626145 416689 388531
1: 530309 25289 -241670 388531
1: 531069 42237 -725010 388531
1: 531674 14641 563160 388531
1: 531674 41743 -724185 388531
2: -531674 278179 -855361 388531
2: -531674 793117 621698 388531
1: 536068 14641 389519 388531
2: -540386 754585 565136 388531
1: 541717 13013 366054 388531
1: 542659 14641 134330 388531
1: 542659 17303 -100320 388531
1: 542659 19855 -266200 388531
1: 542659 23465 -439230 388531
1: 542659 33275 -719796 388531
1: 542659 39325 -823042 388531
1: 542659 43681 -879670 388531
1: 542659 46475 -910404 388531
1: 542659 51623 -958320 388531
2: -542659 480491 87736 388531
2: -542659 567853 288222 388531
2: -542659 671099 457864 388531
2: -542659 933031 719796 388531
1: 546193 28561 -673486 388531
2: -555841 292201 -758670 388531
1: 556358 8303 371293 388531
1: 556358 20449 -655044 388531
1: 556358 24167 -762983 388531
1: 556358 28561 -854316 388531
1: 556358 36179 -960089 388531
2: -556358 265837 -968734 388531
2: -556358 314171 -610983 388531
2: -556358 357751 -371293 388531
2: -556358 567853 268034 388531
2: -556358 671099 435513 388531
2: -556358 793117 577226 388531
1: 557479 14641 -417430 388531
1: 559988 28561 -917301 388531
1: 560956 14641 -542659 388531
