Command line:- ../do_t 847847 1000000
1: 49686 483153 850542 847847
1: 57624 483153 323466 847847
2: -57967 539539 878460 847847
1: 61152 483153 133133 847847
2: -73346 541717 332024 847847
1: 77714 470327 717409 847847
1: 87846 483153 -811538 847847
1: 95832 472017 -130438 847847
1: 115934 456533 393976 847847
2: -115934 539539 -893101 847847
1: 126412 463393 -322102 847847
1: 134673 468195 -761332 847847
2: -149058 570999 112651 847847
1: 189679 424589 368082 847847
1: 202202 405769 966306 847847
1: 204974 405769 905322 847847
2: -214032 622545 761332 847847
1: 217756 405769 644204 847847
1: 231868 395065 819896 847847
2: -231868 571241 -819896 847847
2: -234256 604513 53361 847847
1: 242242 405769 220946 847847
1: 249704 388289 761332 847847
2: -249704 578017 -761332 847847
1: 260876 405769 -47916 847847
1: 264992 382481 717409 847847
2: -264992 583825 -717409 847847
1: 268862 405769 -151734 847847
1: 290521 391573 29282 847847
2: -290521 623441 -29282 847847
1: 308308 405769 -585640 847847
1: 308763 396165 -322102 847847
1: 317746 405769 -673486 847847
1: 322102 405769 -712294 847847
1: 342188 405769 -878460 847847
2: -347802 658845 172788 847847
2: -374556 674817 231594 847847
1: 405769 328999 468512 847847
1: 405769 388817 -966306 847847
2: -405769 637307 -468512 847847
2: -405769 717409 572814 847847
2: -405769 753181 966306 847847
2: -410228 637637 -483153 847847
1: 430612 328757 195657 847847
1: 456533 289835 984940 847847
1: 463736 306977 409948 847847
2: -463736 659329 -409948 847847
1: 488579 343343 -644204 847847
1: 499408 293425 380666 847847
2: -499408 672881 -380666 847847
2: -499408 717409 89661 847847
2: -533022 819819 805255 847847
2: -541717 644735 -830060 847847
1: 551642 278179 231231 847847
1: 581042 275639 14641 847847
2: -581042 739375 -14641 847847
2: -644204 717409 -380926 847847
2: -667212 658845 -954569 847847
1: 673486 256711 -361669 847847
1: 686686 197561 966306 847847
2: -686686 661297 -966306 847847
2: -698691 741741 -322102 847847
1: 747054 173901 995588 847847
1: 749112 195657 328757 847847
1: 761852 190333 337953 847847
1: 777062 164983 922383 847847
2: -779688 834537 77077 847847
1: 781781 213689 -380666 847847
2: -781781 895573 380666 847847
1: 794486 218491 -570999 847847
1: 811538 155771 805255 847847
1: 811538 158389 718740 847847
1: 811538 161051 633655 847847
1: 811538 174845 234256 847847
1: 811538 187187 -73205 847847
1: 811538 190333 -145200 847847
1: 811538 206635 -483153 847847
2: -811538 717409 -715594 847847
2: -811538 791461 -234256 847847
2: -811538 847847 75867 847847
2: -811538 935363 483153 847847
1: 819896 232897 -981552 847847
1: 831922 161051 399399 847847
1: 874467 173901 -354046 847847
1: 894432 194481 -899756 847847
2: -897974 803257 -322102 847847
1: 899756 191737 -894432 847847
2: -917182 712085 -899756 847847
1: 927472 130801 204974 847847
2: -927472 835505 -204974 847847
2: -927472 951665 293062 847847
1: 937024 172529 -858858 847847
1: 966306 157437 -832832 847847
2: -966306 789243 -499499 847847
1: 998816 103697 190333 847847
2: -998816 862609 -190333 847847
