Command line:- ../do_t 49049 1000000
2: -169 29645 355348 49049
1: 286 29575 -369754 49049
1: 286 29645 -468195 49049
2: -308 29887 436982 49049
1: 338 29057 290521 49049
1: 338 29887 -705894 49049
2: -507 29841 166012 49049
1: 637 27709 998816 49049
2: -637 28193 -998816 49049
2: -726 28899 -470596 49049
1: 968 27391 749112 49049
1: 1274 27467 499408 49049
2: -1274 28435 -499408 49049
1: 1342 27209 554631 49049
2: -1372 29887 -26754 49049
1: 1573 26411 691782 49049
1: 1573 28567 62426 49049
1: 1617 32307 -811538 49049
2: -1617 33759 811538 49049
2: -1694 31603 336140 49049
2: -1716 27783 -588588 49049
1: 1859 26741 470596 49049
2: -1859 29645 -115248 49049
1: 1859 31213 -523908 49049
2: -1859 31213 215600 49049
1: 2178 24843 825944 49049
1: 2541 23985 873964 49049
2: -2541 25701 -873964 49049
1: 2548 26983 249704 49049
2: -2548 28919 -249704 49049
1: 2646 27885 79233 49049
1: 3003 23829 739508 49049
2: -3003 25857 -739508 49049
2: -3042 33033 285719 49049
1: 3146 26411 254800 49049
2: -3146 26411 -619164 49049
1: 3146 33293 -588245 49049
2: -3146 34307 403368 49049
1: 3234 31581 -405769 49049
2: -3234 34485 405769 49049
1: 3388 23699 655473 49049
2: -3388 25987 -655473 49049
2: -3549 41019 840350 49049
1: 3666 38115 -873964 49049
2: -3718 29939 -105644 49049
1: 3718 31213 -339031 49049
2: -3718 31213 30723 49049
2: -3718 36179 470596 49049
2: -3718 39809 722701 49049
2: -3718 41503 825258 49049
1: 3872 23023 655473 49049
1: 4004 23491 554631 49049
2: -4004 26195 -554631 49049
1: 4056 36015 -675906 49049
2: -4114 38759 579670 49049
1: 4214 25181 290521 49049
2: -4356 24843 -703493 49049
1: 4459 20449 949424 49049
1: 4719 33957 -481572 49049
2: -4719 36015 332514 49049
2: -4719 39039 504210 49049
1: 4802 20449 864801 49049
1: 4851 43095 -897974 49049
2: -4851 49179 897974 49049
1: 5082 23127 436982 49049
2: -5082 26559 -436982 49049
2: -5096 24167 -713097 49049
1: 5096 26015 124852 49049
1: 5096 36335 -581042 49049
2: -5096 41743 581042 49049
1: 5148 24843 237699 49049
1: 5577 46599 -897974 49049
2: -5577 54243 897974 49049
1: 5808 30303 -218491 49049
2: -5808 39039 386561 49049
1: 5929 35893 -499408 49049
2: -5929 42185 499408 49049
1: 5929 42419 -734706 49049
2: -5929 49855 734706 49049
1: 6006 22815 369754 49049
2: -6006 26871 -369754 49049
2: -6084 48279 672280 49049
2: -6084 56595 864017 49049
2: -6138 61347 941192 49049
1: 6149 34727 -436982 49049
1: 6292 26411 36309 49049
2: -6292 26411 -400673 49049
2: -6292 57967 858186 49049
1: 6517 31603 -279202 49049
1: 6534 51051 -873964 49049
2: -6578 49973 655473 49049
1: 6591 45045 -739508 49049
1: 6721 41405 -633864 49049
1: 7007 20449 518616 49049
2: -7007 20449 -989212 49049
2: -7084 70811 924385 49049
1: 7203 16731 979902 49049
1: 7203 55341 -868868 49049
2: -7203 67353 868868 49049
1: 7254 61347 -941192 49049
1: 7293 45423 -686686 49049
1: 7436 16807 928620 49049
1: 7436 16835 924385 49049
1: 7436 21175 403368 49049
1: 7436 22295 301840 49049
1: 7436 31339 -252105 49049
1: 7436 41503 -586530 49049
1: 7436 55055 -840350 49049
1: 7436 63455 -943250 49049
2: -7436 65219 813939 49049
2: -7436 65611 818741 49049
1: 7546 20449 464765 49049
2: -7546 20449 -935361 49049
