Command line:- ../do_t 43681 1000000
1: 1331 25289 109744 43681
2: -1331 25289 -411540 43681
2: -1331 30685 921272 43681
1: 1406 22627 905388 43681
1: 2662 19741 980837 43681
2: -2662 21413 -980837 43681
1: 2662 25289 -20577 43681
2: -2662 25289 -281219 43681
2: -2662 30613 390963 43681
1: 3146 19589 829939 43681
2: -3146 21565 -829939 43681
2: -3388 24187 -393129 43681
2: -3993 20577 -839344 43681
1: 4332 43923 -975061 43681
1: 4719 20577 367840 43681
2: -5054 30613 146927 43681
1: 5324 34295 -533786 43681
2: -5472 19239 -829939 43681
2: -6776 34295 220704 43681
1: 6859 14641 838280 43681
1: 6859 17303 495330 43681
1: 6859 33275 -410058 43681
1: 6859 34295 -439230 43681
1: 6859 39325 -560956 43681
2: -6859 48521 560956 43681
1: 6859 73205 -945060 43681
1: 6859 75449 -958320 43681
2: -6859 75449 857164 43681
1: 6897 43923 -644746 43681
2: -6954 43923 466412 43681
1: 7931 130321 -990264 43681
2: -7931 130321 931700 43681
1: 7942 14641 688427 43681
1: 7942 130321 -988933 43681
2: -7942 130321 930369 43681
1: 7986 20577 141493 43681
2: -7986 87723 794200 43681
1: 7999 46585 -603592 43681
2: -8052 43923 390963 43681
1: 8664 59895 -683012 43681
2: -8668 102487 781926 43681
1: 9082 14641 569297 43681
1: 9196 102487 -809362 43681
2: -9202 248897 912247 43681
1: 9317 130321 -847308 43681
2: -9317 130321 788744 43681
2: -9438 20577 -462099 43681
2: -9438 307461 912247 43681
1: 9504 525255 -960982 43681
2: -9576 123783 754490 43681
1: 9669 834537 -960260 43681
4: -10296 -834537 960260 43681
3: 10351 -517313 -960982 43681
2: -10681 73205 521284 43681
4: -10754 -288827 980837 43681
1: 10989 219615 -781926 43681
2: -11066 171475 708092 43681
1: 11132 198911 -763268 43681
1: 11134 692725 -829939 43681
2: -11134 976349 829939 43681
2: -11253 395307 781926 43681
2: -11286 219615 727054 43681
4: -11286 -390963 911735 43681
3: 11368 -248897 -912247 43681
2: -11374 453871 781926 43681
2: -11552 81191 512259 43681
1: 11552 336743 -772901 43681
3: 11737 -912247 -831996 43681
3: 11856 -683529 -829939 43681
4: -11856 -985545 829939 43681
2: -11913 43923 236094 43681
2: -11913 390963 737374 43681
1: 11913 395307 -757378 43681
2: -11913 570999 757378 43681
3: 11924 -130321 -931700 43681
4: -11924 -130321 990264 43681
3: 11979 -319485 -849794 43681
4: -11979 -462441 849794 43681
1: 12274 863819 -758100 43681
1: 12463 130321 -640816 43681
2: -12463 130321 582252 43681
1: 12584 912247 -740520 43681
1: 12692 10043 829939 43681
1: 12749 651605 -724064 43681
1: 12806 238249 -679041 43681
4: -12947 -468217 786258 43681
4: -12996 -115797 933185 43681
1: 13357 22627 -55594 43681
1: 13528 560351 -679041 43681
1: 13699 130321 -585640 43681
2: -13699 130321 527076 43681
1: 13718 9317 851257 43681
1: 13718 14641 288819 43681
2: -13718 14641 -810103 43681
1: 13718 34727 -280478 43681
1: 13718 48013 -395307 43681
3: 13718 -48013 -995588 43681
2: -13718 53119 280478 43681
1: 13718 54571 -431376 43681
3: 13718 -54571 -959519 43681
1: 13718 75449 -504449 43681
2: -13718 75449 403293 43681
3: 13718 -75449 -886446 43681
4: -13718 -75449 987602 43681
1: 13718 102487 -554838 43681
3: 13718 -102487 -836057 43681
1: 13718 281219 -644204 43681
3: 13718 -281219 -746691 43681
1: 13718 381997 -657723 43681
3: 13718 -381997 -733172 43681
1: 13718 528143 -668162 43681
3: 13718 -528143 -722733 43681
2: -13718 584309 657723 43681
4: -13718 -584309 733172 43681
1: 13718 600281 -671441 43681
3: 13718 -600281 -719454 43681
1: 13718 829939 -678084 43681
2: -13718 829939 668888 43681
3: 13718 -829939 -712811 43681
4: -13718 -829939 722007 43681
2: -13794 43923 192052 43681
1: 13794 131769 -583015 43681
2: -13794 390963 635492 43681
3: 13794 -658845 -713336 43681
2: -13893 390963 630894 43681
1: 13908 43923 -363527 43681
4: -14157 -834537 699618 43681
1: 14201 212629 -606936 43681
1: 14278 912247 -653158 43681
1: 14641 9251 781926 43681
1: 14641 10469 615144 43681
2: -14641 14575 -781926 43681
1: 14641 15979 178334 43681
2: -14641 19133 -440420 43681
2: -14641 19855 -400710 43681
2: -14641 25175 -178334 43681
2: -14641 34295 42370 43681
1: 14641 43681 -348004 43681
2: -14641 43681 173280 43681
3: 14641 -43681 -955206 43681
2: -14641 55385 274360 43681
2: -14641 57475 288078 43681
3: 14641 -66671 -850516 43681
1: 14641 75449 -475836 43681
2: -14641 75449 374680 43681
3: 14641 -75449 -827374 43681
4: -14641 -75449 928530 43681
2: -14641 95665 433200 43681
4: -14641 -95665 870010 43681
2: -14641 99275 441142 43681
4: -14641 -99275 862068 43681
1: 14641 101761 -521284 43681
3: 14641 -101761 -781926 43681
1: 14641 115159 -536446 43681
3: 14641 -115159 -766764 43681
2: -14641 121847 480130 43681
4: -14641 -121847 823080 43681
1: 14641 130321 -549844 43681
2: -14641 130321 491280 43681
3: 14641 -130321 -753366 43681
4: -14641 -130321 811930 43681
2: -14641 160325 521284 43681
4: -14641 -160325 781926 43681
2: -14641 171475 529758 43681
4: -14641 -171475 773452 43681
1: 14641 175769 -576156 43681
3: 14641 -175769 -727054 43681
1: 14641 198911 -584934 43681
3: 14641 -198911 -718276 43681
2: -14641 210463 552330 43681
4: -14641 -210463 750880 43681
4: -14641 -218405 747270 43681
2: -14641 276925 576156 43681
4: -14641 -276925 727054 43681
1: 14641 303601 -607924 43681
3: 14641 -303601 -695286 43681
2: -14641 363527 594130 43681
4: -14641 -363527 709080 43681
2: -14641 377245 596220 43681
4: -14641 -377245 706990 43681
2: -14641 478325 607924 43681
4: -14641 -478325 695286 43681
2: -14641 609235 617310 43681
4: -14641 -609235 685900 43681
2: -14641 651605 619540 43681
4: -14641 -651605 683670 43681
1: 14641 829939 -635626 43681
2: -14641 829939 626430 43681
3: 14641 -829939 -667584 43681
4: -14641 -829939 676780 43681
2: -14652 122379 480491 43681
1: 14839 651605 -622908 43681
3: 15059 -171475 -708092 43681
1: 15162 11979 428868 43681
3: 15246 -43923 -912247 43681
1: 15862 130321 -509773 43681
2: -15862 130321 451209 43681
