Command line:- ../do_t 3211 1000000
1: 4 1805 856830 3211
1: 8 2197 -802503 3211
2: -8 2197 783731 3211
2: -16 1805 -228488 3211
1: 19 1805 171366 3211
1: 19 2197 -343330 3211
2: -19 2197 324558 3211
1: 22 2899 -793117 3211
1: 24 2565 -542659 3211
2: -24 3549 976144 3211
2: -26 1805 -145002 3211
2: -26 2831 626145 3211
2: -38 1183 -870181 3211
1: 38 2197 -176358 3211
2: -38 2197 157586 3211
2: -38 2527 314171 3211
1: 38 4693 -804102 3211
2: -38 4693 795314 3211
1: 38 6539 -960089 3211
2: -38 6643 960089 3211
1: 39 2793 -417430 3211
2: -39 3249 531674 3211
1: 39 7581 -988650 3211
2: -48 3933 542659 3211
1: 48 7293 -793117 3211
2: -52 2033 41743 3211
1: 52 28561 -925243 3211
2: -52 28561 923799 3211
1: 52 264613 -984256 3211
2: -52 270389 984256 3211
3: 52 -542659 -994878 3211
4: -52 -542659 994954 3211
3: 53 -542659 -976106 3211
4: -53 -542659 976182 3211
2: -54 239343 946907 3211
1: 56 4693 -547053 3211
2: -56 4693 538265 3211
2: -56 329381 915135 3211
1: 56 793117 -918372 3211
2: -56 793117 918320 3211
1: 57 1083 685464 3211
1: 57 6591 -643188 3211
1: 57 14079 -782132 3211
4: -57 -59319 934154 3211
3: 57 -84669 -924768 3211
1: 57 85683 -884336 3211
3: 57 -180861 -913952 3211
1: 57 183027 -895024 3211
4: -57 -185193 913952 3211
4: -57 -771147 906718 3211
1: 58 7657 -667888 3211
1: 59 13585 -751374 3211
1: 59 42731 -834860 3211
1: 59 305045 -868322 3211
1: 62 41743 -793611 3211
2: -62 41743 792623 3211
2: -62 314171 826329 3211
1: 64 123565 -793117 3211
2: -64 126893 793117 3211
4: -66 -11115 918346 3211
2: -66 19773 703950 3211
2: -66 22743 714025 3211
3: 66 -123513 -793117 3211
4: -66 -126945 793117 3211
3: 68 -41743 -792623 3211
4: -68 -41743 793611 3211
2: -69 6591 525616 3211
4: -71 -117325 738192 3211
4: -72 -183027 723658 3211
1: 73 64619 -685464 3211
2: -76 845 -892658 3211
2: -76 1805 -57122 3211
1: 76 2197 -92872 3211
2: -76 2197 74100 3211
1: 76 4693 -404248 3211
2: -76 4693 395460 3211
3: 76 -6487 -876603 3211
4: -76 -6695 876603 3211
2: -76 10985 557479 3211
4: -76 -17407 754585 3211
2: -76 23465 621751 3211
1: 76 28561 -633289 3211
2: -76 28561 631845 3211
4: -76 -37183 714025 3211
1: 76 61009 -657241 3211
2: -76 61009 656565 3211
3: 76 -84331 -693576 3211
4: -76 -87035 693576 3211
2: -76 142805 669028 3211
3: 76 -180139 -685464 3211
4: -76 -185915 685464 3211
4: -76 -226291 684190 3211
2: -76 305045 673972 3211
4: -76 -483379 681070 3211
1: 76 793117 -676702 3211
2: -76 793117 676650 3211
1: 77 793117 -667914 3211
2: -77 793117 667862 3211
2: -78 1083 -533871 3211
3: 78 -13851 -751374 3211
4: -78 -14307 751374 3211
2: -78 85683 645829 3211
3: 78 -263169 -665691 3211
4: -78 -271833 665691 3211
3: 81 -3549 -976144 3211
4: -81 -14079 725010 3211
3: 81 -85683 -650522 3211
3: 82 -7241 -793117 3211
3: 82 -28561 -670377 3211
4: -82 -28561 671821 3211
1: 82 54587 -606879 3211
2: -83 10127 500916 3211
