Command line:- ../do_t 41743 1000000
1: 338 24187 771147 41743
2: -494 26353 742586 41743
1: 1444 23153 342732 41743
1: 1444 28561 -864604 41743
2: -1444 28561 620568 41743
2: -1521 24909 -171366 41743
1: 1634 22139 542659 41743
1: 2166 19773 896376 41743
1: 2166 28899 -656903 41743
1: 2197 19855 861224 41743
2: -2197 21299 -861224 41743
1: 2888 28561 -493311 41743
2: -2888 28561 249275 41743
1: 3029 32129 -742586 41743
2: -3971 40261 742586 41743
1: 4394 19133 430612 41743
2: -4394 22021 -430612 41743
2: -5054 37349 474552 41743
2: -5408 58121 856830 41743
1: 5586 34983 -542659 41743
1: 5776 32617 -456976 41743
2: -6498 48165 571220 41743
2: -6859 17537 -742586 41743
2: -7942 15379 -916149 41743
1: 7942 208715 -982059 41743
2: -8099 91333 742586 41743
1: 8112 46569 -571220 41743
1: 8303 74321 -742586 41743
2: -8303 97045 742586 41743
2: -8664 45201 371293 41743
1: 8788 17689 215306 41743
2: -8873 117325 742586 41743
1: 9747 17745 171366 41743
1: 9747 428415 -849732 41743
1: 9747 510549 -856830 41743
3: 9747 -940485 -913952 41743
4: -10108 -208715 982059 41743
1: 10127 153425 -742586 41743
2: -10127 212629 742586 41743
2: -10222 51623 371293 41743
2: -10469 271453 742586 41743
3: 10469 -459173 -870012 41743
1: 10754 248729 -742586 41743
2: -10982 279019 709631 41743
3: 11077 -999635 -802750 41743
2: -11141 585181 742586 41743
1: 11191 542659 -749008 41743
2: -11191 542659 736164 41743
2: -11324 849433 742586 41743
1: 11552 10985 648115 41743
2: -11552 81289 478946 41743
4: -11552 -118807 942513 41743
1: 11552 714025 -732615 41743
3: 11552 -908375 -771147 41743
1: 11913 257049 -673634 41743
4: -12141 -858819 742586 41743
1: 12274 9841 742586 41743
3: 12274 -542659 -736164 41743
4: -12274 -542659 749008 41743
4: -12324 -594567 742586 41743
1: 12506 11267 542659 41743
2: -12506 16891 -542659 41743
1: 12616 608569 -667888 41743
3: 12711 -239343 -742586 41743
4: -12996 -67431 971074 41743
4: -12996 -85683 907023 41743
4: -12996 -280839 742586 41743
3: 12996 -882687 -685464 41743
1: 13072 327353 -626145 41743
3: 13148 -279019 -709631 41743
3: 13338 -144039 -742586 41743
4: -13338 -222015 742586 41743
2: -13528 193505 542659 41743
4: -13699 -608569 667888 41743
1: 13702 9025 742586 41743
4: -14592 -126711 742586 41743
3: 14801 -371293 -618956 41743
4: -14801 -371293 637728 41743
1: 14972 371293 -552045 41743
2: -14972 371293 533273 41743
3: 15162 -64935 -742586 41743
4: -15162 -106431 742586 41743
3: 15162 -433485 -599781 41743
4: -15238 -327353 626145 41743
4: -15366 -100719 742586 41743
1: 15379 15523 123032 41743
2: -15379 25631 -123032 41743
2: -15523 80275 342732 41743
2: -15523 516295 527280 41743
1: 15694 834691 -542659 41743
3: 15886 -199633 -599781 41743
4: -15886 -335369 599781 41743
3: 16416 -821847 -542659 41743
2: -16536 107217 371293 41743
1: 16606 62959 -371293 41743
3: 16606 -93119 -628342 41743
2: -16606 108407 371293 41743
2: -16606 590993 496522 41743
2: -16701 797511 500916 41743
3: 16967 -162409 -571220 41743
3: 17138 -371293 -533273 41743
4: -17138 -371293 552045 41743
1: 17328 46137 -305383 41743
2: -17328 122265 371293 41743
2: -17328 257049 440245 41743
3: 17328 -805623 -514098 41743
1: 17442 70395 -371293 41743
1: 17442 428415 -478439 41743
1: 17576 14801 107653 41743
2: -17576 26353 -107653 41743
3: 18411 -19773 -896376 41743
4: -18582 -206349 542659 41743
1: 18772 6745 742586 41743
2: -18772 12521 -742586 41743
4: -19494 -49647 742586 41743
1: 19494 163761 -399854 41743
4: -19494 -283413 498719 41743
3: 19494 -767091 -456976 41743
4: -19608 -428415 478439 41743
2: -19836 942513 423852 41743
2: -19912 485537 407797 41743
1: 20254 123823 -371293 41743
2: -20254 242231 371293 41743
3: 20436 -22743 -742586 41743
3: 20577 -48165 -571220 41743
2: -20592 271833 371293 41743
3: 20919 -942513 -423852 41743
3: 20938 -18083 -799708 41743
1: 21299 734981 -399854 41743
3: 22021 -28561 -620568 41743
4: -22021 -28561 864604 41743
3: 22078 -485537 -407797 41743
3: 22382 -65065 -485537 41743
1: 22382 542659 -377715 41743
2: -22382 542659 364871 41743
4: -22743 -85683 535730 41743
4: -22971 -35739 742586 41743
4: -23104 -199927 441766 41743
2: -23153 10469 -856830 41743
3: 23829 -165699 -399854 41743
4: -23829 -369303 399854 41743
1: 24187 142805 -321438 41743
2: -24548 54925 129623 41743
3: 24548 -542659 -364871 41743
4: -24548 -542659 377715 41743
2: -24909 85683 206856 41743
3: 25631 -37349 -474552 41743
3: 25688 -8303 -942513 41743
4: -25688 -19855 942513 41743
1: 25992 626145 -327353 41743
3: 25992 -651495 -342732 41743
4: -26338 -290605 371293 41743
3: 26524 -22139 -542659 41743
3: 26676 -105051 -371293 41743
4: -26676 -261003 371293 41743
1: 27436 73853 -257049 41743
1: 28561 11191 66248 41743
3: 28561 -11191 -676338 41743
2: -28561 29963 -66248 41743
4: -28561 -29963 676338 41743
1: 28561 371293 -293854 41743
2: -28561 371293 275082 41743
3: 28561 -371293 -316236 41743
4: -28561 -371293 335008 41743
3: 29488 -51623 -371293 41743
3: 29602 -10985 -648115 41743
3: 29602 -80275 -342732 41743
4: -29602 -141037 371293 41743
3: 29602 -371293 -304785 41743
4: -29602 -371293 323557 41743
1: 29602 446329 -285610 41743
2: -29602 709631 279019 41743
2: -30108 16245 -371293 41743
3: 30324 -8151 -742586 41743
4: -30324 -28899 656903 41743
3: 30324 -44187 -371293 41743
4: -30324 -127179 371293 41743
4: -30394 -125989 371293 41743
1: 30758 10469 61516 41743
2: -30758 30685 -61516 41743
2: -30927 9747 -799708 41743
1: 31122 5415 371293 41743
3: 31768 -709631 -279019 41743
2: -32448 81225 142805 41743
4: -33212 -15379 916149 41743
4: -33744 -34983 542659 41743
3: 34656 -59319 -298792 41743
3: 34656 -497367 -257049 41743
3: 35321 -6137 -685464 41743
