Command line:- ../do_t 3971 1000000
2: -4 2489 829939 3971
1: 11 2299 246924 3971
2: -11 2299 -274360 3971
2: -11 2527 397100 3971
2: -18 2541 260642 3971
2: -19 2057 -672182 3971
1: 19 3025 -891670 3971
1: 22 2299 116603 3971
2: -22 2299 -144039 3971
2: -32 3509 781926 3971
2: -33 3249 627418 3971
1: 44 1805 555940 3971
1: 44 3025 -390963 3971
1: 44 4085 -754490 3971
2: -46 4655 829939 3971
1: 52 5929 -912247 3971
1: 54 6897 -960260 3971
2: -56 4477 651605 3971
1: 57 3267 -384104 3971
1: 57 6831 -905388 3971
2: -57 6963 905388 3971
2: -58 4807 679041 3971
1: 59 7315 -905388 3971
1: 62 6859 -834537 3971
2: -62 6859 825341 3971
2: -66 1815 -390963 3971
1: 66 2907 -226347 3971
2: -66 5415 663157 3971
2: -76 1397 -754490 3971
1: 76 6809 -679041 3971
2: -76 6985 679041 3971
1: 77 20311 -905388 3971
2: -77 20843 905388 3971
1: 81 131043 -955928 3971
2: -81 189525 960982 3971
2: -82 17651 829939 3971
1: 82 45859 -912247 3971
4: -84 -131043 955928 3971
3: 84 -555579 -942590 3971
2: -88 16093 761349 3971
2: -88 18997 781926 3971
2: -88 48013 850839 3971
2: -88 56677 857736 3971
3: 88 -129107 -912247 3971
4: -88 -132979 912247 3971
4: -88 -396739 901417 3971
3: 88 -480491 -900334 3971
3: 88 -665323 -899118 3971
4: -88 -829939 898567 3971
2: -91 24805 781926 3971
1: 92 75449 -830357 3971
2: -92 75449 829521 3971
4: -93 -751773 850516 3971
1: 94 222775 -829939 3971
2: -94 229919 829939 3971
3: 94 -402325 -843657 3971
2: -96 16245 698896 3971
3: 96 -222699 -829939 3971
4: -96 -229995 829939 3971
3: 98 -75449 -829521 3971
4: -98 -75449 830357 3971
2: -99 1083 -984808 3971
2: -99 20577 702658 3971
3: 99 -34485 -850516 3971
1: 99 128865 -781926 3971
2: -99 133221 781926 3971
2: -99 390963 791472 3971
3: 99 -655215 -799254 3971
4: -102 -32889 829939 3971
2: -102 83391 750519 3971
4: -102 -209451 781926 3971
2: -104 212629 749474 3971
1: 104 489269 -754490 3971
2: -108 6897 473271 3971
4: -108 -17727 829939 3971
3: 108 -83391 -750519 3971
1: 109 11495 -576156 3971
4: -111 -6897 960260 3971
3: 113 -866723 -699618 3971
2: -114 1089 -850516 3971
1: 114 1815 198911 3971
1: 114 6765 -452694 3971
2: -114 7029 452694 3971
1: 114 14883 -583015 3971
3: 114 -74415 -713336 3971
4: -114 -77319 713336 3971
3: 114 -390963 -695750 3971
4: -116 -7315 905388 3971
1: 117 390963 -669856 3971
2: -121 1045 -864234 3971
1: 121 1061 781926 3971
2: -121 1105 -781926 3971
2: -121 1235 -631028 3971
2: -121 1615 -329232 3971
2: -121 1805 -225986 3971
2: -121 2717 68590 3971
2: -121 3553 205770 3971
1: 121 3971 -268584 3971
2: -121 3971 252700 3971
2: -121 4199 274360 3971
2: -121 4693 314070 3971
4: -121 -4693 989140 3971
2: -121 6137 393490 3971
4: -121 -6137 909720 3971
1: 121 6859 -429856 3971
2: -121 6859 420660 3971
3: 121 -6859 -873354 3971
4: -121 -6859 882550 3971
