Command line:- ../do_t 2527 1000000
2: -2 1435 -912247 2527
1: 3 1425 672182 2527
1: 6 1827 -912247 2527
2: -7 1715 521284 2527
2: -7 1805 722722 2527
2: -12 1197 -720195 2527
1: 14 1079 912247 2527
2: -14 1087 -912247 2527
1: 14 1577 -96026 2527
1: 18 1995 -432117 2527
1: 19 2779 -768208 2527
2: -19 2807 768208 2527
1: 21 1083 596372 2527
2: -21 1881 288078 2527
1: 21 2793 -699618 2527
1: 22 931 898529 2527
2: -22 931 -925965 2527
2: -24 2793 603592 2527
2: -27 5415 849072 2527
1: 28 817 960260 2527
1: 28 1225 260642 2527
1: 28 1805 -189525 2527
1: 28 4085 -720195 2527
1: 28 9025 -950152 2527
1: 32 17689 -912969 2527
2: -32 17689 911525 2527
2: -32 75449 977550 2527
2: -32 953401 996170 2527
2: -33 20577 895622 2527
1: 33 41895 -932824 2527
1: 33 199899 -960260 2527
3: 33 -432117 -970900 2527
1: 34 3971 -583737 2527
1: 34 52591 -912247 2527
2: -34 53543 912247 2527
1: 34 912247 -937531 2527
2: -34 912247 937503 2527
3: 36 -52563 -912247 2527
4: -36 -53571 912247 2527
3: 36 -144039 -896154 2527
4: -36 -390963 890379 2527
1: 37 6859 -674044 2527
2: -37 6859 670320 2527
3: 37 -998431 -864234 2527
2: -38 1519 -6859 2527
1: 38 2765 -384104 2527
2: -38 2821 384104 2527
1: 38 3871 -514425 2527
1: 38 19355 -775067 2527
3: 38 -19355 -905388 2527
2: -38 19747 775067 2527
4: -38 -19747 905388 2527
1: 38 130321 -830550 2527
2: -38 130321 830354 2527
3: 38 -130321 -849905 2527
4: -38 -130321 850101 2527
1: 38 651605 -838292 2527
3: 38 -651605 -842163 2527
1: 38 912247 -838845 2527
2: -38 912247 838817 2527
3: 38 -912247 -841610 2527
4: -38 -912247 841638 2527
1: 39 24339 -768208 2527
4: -39 -27531 864234 2527
2: -39 159201 810806 2527
3: 41 -367451 -781926 2527
4: -41 -375487 781926 2527
2: -42 1083 -315875 2527
2: -42 2793 342950 2527
1: 42 3087 -390963 2527
1: 42 3249 -409374 2527
2: -42 4161 480130 2527
4: -42 -5415 975422 2527
2: -42 10731 651605 2527
4: -42 -13965 843657 2527
2: -42 20577 703570 2527
4: -42 -20805 816221 2527
3: 42 -52479 -781926 2527
2: -42 53067 738245 2527
4: -42 -53655 781926 2527
3: 42 -55233 -780843 2527
1: 42 58653 -740772 2527
1: 42 61731 -741741 2527
2: -42 79059 745465 2527
4: -42 -102885 771533 2527
2: -42 203889 754490 2527
4: -42 -265335 764598 2527
2: -42 390963 757225 2527
4: -42 -395295 763154 2527
3: 42 -997101 -761349 2527
1: 43 88445 -729942 2527
2: -43 648907 740772 2527
3: 44 -7847 -864234 2527
1: 46 48013 -672448 2527
2: -46 48013 671916 2527
1: 47 142253 -672182 2527
2: -47 145825 672182 2527
1: 48 2793 -308655 2527
3: 48 -5415 -849072 2527
4: -48 -22743 710087 2527
1: 48 73353 -651605 2527
3: 48 -142215 -672182 2527
4: -48 -145863 672182 2527
3: 48 -265335 -668933 2527
1: 49 1069 260642 2527
2: -49 1097 -260642 2527
1: 49 2527 -265696 2527
2: -49 2527 255588 2527
1: 49 6859 -509428 2527
2: -49 6859 505704 2527
3: 49 -6859 -793782 2527
4: -49 -6859 797506 2527
1: 49 7483 -521284 2527
3: 49 -7483 -781926 2527
2: -49 7679 521284 2527
4: -49 -7679 781926 2527
1: 49 20311 -603592 2527
3: 49 -20311 -699618 2527
2: -49 20843 603592 2527
4: -49 -20843 699618 2527
1: 49 48013 -631294 2527
2: -49 48013 630762 2527
1: 49 130321 -644122 2527
2: -49 130321 643926 2527
3: 49 -130321 -659088 2527
4: -49 -130321 659284 2527
1: 49 142177 -644746 2527
3: 49 -142177 -658464 2527
2: -49 145901 644746 2527
4: -49 -145901 658464 2527
1: 49 385909 -649078 2527
3: 49 -385909 -654132 2527
2: -49 396017 649078 2527
4: -49 -396017 654132 2527
1: 49 912247 -650536 2527
2: -49 912247 650508 2527
3: 49 -912247 -652674 2527
4: -49 -912247 652702 2527
2: -51 741 -672182 2527
2: -51 53067 607924 2527
2: -52 7049 480130 2527
4: -52 -366415 616588 2527
3: 53 -60515 -617310 2527
1: 53 912247 -601440 2527
2: -53 912247 601412 2527
2: -54 4389 384104 2527
3: 54 -53067 -607924 2527
1: 54 356307 -588791 2527
2: -54 650769 589874 2527
4: -56 -2983 864234 2527
1: 56 4753 -390963 2527
1: 56 10241 -486989 2527
1: 56 17689 -522006 2527
1: 56 20273 -528143 2527
1: 56 35017 -545832 2527
1: 56 75449 -558866 2527
4: -56 -123823 577239 2527
1: 56 130321 -563619 2527
2: -56 130321 563423 2527
1: 56 993377 -569297 2527
2: -57 567 -960260 2527
3: 57 -2751 -864234 2527
4: -57 -2835 864234 2527
2: -57 3969 342950 2527
3: 57 -19257 -603592 2527
4: -57 -19845 603592 2527
1: 57 390963 -558012 2527
3: 58 -4655 -727054 2527
3: 58 -6859 -670320 2527
4: -58 -6859 674044 2527
4: -58 -166649 555579 2527
4: -58 -760627 551608 2527
1: 61 365491 -521284 2527
2: -61 377447 521284 2527
4: -62 -34295 538118 2527
2: -62 107065 507566 2527
4: -62 -459553 516705 2527
1: 63 735 521284 2527
1: 63 13965 -452694 2527
4: -63 -20577 544768 2527
3: 63 -52185 -521284 2527
4: -63 -53949 521284 2527
1: 63 265335 -503956 2527
4: -63 -390963 508802 2527
3: 63 -991515 -507566 2527
3: 64 -1799 -912247 2527
4: -64 -12103 562438 2527
2: -64 214073 495292 2527
1: 66 20577 -448742 2527
4: -67 -205219 480130 2527
4: -69 -12201 521284 2527
3: 71 -40033 -466412 2527
3: 72 -1407 -912247 2527
3: 72 -40071 -459914 2527
4: -72 -144039 448210 2527
4: -72 -287679 445835 2527
3: 72 -507927 -444752 2527
2: -72 557745 442225 2527
1: 74 6859 -337953 2527
2: -74 6859 334229 2527
3: 74 -988589 -432117 2527
1: 76 833 329232 2527
3: 76 -1127 -973978 2527
2: -76 1813 61731 2527
1: 76 2737 -192052 2527
2: -76 2849 192052 2527
3: 76 -19159 -452694 2527
4: -76 -19943 452694 2527
1: 76 130321 -415324 2527
2: -76 130321 415128 2527
3: 76 -912247 -420798 2527
4: -76 -912247 420826 2527
1: 77 931 246924 2527
2: -77 931 -274360 2527
2: -77 4165 260642 2527
2: -77 4693 277970 2527
1: 77 20159 -384104 2527
2: -77 20995 384104 2527
4: -77 -60515 425258 2527
3: 77 -130321 -419384 2527
4: -77 -130321 419580 2527
2: -77 205751 411540 2527
4: -77 -583015 415758 2527
1: 78 3591 -240065 2527
1: 78 33075 -390963 2527
1: 78 243675 -406847 2527
3: 78 -276507 -411540 2527
4: -79 -5341 521284 2527
3: 81 -2793 -603592 2527
3: 82 -363433 -390963 2527
4: -82 -379505 390963 2527
3: 83 -130321 -389060 2527
4: -83 -130321 389256 2527
1: 83 986195 -384104 2527
2: -84 513 -768208 2527
3: 84 -1059 -912247 2527
4: -84 -1107 912247 2527
1: 84 2793 -178334 2527
1: 84 20577 -352716 2527
2: -84 25137 356668 2527
3: 84 -51891 -390963 2527
4: -84 -54243 390963 2527
2: -84 185193 376922 2527
3: 84 -382299 -381577 2527
4: -84 -399627 381577 2527
1: 86 212629 -368676 2527
2: -87 390963 365540 2527
3: 92 -931 -898529 2527
4: -92 -931 925965 2527
1: 92 48013 -336357 2527
2: -92 48013 335825 2527
1: 93 390963 -342020 2527
1: 94 140467 -336091 2527
2: -94 147611 336091 2527
1: 96 441 781926 2527
3: 96 -140391 -336091 2527
4: -96 -147687 336091 2527
1: 97 11837 -288078 2527
2: -97 785897 328510 2527
1: 98 665 397822 2527
2: -98 707 -390963 2527
1: 98 1055 130321 2527
3: 98 -1055 -781926 2527
2: -98 1111 -130321 2527
4: -98 -1111 781926 2527
2: -98 1463 -20577 2527
3: 98 -1477 -651605 2527
1: 98 1805 -59204 2527
3: 98 -1805 -592401 2527
2: -98 1919 61731 2527
4: -98 -1919 589874 2527
1: 98 2527 -135375 2527
2: -98 2527 125267 2527
3: 98 -2527 -516230 2527
4: -98 -2527 526338 2527
2: -98 3971 198189 2527
4: -98 -3971 453416 2527
1: 98 4009 -205770 2527
3: 98 -4009 -445835 2527
1: 98 6859 -255645 2527
2: -98 6859 251921 2527
3: 98 -6859 -395960 2527
4: -98 -6859 399684 2527
1: 98 7385 -260642 2527
3: 98 -7385 -390963 2527
2: -98 7777 260642 2527
4: -98 -7777 390963 2527
1: 98 12635 -287717 2527
4: -98 -13433 363527 2527
1: 98 20045 -301796 2527
3: 98 -20045 -349809 2527
2: -98 21109 301796 2527
4: -98 -21109 349809 2527
2: -98 27797 307572 2527
4: -98 -27797 344033 2527
1: 98 28063 -308655 2527
3: 98 -28063 -342950 2527
1: 98 34295 -311771 2527
3: 98 -34295 -339834 2527
2: -98 36461 311904 2527
4: -98 -36461 339701 2527
1: 98 48013 -315780 2527
2: -98 48013 315248 2527
2: -98 75449 319086 2527
4: -98 -75449 332519 2527
1: 98 76171 -319485 2527
3: 98 -76171 -332120 2527
1: 98 130321 -322110 2527
2: -98 130321 321914 2527
3: 98 -130321 -329495 2527
4: -98 -130321 329691 2527
1: 98 140315 -322373 2527
3: 98 -140315 -329232 2527
2: -98 147763 322373 2527
4: -98 -147763 329232 2527
1: 98 240065 -323798 2527
3: 98 -240065 -327807 2527
2: -98 255227 323817 2527
4: -98 -255227 327788 2527
1: 98 380855 -324539 2527
3: 98 -380855 -327066 2527
2: -98 401071 324539 2527
4: -98 -401071 327066 2527
2: -98 528143 324843 2527
4: -98 -528143 326762 2527
1: 98 533197 -324900 2527
3: 98 -533197 -326705 2527
1: 98 651605 -325064 2527
3: 98 -651605 -326541 2527
2: -98 692759 325071 2527
4: -98 -692759 326534 2527
1: 98 912247 -325275 2527
2: -98 912247 325247 2527
3: 98 -912247 -326330 2527
4: -98 -912247 326358 2527
1: 99 115881 -318402 2527
2: -101 8869 260642 2527
1: 101 322373 -314678 2527
4: -102 -1197 720195 2527
2: -102 16245 283024 2527
1: 102 53067 -304323 2527
1: 106 912247 -300727 2527
2: -106 912247 300699 2527
3: 107 -129409 -301796 2527
4: -108 -53067 304323 2527
1: 108 102885 -291403 2527
2: -109 94297 288078 2527
3: 111 -4389 -384104 2527
3: 111 -978747 -288078 2527
1: 112 361 876869 2527
2: -112 361 -947625 2527
1: 112 17689 -261364 2527
2: -112 17689 259920 2527
4: -112 -34295 298053 2527
4: -112 -80503 290605 2527
3: 113 -912247 -283010 2527
4: -113 -912247 283038 2527
3: 114 -2709 -432117 2527
4: -114 -2877 432117 2527
3: 114 -18963 -301796 2527
4: -114 -20139 301796 2527
2: -114 390963 278957 2527
3: 116 -6859 -334229 2527
4: -116 -6859 337953 2527
2: -116 29449 260642 2527
1: 118 4655 -185193 2527
3: 118 -105203 -274360 2527
1: 118 240065 -268926 2527
3: 119 -19931 -288078 2527
4: -119 -21223 288078 2527
1: 119 51401 -260642 2527
2: -119 54733 260642 2527
2: -122 63175 255227 2527
4: -122 -112993 265335 2527
1: 122 359513 -260642 2527
2: -122 383425 260642 2527
3: 123 -16245 -283024 2527
3: 123 -359415 -260642 2527
4: -123 -383523 260642 2527
3: 126 -1083 -596372 2527
3: 126 -20577 -271453 2527
3: 126 -51303 -260642 2527
4: -126 -54831 260642 2527
3: 126 -390963 -254352 2527
3: 126 -974757 -253783 2527
1: 128 38969 -240065 2527
3: 128 -63175 -255227 2527
4: -129 -29547 260642 2527
4: -131 -528143 244454 2527
4: -132 -1995 432117 2527
2: -132 20577 223440 2527
2: -132 208677 240065 2527
4: -132 -265335 243314 2527
1: 133 539 411540 2527
3: 133 -539 -891670 2527
1: 133 2695 -109744 2527
3: 133 -2695 -370386 2527
2: -133 2891 109744 2527
4: -133 -2891 370386 2527
1: 133 130321 -237370 2527
2: -133 130321 237174 2527
3: 133 -130321 -242760 2527
4: -133 -130321 242956 2527
1: 133 651605 -239526 2527
3: 133 -651605 -240604 2527
3: 134 -37183 -247646 2527
1: 139 8911 -192052 2527
2: -141 144039 223972 2527
3: 144 -1911 -390963 2527
4: -144 -8967 260642 2527
1: 144 11913 -194579 2527
3: 144 -144039 -223972 2527
3: 146 -703 -672182 2527
4: -147 -855 617310 2527
3: 147 -1041 -521284 2527
1: 147 1083 75088 2527
4: -147 -1125 521284 2527
2: -147 1197 -68590 2527
2: -147 3249 111910 2527
2: -147 4275 137180 2527
4: -147 -5985 274360 2527
3: 147 -7287 -260642 2527
1: 147 7581 -175446 2527
4: -147 -7875 260642 2527
4: -147 -16245 238260 2527
3: 147 -19779 -233206 2527
1: 147 20577 -201818 2527
4: -147 -21375 233206 2527
2: -147 29925 205770 2527
2: -147 61731 211660 2527
2: -147 81225 212990 2527
4: -147 -113715 220210 2527
3: 147 -138453 -219488 2527
1: 147 144039 -215004 2527
4: -147 -149625 219488 2527
4: -147 -308655 218310 2527
3: 147 -375801 -218044 2527
1: 147 390963 -216392 2527
4: -147 -406125 218044 2527
2: -147 432117 216410 2527
2: -147 568575 216600 2527
1: 152 2681 -96026 2527
2: -152 2905 96026 2527
3: 152 -18767 -226347 2527
4: -152 -20335 226347 2527
1: 152 130321 -207711 2527
2: -152 130321 207515 2527
3: 152 -912247 -210392 2527
4: -152 -912247 210420 2527
3: 153 -20577 -223440 2527
1: 154 931 116603 2527
1: 154 19741 -192052 2527
3: 154 -130321 -209643 2527
4: -154 -130321 209839 2527
1: 157 637 260642 2527
3: 157 -89167 -206682 2527
4: -158 -363527 202958 2527
1: 159 185193 -199234 2527
3: 161 -931 -507566 2527
4: -161 -931 535002 2527
3: 161 -300713 -199272 2527
4: -162 -2793 308655 2527
2: -162 61845 192052 2527
2: -162 902139 196745 2527
2: -164 10241 164616 2527
3: 166 -130321 -194481 2527
4: -166 -130321 194677 2527
1: 166 964117 -192052 2527
3: 167 -336091 -192014 2527
4: -167 -336091 192090 2527
2: -168 2793 82308 2527
4: -168 -4263 260642 2527
2: -168 20577 175427 2527
4: -168 -31407 199633 2527
3: 171 -2667 -288078 2527
4: -171 -2919 288078 2527
4: -171 -390963 187474 2527
2: -172 88445 182305 2527
1: 174 390963 -182819 2527
3: 178 -1225 -390963 2527
3: 178 -88445 -182305 2527
1: 178 104329 -176890 2527
3: 182 -361 -876869 2527
4: -182 -361 947625 2527
4: -182 -4313 240065 2527
4: -186 -11913 194579 2527
2: -186 390963 170961 2527
3: 188 -2695 -260642 2527
4: -188 -500707 170373 2527
4: -189 -53067 174002 2527
4: -192 -3591 240065 2527
4: -196 -323 967119 2527
1: 196 361 485906 2527
2: -196 361 -556662 2527
2: -196 469 -390963 2527
1: 196 553 260642 2527
3: 196 -1027 -390963 2527
4: -196 -1139 390963 2527
2: -196 1273 -41154 2527
1: 196 1501 -6859 2527
1: 196 1729 -27436 2527
3: 196 -2527 -255588 2527
4: -196 -2527 265696 2527
