Command line:- ../do_t 89167 1000000
2: -29237 153425 781926 89167
1: 31434 107217 -781926 89167
2: -36842 651605 966036 89167
1: 41574 390963 -866039 89167
3: 43433 -651605 -966036 89167
1: 43681 84331 -521284 89167
2: -43681 166127 521284 89167
2: -46982 314431 651605 89167
1: 49348 95665 -521284 89167
1: 52897 912247 -724888 89167
4: -54756 -390963 866039 89167
4: -59488 -912247 724888 89167
3: 66248 -314431 -651605 89167
2: -69312 38025 -651605 89167
1: 71656 84113 -390963 89167
3: 72561 -57291 -781926 89167
4: -72561 -193167 781926 89167
1: 74191 877591 -521284 89167
3: 80106 -425619 -521284 89167
4: -83824 -877591 521284 89167
2: -85514 199633 260642 89167
1: 87362 43433 -260642 89167
2: -87362 207025 260642 89167
1: 99372 605397 -390963 89167
1: 105794 8303 130321 89167
4: -118638 -605397 390963 89167
4: -133172 -344755 390963 89167
3: 144664 -8303 -130321 89167
1: 145122 10647 -390963 89167
4: -145122 -261105 390963 89167
3: 151424 -981559 -260642 89167
4: -174577 -95665 521284 89167
3: 174724 -38363 -130321 89167
2: -174724 288821 130321 89167
1: 217683 78585 -260642 89167
4: -217683 -329043 260642 89167
4: -219531 -321651 260642 89167
1: 304323 22815 -521284 89167
4: -322114 -84113 390963 89167
1: 333203 14365 -781926 89167
4: -333203 -33631 781926 89167
3: 347282 -15379 521284 89167
2: -347282 34645 -521284 89167
1: 390963 12675 -927048 89167
4: -390963 -25857 927048 89167
4: -405764 -72163 390963 89167
3: 425258 -14365 665323 89167
2: -425258 27547 -665323 89167
1: 435366 282399 -130321 89167
4: -435366 -532857 130321 89167
1: 465426 252339 -130321 89167
1: 493848 17745 -733913 89167
4: -493848 -30927 733913 89167
1: 521284 19097 -695286 89167
4: -521284 -32279 695286 89167
3: 665323 -26195 425258 89167
2: -665323 39377 -425258 89167
1: 666406 38363 -390963 89167
4: -666406 -57629 390963 89167
3: 694564 -40391 260642 89167
2: -694564 59657 -260642 89167
4: -715884 -252339 130321 89167
1: 733913 29575 -493848 89167
4: -733913 -42757 493848 89167
1: 781926 31941 -463524 89167
4: -781926 -45123 463524 89167
1: 999609 62361 -260642 89167
4: -999609 -81627 260642 89167
