Command line:- ../do_t 456533 1000000
2: -33614 290521 336743 456533
2: -52822 285719 -644204 456533
1: 55418 242501 717409 456533
1: 100842 219615 657272 456533
1: 117649 254639 -966306 456533
2: -117649 360283 966306 456533
2: -121968 352947 732050 456533
2: -131769 352947 589754 456533
2: -134456 374011 959651 456533
2: -155232 352947 322102 456533
2: -165669 347391 130438 456533
2: -167706 352947 210298 456533
1: 201684 237699 -966306 456533
1: 204974 161051 974806 456533
2: -213444 352947 -87846 456533
1: 234256 232211 -996072 456533
2: -234256 473683 996072 456533
1: 235298 161051 515614 456533
1: 235298 201817 -483153 456533
2: -235298 326095 -569668 456533
2: -235298 344729 -299475 456533
2: -235298 413105 483153 456533
2: -235298 424589 589875 456533
2: -235298 456533 858495 456533
1: 254506 161051 281358 456533
1: 255552 221235 -913066 456533
2: -255552 484659 913066 456533
2: -269598 483153 811195 456533
2: -271656 352947 -322102 456533
1: 283318 184877 -483153 456533
2: -307461 483153 605052 456533
1: 316778 117649 826551 456533
1: 322102 117649 754325 456533
1: 322102 186935 -724416 456533
2: -322102 518959 724416 456533
1: 351384 171843 -664048 456533
2: -351384 534051 664048 456533
1: 352947 131769 21780 456533
1: 352947 148995 -322102 456533
1: 352947 169785 -644204 456533
2: -352947 465927 322102 456533
2: -352947 483153 415888 456533
2: -373527 352947 -556358 456533
2: -383328 352947 -572330 456533
1: 397243 117649 -58564 456533
1: 409948 161051 -806736 456533
1: 436982 73205 844459 456533
2: -436982 453871 27104 456533
2: -440561 319333 -968968 456533
1: 456533 117649 -511104 456533
2: -456533 588245 511104 456533
2: -458248 629563 622545 456533
1: 468512 111475 -498036 456533
2: -468512 594419 498036 456533
1: 470596 65219 694782 456533
1: 470596 102487 -363121 456533
1: 483153 103929 -482944 456533
2: -483153 324135 -951874 456533
2: -483153 601965 482944 456533
2: -487872 352947 -702768 456533
1: 497794 117649 -762421 456533
1: 505582 117649 -805255 456533
1: 511104 89523 -456533 456533
2: -511104 616371 456533 456533
2: -527076 352947 -738342 456533
2: -570999 857157 755524 456533
1: 581042 84035 -907742 456533
2: -605052 871563 702768 456533
2: -620928 352947 -805255 456533
1: 629062 39325 -717409 456533
2: -629062 926981 717409 456533
1: 644204 16807 -54747 456533
1: 644204 20923 -362208 456533
2: -644204 684971 362208 456533
2: -670824 352947 -833206 456533
2: -684628 805255 486717 456533
3: 702768 -9261 -332024 456533
2: -702768 715155 332024 456533
3: 705894 -9471 -161051 456533
3: 705894 -17787 -775973 456533
2: -705894 404019 -556358 456533
2: -705894 586971 77198 456533
2: -705894 624393 161051 456533
2: -705894 907137 570999 456533
2: -734706 355377 -847847 456533
2: -736043 588245 47916 456533
3: 739508 -69629 -966306 456533
2: -739508 362551 -805255 456533
2: -753228 858495 456533 456533
3: 769153 -117649 -966306 456533
2: -849178 588245 -52877 456533
2: -853776 352947 -907742 456533
3: 878766 -115797 -391314 456533
2: -893172 554631 -161051 456533
3: 910888 -242501 -717409 456533
3: 913066 -117649 -255552 456533
2: -913066 823543 255552 456533
3: 914781 -131769 -343882 456533
3: 919583 -541717 -936782 456533
2: -922383 352947 -928070 456533
3: 922383 -483153 -907578 456533
3: 937024 -129997 -249018 456533
2: -937024 835891 249018 456533
3: 941192 -73205 443949 456533
3: 941192 -77077 366025 456533
3: 941192 -97405 58564 456533
3: 941192 -190333 -510620 456533
3: 941192 -245245 -644204 456533
3: 941192 -253253 -658845 456533
3: 941192 -456533 -858495 456533
3: 941192 -605605 -919721 456533
3: 941192 -805805 -966306 456533
3: 953197 -924385 -966306 456533
3: 966306 -145089 -241472 456533
2: -966306 850983 241472 456533
3: 975492 -483153 -811195 456533
