Command line:- ../do_t 40817 1000000
2: -578 26411 921984 40817
2: -588 25143 235298 40817
1: 867 22491 705894 40817
2: -952 27455 823543 40817
2: -1734 21609 -794731 40817
2: -1813 23987 -235298 40817
1: 2058 19941 756315 40817
2: -2312 22295 -504210 40817
2: -2312 28175 352947 40817
1: 2601 19551 638666 40817
1: 2601 27489 -470596 40817
2: -2686 35329 857157 40817
2: -3087 21675 -504210 40817
1: 4046 16337 823543 40817
2: -4046 18649 -823543 40817
2: -4488 18207 -823543 40817
1: 4624 16807 625289 40817
2: -4774 49997 823543 40817
1: 4998 39015 -705894 40817
2: -4998 45951 705894 40817
1: 5202 46137 -823543 40817
2: -5202 54705 823543 40817
1: 5491 27097 -268912 40817
1: 6517 92191 -974806 40817
2: -6517 114155 974806 40817
2: -6936 86751 823543 40817
1: 7497 37281 -470596 40817
2: -7497 47685 470596 40817
1: 7514 59143 -705894 40817
2: -7803 50421 482944 40817
1: 7803 87465 -806736 40817
2: -8262 151725 823543 40817
2: -8381 147833 806736 40817
1: 8789 521017 -909636 40817
2: -8916 236691 823543 40817
1: 8959 530621 -893172 40817
1: 9248 59927 -588245 40817
1: 9248 285719 -835205 40817
2: -9248 285719 811881 40817
1: 9248 823543 -878010 40817
2: -9248 823543 869918 40817
1: 9256 244783 -823543 40817
1: 9282 252297 -823543 40817
2: -9282 342465 823543 40817
2: -9537 151263 710010 40817
2: -9576 531471 823543 40817
1: 9604 12427 573839 40817
2: -9604 17051 -573839 40817
4: -9656 -521017 909636 40817
4: -9826 -530621 893172 40817
1: 9826 719593 -823543 40817
2: -9826 994721 823543 40817
1: 9947 86411 -638666 40817
2: -9947 119935 638666 40817
1: 9996 35547 -352947 40817
2: -9996 49419 352947 40817
1: 10268 10115 823543 40817
1: 10404 352947 -754551 40817
3: 10404 -711501 -823543 40817
4: -10654 -539563 823543 40817
3: 10693 -117649 -912870 40817
4: -10693 -117649 969514 40817
3: 10948 -244205 -823543 40817
4: -10948 -350557 823543 40817
3: 10974 -236691 -823543 40817
3: 10982 -285719 -811881 40817
4: -10982 -285719 835205 40817
1: 10982 289639 -705894 40817
2: -10982 416255 705894 40817
1: 11169 655473 -723044 40817
4: -11314 -244783 823543 40817
2: -11628 352947 657237 40817
1: 11849 215747 -638666 40817
4: -11968 -159817 823543 40817
4: -12036 -655473 723044 40817
3: 12053 -920465 -705894 40817
3: 12201 -578289 -705894 40817
4: -12201 -866133 705894 40817
4: -12546 -467313 705894 40817
2: -12699 229467 571438 40817
1: 12716 75803 -487403 40817
3: 12716 -150577 -739508 40817
1: 13034 81209 -487403 40817
2: -13034 125137 487403 40817
4: -13294 -94843 823543 40817
3: 13362 -352947 -657237 40817
4: -13872 -87465 806736 40817
4: -13872 -136857 732305 40817
2: -13872 159495 487403 40817
3: 13872 -367353 -631463 40817
1: 14014 11849 352947 40817
1: 14144 823543 -575484 40817
2: -14144 823543 567392 40817
1: 14739 857157 -552916 40817
3: 14824 -35329 -857157 40817
1: 14994 32079 -235298 40817
2: -14994 52887 235298 40817
3: 15011 -823543 -567392 40817
4: -15011 -823543 575484 40817
3: 15028 -38045 -823543 40817
4: -15028 -62797 823543 40817
1: 15028 823543 -541870 40817
2: -15028 823543 533778 40817
3: 15317 -26411 -921984 40817
4: -15456 -58089 823543 40817
1: 15582 23409 -117649 40817
1: 15606 50421 -340599 40817
4: -15606 -134799 655473 40817
4: -15606 -857157 552916 40817
4: -16456 -241129 571438 40817
