Command line:- ../do_t 31603 1000000
2: -68 18785 -797511 31603
1: 187 18785 145002 31603
1: 242 18785 87880 31603
2: -374 20449 873392 31603
2: -408 19773 401115 31603
1: 507 20757 -948090 31603
2: -572 17629 -773344 31603
1: 578 17017 870012 31603
1: 578 20111 -593021 31603
1: 578 20449 -726024 31603
2: -578 20449 530660 31603
1: 638 17303 634933 31603
1: 726 19773 -383214 31603
2: -748 18785 -169169 31603
1: 748 20449 -583219 31603
2: -748 20449 387855 31603
2: -867 19773 135278 31603
2: -867 21879 676676 31603
1: 1001 22627 -896376 31603
1: 1014 18513 11492 31603
1: 1156 20449 -411853 31603
2: -1156 20449 216489 31603
2: -1156 23837 799708 31603
1: 1166 15379 867867 31603
2: -1326 18207 -265837 31603
2: -1452 16497 -634933 31603
2: -1573 15895 -738192 31603
2: -1573 25619 746980 31603
2: -1573 28561 997050 31603
1: 1586 14399 859027 31603
2: -1683 17745 -316030 31603
2: -1694 14773 -971074 31603
2: -1694 16159 -634933 31603
1: 1694 24167 -717587 31603
2: -1694 24167 552279 31603
1: 1716 18513 -37349 31603
2: -1734 17589 -338338 31603
2: -1734 20163 72501 31603
2: -1734 27183 797511 31603
1: 1768 22253 -507507 31603
1: 1782 23595 -634933 31603
2: -1802 15379 -775489 31603
1: 1846 28561 -979132 31603
2: -1846 28561 839256 31603
1: 1859 14161 769626 31603
1: 1859 14399 712504 31603
2: -1859 15317 -769626 31603
1: 1859 28561 -972774 31603
2: -1859 28561 832898 31603
2: -1914 24843 537251 31603
2: -1938 22815 347633 31603
1: 2006 15587 410839 31603
1: 2023 24167 -614328 31603
2: -2023 24167 449020 31603
1: 2057 13871 746980 31603
1: 2057 15895 342732 31603
1: 2057 16393 258570 31603
1: 2057 18785 -83486 31603
1: 2057 24167 -605540 31603
2: -2057 24167 440232 31603
1: 2057 28033 -856830 31603
1: 2057 28561 -885870 31603
2: -2057 28561 745994 31603
2: -2178 32955 912951 31603
1: 2197 12947 901680 31603
1: 2197 15895 312884 31603
1: 2197 20009 -218790 31603
1: 2197 24167 -572220 31603
2: -2197 24167 406912 31603
1: 2197 30923 -943800 31603
2: -2197 34969 983346 31603
2: -2244 14157 -896376 31603
