Command line:- ../do_t 341887 1000000
1: 7514 199927 855729 341887
1: 8281 199927 668168 341887
1: 9163 199927 491300 341887
1: 9826 199927 379253 341887
2: -10647 212415 781456 341887
1: 10829 199927 235824 341887
2: -13182 207417 -638690 341887
1: 14014 199927 -83521 341887
1: 14161 199927 -94792 341887
1: 16562 199927 -250563 341887
2: -17836 216461 634933 341887
1: 18326 199927 -338997 341887
1: 21658 199927 -466735 341887
1: 28322 199927 -632043 341887
2: -28561 211259 -513128 341887
1: 30758 186745 619038 341887
1: 31603 199927 -687820 341887
1: 41327 199927 -801108 341887
2: -48334 240737 817258 341887
1: 48841 199927 -857752 341887
2: -52052 240737 689520 341887
1: 54043 199927 -887740 341887
2: -54043 240737 628342 341887
1: 56644 169169 811512 341887
1: 57122 184093 -100572 341887
2: -57122 226135 -83521 341887
2: -57122 240737 542130 341887
2: -57122 244205 679728 341887
2: -58667 248261 788970 341887
2: -60333 250563 823368 341887
2: -61516 240737 434044 341887
1: 63206 199927 -928557 341887
1: 63869 199927 -931056 341887
2: -63869 240737 382278 341887
2: -66417 250563 662480 341887
2: -68782 240737 285610 341887
2: -68782 252655 672945 341887
2: -78897 257049 586670 341887
1: 79092 176001 -105196 341887
1: 82654 199927 -985201 341887
1: 83521 184093 -470158 341887
1: 83521 199927 -987112 341887
2: -83521 261443 612976 341887
2: -84864 257049 481474 341887
2: -84966 250563 314171 341887
1: 85683 162435 353736 341887
1: 88434 191607 -753571 341887
2: -92274 250563 215397 341887
2: -93534 250563 199927 341887
2: -96668 240737 -76908 341887
1: 103173 177957 -448630 341887
1: 107653 171955 -312052 341887
1: 107653 186745 -717298 341887
1: 107653 197965 -984334 341887
2: -107653 303161 984334 341887
1: 108086 137249 971074 341887
2: -108086 210553 -971074 341887
2: -108086 240737 -171366 341887
1: 109718 142805 687820 341887
1: 112047 138411 825384 341887
2: -112047 250563 12740 341887
1: 114244 140777 677994 341887
1: 114244 152269 240737 341887
1: 114244 184093 -685219 341887
2: -114244 240737 -214472 341887
2: -117912 257049 91630 341887
2: -120666 257049 68782 341887
2: -123032 240737 -268515 341887
1: 127738 142805 359856 341887
1: 127738 171955 -476749 341887
2: -127738 240737 -294398 341887
2: -127738 314171 843829 341887
2: -137564 240737 -342732 341887
1: 149396 169169 -550256 341887
1: 154973 174845 -683774 341887
2: -154973 326281 683774 341887
1: 161226 182427 -830297 341887
1: 167042 107653 996528 341887
1: 167042 117257 628342 341887
1: 167042 140777 -61178 341887
1: 167042 184093 -870012 341887
2: -167042 230545 -628342 341887
2: -167042 244205 -397488 341887
2: -167042 261443 -140595 341887
2: -167042 341887 715715 341887
2: -169169 240737 -460122 341887
1: 171366 127449 244494 341887
2: -171366 250563 -314629 341887
2: -173706 250563 -322959 341887
1: 176868 103173 999635 341887
2: -180336 257049 -254898 341887
1: 184093 142805 -251430 341887
1: 188496 151593 -447083 341887
2: -193336 240737 -523991 341887
1: 199927 112999 314636 341887
1: 199927 116909 206346 341887
1: 199927 140777 -324258 341887
1: 199927 152881 -530026 341887
1: 199927 184093 -935782 341887
2: -199927 240737 -538730 341887
2: -199927 244205 -489566 341887
2: -199927 266305 -206346 341887
2: -199927 319345 313446 341887
2: -199927 348245 530026 341887
2: -199927 417605 927514 341887
1: 201433 171955 -799708 341887
1: 215306 145367 -492167 341887
2: -215306 355759 492167 341887
1: 216172 100597 485537 341887
2: -216172 240737 -571220 341887
2: -216172 247205 -485537 341887
2: -218722 417605 799708 341887
2: -224094 415233 756602 341887
2: -225998 447083 876603 341887
1: 226291 107653 167042 341887
1: 228488 83521 925365 341887
1: 228488 140777 -491300 341887
2: -228488 240737 -592773 341887
2: -228488 437801 825384 341887
1: 232492 83521 861224 341887
2: -240149 329171 206856 341887
2: -240737 319345 136214 341887
2: -240737 327353 192270 341887
2: -240737 447083 790920 341887
2: -250341 250563 -509704 341887
1: 250376 83521 599781 341887
1: 250458 132651 -487305 341887
1: 250563 78897 768950 341887
1: 250563 85683 523320 341887
1: 250563 94809 248430 341887
1: 250563 105105 -4394 341887
1: 250563 146523 -662480 341887
1: 250563 162435 -826072 341887
2: -250563 236691 -676676 341887
2: -250563 257049 -438354 341887
2: -250563 439569 712166 341887
2: -254898 507507 905437 341887
2: -255476 240737 -632736 341887
1: 261443 83521 455910 341887
1: 261443 107653 -147390 341887
1: 266458 142805 -679728 341887
2: -275128 240737 -656903 341887
2: -275128 339521 152269 341887
2: -275808 257049 -481474 341887
1: 281554 83521 223418 341887
1: 287742 85683 103173 341887
2: -288652 485537 687820 341887
2: -293046 250563 -571389 341887
2: -293046 599781 922488 341887
2: -294398 584647 888797 341887
2: -298753 584647 870012 341887
1: 298792 83521 49049 341887
2: -298792 538265 776254 341887
2: -305383 350693 127738 341887
2: -305762 455455 537251 341887
2: -308074 656903 948787 341887
2: -310622 417605 397488 341887
2: -310856 485537 604299 341887
1: 311129 83521 -63882 341887
2: -314171 240737 -695946 341887
2: -314432 538265 716040 341887
2: -315707 384475 255476 341887
2: -319872 257049 -540430 341887
2: -322959 309519 -144976 341887
2: -322959 336141 9826 341887
1: 327522 85683 -240737 341887
1: 334084 48841 811538 341887
1: 334084 60613 314171 341887
1: 334084 107653 -587509 341887
1: 334084 140777 -860886 341887
2: -334084 287189 -314171 341887
2: -334084 485537 528808 341887
2: -334084 634933 815997 341887
1: 335062 83521 -259246 341887
1: 335818 111475 -634933 341887
2: -335818 534443 634933 341887
2: -338338 240737 -715598 341887
2: -338338 634933 801108 341887
1: 341887 83521 -309946 341887
2: -341887 417605 309946 341887
1: 342732 78897 -234668 341887
1: 342732 94809 -481474 341887
1: 342732 162129 -989604 341887
2: -342732 304317 -212415 341887
2: -342732 337365 -24565 341887
2: -342732 585225 708050 341887
2: -342732 670761 835210 341887
1: 345254 142477 -896376 341887
1: 345933 124215 -781456 341887
2: -347361 599781 717298 341887
2: -349323 447321 383214 341887
1: 349401 85683 -396508 341887
2: -352002 375687 131495 341887
1: 355576 83521 -405769 341887
1: 355914 112047 -722211 341887
2: -358649 358111 43316 341887
1: 368186 83521 -487734 341887
2: -368628 599781 653429 341887
1: 371293 100555 -687820 341887
2: -378301 240737 -742586 341887
1: 383214 85683 -602259 341887
2: -383214 257049 -601426 341887
1: 384013 142805 -972774 341887
2: -384132 968877 958035 341887
2: -384982 584647 585585 341887
1: 386512 32617 830297 341887
2: -386672 538265 501126 341887
2: -389714 808843 830297 341887
2: -390677 584647 571220 341887
1: 390728 83521 -621075 341887
2: -396508 476749 349401 341887
1: 397657 58667 -315588 341887
1: 399854 32279 584647 341887
1: 399854 42211 103173 341887
1: 399854 48841 -109242 341887
1: 399854 55199 -265013 341887
1: 399854 63869 -427448 341887
1: 399854 83521 -670782 341887
1: 399854 121667 -918731 341887
1: 399854 140777 -992426 341887
2: -399854 240737 -754902 341887
2: -399854 260767 -584647 341887
2: -399854 341003 -103173 341887
2: -399854 445927 265013 341887
2: -399854 830297 818958 341887
2: -399854 982891 918731 341887
1: 406861 83521 -707434 341887
2: -406912 538265 454597 341887
1: 407779 66157 -522886 341887
2: -407779 579761 522886 341887
1: 411684 44217 -120666 341887
1: 412692 74529 -655044 341887
1: 415961 28561 501126 341887
1: 416738 107653 -901680 341887
1: 420546 85683 -790993 341887
2: -422331 250563 -682084 341887
2: -422331 599781 520778 341887
2: -428876 405769 97682 341887
2: -430248 751689 676676 341887
1: 430612 37349 -162129 341887
1: 430612 83521 -822796 341887
2: -430612 318565 -250563 341887
2: -430612 378301 3315 341887
2: -430612 417605 130741 341887
2: -430612 634933 550545 341887
2: -430612 645337 563550 341887
2: -430612 712385 638248 341887
2: -430612 845845 751689 341887
2: -430661 344929 -127738 341887
