Command line:- ../do_t 158389 1000000
1: 539 95081 -644204 158389
2: -1617 94503 -966306 158389
1: 4046 94985 -512435 158389
2: -4114 95081 -512435 158389
2: -5236 99127 483153 158389
2: -9996 104907 702768 158389
1: 11858 82943 937024 158389
1: 12138 82467 966306 158389
1: 14161 90871 -146410 158389
2: -14161 102487 154638 158389
2: -14399 99127 -146410 158389
1: 14641 96815 -675906 158389
2: -14641 109531 675906 158389
1: 18326 96815 -644204 158389
2: -18326 112999 644204 158389
1: 19074 102459 -966306 158389
2: -19992 99099 -248897 158389
2: -24157 110473 271524 158389
2: -25289 114155 391314 158389
2: -28322 92323 -673486 158389
1: 28322 102487 -811668 158389
2: -28322 102487 -167464 158389
1: 29282 90457 -337953 158389
2: -29282 115889 337953 158389
1: 33813 98637 -644204 158389
1: 36652 88723 -322102 158389
2: -36652 121091 322102 158389
2: -37752 102459 -248897 158389
1: 39886 114155 -966306 158389
1: 39984 107811 -837199 158389
1: 42483 67881 441892 158389
2: -42483 131769 442376 158389
1: 43923 84099 -225302 158389
2: -43923 122247 225302 158389
1: 46529 119119 -966306 158389
1: 50578 81209 -195657 158389
2: -50578 125137 195657 158389
1: 51646 111265 -805255 158389
2: -51646 161051 684046 158389
1: 53361 51765 995588 158389
2: -53361 81753 -995588 158389
2: -54026 171941 746691 158389
1: 54043 125783 -966306 158389
2: -56644 88451 -732050 158389
1: 56644 102487 -650617 158389
2: -56644 102487 -328515 158389
2: -56644 113135 -89177 158389
2: -56644 150535 483153 158389
2: -56644 161051 596200 158389
2: -56644 184943 805255 158389
2: -56644 214291 998250 158389
2: -58564 161051 566440 158389
2: -58564 180047 732655 158389
2: -58956 178959 717409 158389
1: 61468 82943 -307461 158389
2: -62713 161051 508354 158389
1: 63308 92191 -483153 158389
1: 65219 74851 -151734 158389
2: -65219 131495 151734 158389
1: 68306 73205 -137819 158389
2: -68782 248897 925771 158389
1: 69938 135779 -907742 158389
2: -69938 249067 907742 158389
2: -70378 269059 966306 158389
1: 71148 46767 746691 158389
2: -71148 86751 -746691 158389
2: -71672 161051 405867 158389
1: 72828 80223 -307461 158389
1: 73304 72539 -161051 158389
2: -73304 137275 161051 158389
1: 74052 45951 717409 158389
2: -74052 87567 -717409 158389
2: -75718 183799 527076 158389
1: 75867 70227 -130438 158389
2: -75867 136119 130438 158389
2: -76874 91355 -614922 158389
1: 77077 109531 -673486 158389
2: -77077 214727 673486 158389
1: 78386 70805 -161051 158389
1: 79968 43923 682924 158389
2: -81438 219351 644204 158389
1: 83006 147679 -878460 158389
1: 84966 39501 805255 158389
1: 84966 55539 146410 158389
2: -84966 77979 -966306 158389
1: 84966 114345 -688127 158389
1: 84966 176715 -966306 158389
2: -84966 307461 856801 158389
2: -84966 353199 937024 158389
1: 85008 42483 644204 158389
1: 87846 37485 853655 158389
1: 87846 65025 -112651 158389
1: 87846 127449 -756855 158389
2: -87846 141321 112651 158389
1: 89012 189091 -966306 158389
2: -89012 415667 966306 158389
1: 89964 66759 -161051 158389
1: 90746 148225 -834537 158389
1: 91839 42483 508442 158389
1: 92191 76195 -322102 158389
2: -92191 172823 322102 158389
1: 94214 90013 -483153 158389
1: 94941 212415 -966306 158389
1: 95081 45815 322102 158389
1: 97104 43923 360822 158389
2: -97104 82467 -805255 158389
1: 97461 219615 -958562 158389
1: 99127 121121 -686796 158389
1: 99127 234311 -966306 158389
1: 100793 38437 527076 158389
2: -100793 95081 -527076 158389
1: 102487 161051 -813246 158389
2: -102487 161051 190162 158389
1: 103224 42483 322102 158389
1: 103292 161051 -809336 158389
2: -103292 161051 186252 158389
2: -104544 362355 746691 158389
2: -105742 740707 966306 158389
2: -106624 376915 746691 158389
1: 106722 36771 497794 158389
2: -106722 96747 -497794 158389
2: -109242 108339 -322102 158389
2: -109242 195657 334081 158389
1: 109242 260997 -922383 158389
2: -109242 705309 922383 158389
2: -109531 888811 966306 158389
1: 110313 409101 -995588 158389
1: 111034 349979 -966306 158389
1: 111804 382347 -974292 158389
1: 112896 181203 -805255 158389
1: 113288 161051 -765413 158389
2: -113288 161051 142329 158389
1: 113288 390643 -966306 158389
2: -114268 74851 -966306 158389
1: 114954 131769 -684981 158389
1: 115689 448239 -966306 158389
1: 116886 42483 146410 158389
1: 116963 487543 -966306 158389
1: 117128 161051 -750533 158389
2: -117128 161051 127449 158389
1: 117128 366163 -930006 158389
2: -117334 805255 880572 158389
2: -117623 109123 -322102 158389
1: 117912 522291 -966306 158389
2: -120513 236313 409948 158389
1: 121618 34969 336743 158389
1: 122892 860931 -966306 158389
1: 123403 925463 -966306 158389
1: 124236 524535 -922383 158389
2: -124509 345933 585640 158389
2: -124848 84579 -717409 158389
1: 125426 161051 -721490 158389
2: -125426 161051 98406 158389
1: 125426 326095 -862488 158389
1: 125426 656183 -931700 158389
1: 127347 127449 -644204 158389
1: 127449 27951 567006 158389
2: -127449 219615 329846 158389
1: 127449 223971 -790614 158389
2: -127449 742335 790614 158389
1: 127449 746691 -926134 158389
1: 127776 42483 33275 158389
2: -128316 922383 822437 158389
1: 130438 46529 -75867 158389
2: -130438 159817 75867 158389
2: -131614 309155 497794 158389
1: 131769 321657 -826672 158389
1: 133518 132447 -644204 158389
2: -133518 472311 644204 158389
1: 133826 204085 -746691 158389
2: -133826 730541 746691 158389
1: 134946 208725 -746691 158389
2: -134946 757581 746691 158389
3: 135541 -924385 -966306 158389
3: 136323 -807177 -966306 158389
1: 136367 69071 -380666 158389
2: -136367 255187 380666 158389
1: 139876 79135 -453871 158389
2: -139876 305711 453871 158389
3: 140454 -473781 -966306 158389
1: 141933 42483 -87846 158389
3: 142443 -391017 -966306 158389
1: 145079 115787 -588302 158389
2: -145079 478975 588302 158389
3: 145367 -307769 -966306 158389
2: -145656 302379 424589 158389
2: -145656 746691 684376 158389
1: 145684 99127 -541717 158389
3: 146608 -281197 -966306 158389
2: -147862 560371 614922 158389
3: 148257 -451209 -913066 158389
3: 148274 -251141 -966306 158389
1: 149072 269059 -730719 158389
3: 149702 -456533 -902418 158389
2: -149702 582131 614922 158389
3: 150773 -176539 -995588 158389
4: -150773 -789767 995588 158389
3: 151613 -169099 -995588 158389
4: -151613 -765527 995588 158389
1: 151734 37281 -65219 158389
2: -151734 169065 65219 158389
3: 153748 -248897 -925771 158389
1: 154154 56933 -336743 158389
2: -154154 267325 336743 158389
2: -155414 778855 644204 158389
1: 155771 14875 966306 158389
2: -155771 71519 -966306 158389
2: -156604 397375 483153 158389
3: 156927 -483153 -852698 158389
1: 157216 318835 -717409 158389
1: 158389 14161 979616 158389
2: -158389 70805 -979616 158389
1: 158746 805255 -759220 158389
3: 160083 -370209 -849178 158389
1: 160204 369631 -717409 158389
3: 161007 -127449 -966306 158389
1: 161051 13685 963424 158389
1: 161051 14161 904860 158389
