Command line:- ../do_t 634933 1000000
1: 28561 371293 -334084 634933
2: -74698 417605 437203 634933
1: 83521 341887 399854 634933
2: -83521 401999 -742586 634933
2: -167042 477139 742586 634933
2: -167042 485537 938457 634933
2: -191607 427431 -742586 634933
1: 342732 250563 -157170 634933
2: -371293 485537 -491300 634933
1: 405093 250563 -628342 634933
1: 409994 240737 -485537 634933
2: -437203 564995 74698 634933
2: -485537 584647 67262 634933
2: -501126 599781 123201 634933
2: -584647 485537 -918008 634933
2: -595556 584647 -199927 634933
1: 742586 83521 13143 634933
1: 751689 112047 -760162 634933
1: 825384 85683 -994058 634933
2: -975468 663255 -336141 634933
