Command line:- ../do_t 79781 1000000
2: -221 48013 167960 79781
2: -578 48013 -99541 79781
2: -646 48841 720195 79781
2: -722 48841 616949 79781
2: -1014 49419 727054 79781
2: -1326 48165 -116603 79781
1: 1734 48165 -377245 79781
1: 2431 48841 -521284 79781
1: 2717 48841 -493848 79781
2: -2717 48841 -27436 79781
1: 2873 43639 781926 79781
1: 2873 48013 -298452 79781
1: 3468 47151 -130321 79781
1: 3553 48841 -438976 79781
2: -3553 48841 -82308 79781
2: -3757 54587 809362 79781
1: 3971 48841 -420204 79781
2: -3971 48841 -101080 79781
2: -4046 50635 178334 79781
1: 4199 48841 -411540 79781
2: -4199 48841 -109744 79781
1: 4693 48841 -395656 79781
2: -4693 48841 -125628 79781
1: 4862 48841 -390963 79781
2: -4862 48841 -130321 79781
1: 5304 49419 -445835 79781
1: 5434 48841 -377245 79781
2: -5434 48841 -144039 79781
2: -5746 56069 583015 79781
1: 6137 48841 -363888 79781
2: -6137 48841 -157396 79781
1: 6422 37859 973978 79781
1: 6669 43095 233206 79781
1: 6859 48841 -353020 79781
2: -6859 48841 -168264 79781
2: -7106 48841 -171475 79781
1: 7514 42959 187720 79781
1: 7514 46835 -178334 79781
1: 7514 48013 -277875 79781
1: 7514 52345 -605397 79781
1: 7514 54587 -754490 79781
2: -7514 54587 288078 79781
2: -7514 61009 703589 79781
1: 7942 48841 -340423 79781
2: -7942 48841 -180861 79781
1: 8398 48841 -336091 79781
2: -8398 48841 -185193 79781
1: 8619 56355 -781926 79781
1: 8664 35547 915135 79781
1: 8664 56355 -779038 79781
1: 9386 48841 -328149 79781
2: -9386 48841 -193135 79781
2: -9503 60287 478686 79781
1: 10374 51153 -445835 79781
2: -10647 39729 -932824 79781
2: -11271 48165 -246924 79781
1: 11271 61731 -840294 79781
2: -11271 76551 891670 79781
1: 11492 41327 130321 79781
1: 11492 51623 -448001 79781
2: -11492 71383 733913 79781
1: 12274 48841 -312265 79781
2: -12274 48841 -209019 79781
1: 12337 38437 301796 79781
2: -12996 42483 -610090 79781
2: -13357 41327 -685178 79781
1: 13718 48841 -306831 79781
2: -13718 48841 -214453 79781
2: -13718 89167 931736 79781
2: -14161 39715 -781926 79781
1: 15028 54587 -493848 79781
2: -15028 54587 27436 79781
2: -15028 66079 390963 79781
1: 15504 56355 -535002 79781
2: -15606 43095 -521284 79781
1: 16224 56355 -521284 79781
2: -16393 60401 192052 79781
1: 17238 33813 390963 79781
1: 17238 42237 -55233 79781
2: -17238 43719 -466412 79781
1: 17238 49419 -315514 79781
2: -17238 51153 -130321 79781
1: 17238 61731 -620806 79781
2: -17238 63897 263891 79781
1: 17459 27455 891670 79781
2: -19266 65025 240065 79781
2: -19414 130321 939471 79781
2: -19669 35017 -957372 79781
2: -20111 71383 342950 79781
2: -20111 91333 613700 79781
2: -20202 148257 980837 79781
1: 20577 25857 824296 79781
2: -20577 60333 108528 79781
1: 20618 26299 781926 79781
1: 20774 34295 235144 79781
2: -21698 130321 830297 79781
2: -21879 67431 233206 79781
1: 21964 31603 342950 79781
1: 22382 119119 -957372 79781
2: -22382 173927 957372 79781
2: -22542 35739 -835354 79781
2: -22542 55233 -42237 79781
1: 22984 26299 651605 79781
1: 22984 30875 349809 79781
1: 22984 32851 245480 79781
1: 22984 137275 -994555 79781
1: 23409 111891 -891670 79781
2: -23712 77571 349809 79781
1: 24276 64467 -535002 79781
1: 24548 116467 -872898 79781
2: -24548 176579 872898 79781
1: 25118 106301 -816221 79781
2: -25432 263891 976144 79781
2: -25721 158015 781926 79781
2: -25992 146523 737523 79781
1: 26299 30685 262808 79781
2: -26299 61009 51984 79781
1: 26299 116603 -822510 79781
2: -26299 116603 604162 79781
1: 26588 220571 -994916 79781
2: -26832 181203 802503 79781
2: -27166 34295 -834860 79781
1: 27436 20111 968031 79781
1: 27436 26299 467324 79781
2: -27436 34295 -830297 79781
2: -27436 36023 -734825 79781
2: -27436 47107 -288990 79781
1: 27436 86359 -664411 79781
1: 27436 89167 -680017 79781
2: -27436 89167 394485 79781
1: 27436 112931 -781014 79781
1: 27436 116603 -792948 79781
2: -27436 116603 574600 79781
2: -27436 137735 664411 79781
1: 27436 147679 -870181 79781
2: -27436 180115 781014 79781
2: -27436 235535 870181 79781
1: 27716 201799 -938961 79781
2: -27744 61731 51376 79781
1: 28101 95823 -699618 79781
2: -28101 154635 699618 79781
1: 28158 112047 -760988 79781
2: -28158 180999 760988 79781
1: 28509 181203 -891670 79781
2: -29016 146523 651605 79781
2: -29087 294937 873392 79781
2: -29172 486267 957372 79781
1: 29478 232713 -912247 79781
1: 30056 54587 -363527 79781
2: -30056 54587 -102885 79781
1: 30056 116603 -733343 79781
2: -30056 116603 514995 79781
1: 30056 137059 -781926 79781
2: -30056 228995 781926 79781
1: 30056 292771 -929214 79781
2: -30056 489155 929214 79781
1: 30082 24871 466412 79781
1: 30264 720195 -999362 79781
1: 30634 445835 -955890 79781
1: 30719 730303 -985530 79781
2: -30888 390963 871624 79781
1: 30923 248729 -882284 79781
2: -31096 356915 850516 79781
2: -31212 390963 862238 79781
2: -31212 858819 947986 79781
2: -31501 583015 905502 79781
1: 31603 89167 -609178 79781
2: -31603 89167 323646 79781
1: 31603 287717 -883728 79781
2: -31603 494209 883728 79781
2: -31772 327199 816221 79781
2: -31824 183027 668933 79781
1: 31824 286995 -877591 79781
2: -31824 494931 877591 79781
1: 31941 20577 702848 79781
2: -31941 281775 781926 79781
1: 32266 38437 -89167 79781
1: 32266 912247 -948532 79781
2: -32448 408291 834632 79781
2: -32851 37349 -613700 79781
2: -32946 41769 -445835 79781
2: -32946 77571 205770 79781
1: 32946 90753 -596733 79781
2: -32946 159705 596733 79781
2: -32946 542997 857375 79781
2: -33212 31603 -896002 79781
2: -33462 214149 679041 79781
1: 33573 105417 -638248 79781
2: -33573 187629 638248 79781
1: 33813 18759 781926 79781
1: 33813 144039 -716794 79781
1: 33813 183027 -764598 79781
1: 33813 280497 -825968 79781
1: 33813 356421 -850516 79781
2: -33813 501429 825968 79781
1: 33934 18785 774345 79781
3: 33969 -938961 -971090 79781
1: 34476 222819 -781926 79781
2: -34476 247095 692759 79781
1: 34476 278331 -810084 79781
2: -34476 308655 738701 79781
2: -34476 403155 781926 79781
2: -34476 503595 810084 79781
4: -34476 -938961 983725 79781
1: 34884 281775 -802503 79781
1: 34884 390963 -833170 79781
2: -34969 439231 781926 79781
2: -35074 51731 -178334 79781
4: -35207 -912247 965328 79781
1: 35321 150943 -699618 79781
2: -35321 277355 699618 79781
4: -35321 -943007 960260 79781
1: 35547 349809 -809172 79781
1: 35836 348023 -802503 79781
2: -35984 537251 781926 79781
2: -36166 171475 560082 79781
1: 36176 176579 -713336 79781
3: 36414 -707199 -915135 79781
1: 36499 651605 -827424 79781
2: -36504 312987 697813 79781
1: 36504 390963 -797640 79781
3: 36686 -927979 -898529 79781
4: -36686 -927979 925965 79781
3: 36703 -263891 -976144 79781
1: 36822 101439 -581932 79781
2: -36822 191607 581932 79781
1: 36992 439907 -795644 79781
2: -37128 105963 349809 79781
4: -37281 -818805 919106 79781
1: 37349 23465 343672 79781
1: 37349 184015 -699618 79781
2: -37349 350987 699618 79781
2: -37349 762671 781926 79781
4: -37349 -952679 908276 79781
1: 37544 100555 -570741 79781
2: -37544 192491 570741 79781
3: 37544 -244205 -961704 79781
3: 37544 -651605 -890409 79781
2: -37791 146523 480130 79781
1: 37859 216125 -713336 79781
1: 37944 146523 -651605 79781
3: 38114 -244205 -946542 79781
2: -38148 491283 727054 79781
1: 38194 651605 -791571 79781
1: 38233 537251 -781926 79781
2: -38532 40443 -466412 79781
3: 38532 -189873 -967119 79781
4: -38532 -370209 967119 79781
2: -38726 272935 631028 79781
1: 38896 93347 -535002 79781
2: -38896 518035 718029 79781
1: 38909 912247 -788970 79781
2: -38988 390963 683774 79781
1: 39178 139009 -624169 79781
1: 39406 26299 178334 79781
3: 39406 -912247 -836043 79781
3: 39468 -148257 -980837 79781
3: 39507 -390963 -871624 79781
1: 39546 267501 -708339 79781
2: -39882 163761 486989 79781
1: 39882 386631 -732108 79781
3: 40014 -732615 -829939 79781
3: 40071 -236691 -901056 79781
1: 40222 71383 -438976 79781
2: -40222 71383 82308 79781
3: 40222 -177593 -932824 79781
3: 40222 -207791 -912247 79781
4: -40222 -357409 932824 79781
4: -40222 -418183 912247 79781
3: 40358 -294937 -873392 79781
1: 40392 390963 -723996 79781
3: 40664 -377245 -848198 79781
3: 40729 -356915 -850516 79781
1: 41038 980837 -750633 79781
3: 41067 -408291 -834632 79781
1: 41154 14703 878560 79781
1: 41154 25143 192660 79781
1: 41154 56355 -342342 79781
1: 41154 96135 -520676 79781
1: 41154 102885 -537251 79781
3: 41154 -125715 -966511 79781
3: 41154 -146523 -939075 79781
2: -41154 196911 520676 79781
4: -41154 -232713 987088 79781
3: 41154 -249951 -870485 79781
4: -41154 -257499 966511 79781
3: 41154 -267501 -864110 79781
2: -41154 304317 609843 79781
1: 41154 326859 -699010 79781
1: 41154 349809 -703885 79781
2: -41154 555579 683774 79781
1: 41154 596733 -732615 79781
1: 41154 732615 -740164 79781
3: 41174 -651605 -810186 79781
1: 41327 255949 -675792 79781
2: -41327 525977 675792 79781
2: -41574 349809 624359 79781
2: -41616 40755 -445835 79781
1: 41616 183027 -634277 79781
3: 41743 -139451 -932824 79781
4: -41743 -288847 932824 79781
3: 41956 -130321 -939471 79781
1: 42199 244205 -658464 79781
1: 42237 146523 -594206 79781
2: -42408 146523 418399 79781
2: -42432 28899 -932824 79781
2: -42432 61731 -37791 79781
2: -42588 136119 390963 79781
3: 42588 -664989 -781926 79781
4: -42731 -651605 819026 79781
3: 42772 -266513 -829939 79781
1: 42959 18785 469300 79781
3: 42959 -244205 -833910 79781
3: 42959 -651605 -775710 79781
2: -43061 100555 260642 79781
1: 43681 71149 -417316 79781
2: -43681 152945 417316 79781
1: 43758 248007 -638248 79781
1: 43928 192491 -610451 79781
3: 44109 -102885 -933470 79781
1: 44486 294937 -642447 79781
1: 44642 427063 -662796 79781
1: 44764 91715 -478686 79781
2: -44764 201331 478686 79781
1: 44954 18785 418399 79781
1: 44954 34969 -102885 79781
3: 44954 -454597 -754490 79781
3: 44954 -651605 -740418 79781
1: 45084 114075 -521284 79781
3: 45084 -218025 -802503 79781
1: 45084 243675 -619476 79781
2: -45084 251979 521284 79781
1: 45084 387855 -651605 79781
3: 45084 -433485 -754490 79781
4: -45084 -481593 802503 79781
2: -45084 538251 619476 79781
4: -45084 -611949 781926 79781
2: -45084 683943 637887 79781
1: 45084 828495 -680485 79781
3: 45084 -925965 -728650 79781
2: -45144 390963 586092 79781
1: 45237 432117 -655044 79781
1: 45461 499681 -658464 79781
4: -45662 -248729 882284 79781
4: -45951 -549081 776150 79781
1: 45968 107939 -503234 79781
3: 45968 -157757 -821712 79781
3: 45968 -164749 -816221 79781
1: 45968 240787 -607563 79781
4: -45968 -370253 816221 79781
2: -45968 541139 607563 79781
3: 46098 -181203 -802503 79781
1: 46189 48841 -274360 79781
2: -46189 48841 -246924 79781
3: 46436 -171377 -802503 79781
4: -46436 -388705 802503 79781
1: 46529 16055 562438 79781
3: 46569 -117045 -854126 79781
4: -46569 -266169 854126 79781
1: 46644 649383 -651605 79781
1: 46813 367859 -625974 79781
4: -46818 -349809 809172 79781
4: -46869 -439569 781926 79781
3: 46892 -130321 -830297 79781
3: 46982 -885989 -699618 79781
3: 47158 -75881 -932824 79781
4: -47158 -174577 932824 79781
1: 47736 312987 -605397 79781
2: -47736 390963 552500 79781
4: -47974 -647273 732108 79781
2: -47974 671099 597094 79781
2: -47996 314431 521645 79781
3: 48013 -114733 -828438 79781
1: 48013 116603 -499902 79781
2: -48013 116603 281554 79781
4: -48013 -268481 828438 79781
3: 48042 -510549 -699618 79781
4: -48178 -912247 709189 79781
3: 48374 -66755 -938961 79781
2: -48374 184093 417677 79781
3: 48552 -267501 -725192 79781
2: -48672 84099 130321 79781
3: 48678 -405093 -699618 79781
1: 48841 12179 864234 79781
2: -48841 28975 -864234 79781
2: -48841 30685 -779760 79781
2: -48841 34295 -629090 79781
2: -48841 75335 68590 79781
1: 48841 79781 -420204 79781
2: -48841 79781 101080 79781
3: 48841 -79781 -883006 79781
1: 48841 89167 -444562 79781
2: -48841 89167 159030 79781
3: 48841 -89167 -858648 79781
2: -48841 98515 205770 79781
2: -48841 110105 252700 79781
1: 48841 116603 -493278 79781
2: -48841 116603 274930 79781
3: 48841 -116603 -809932 79781
2: -48841 117325 277248 79781
1: 48841 130321 -509944 79781
2: -48841 130321 314580 79781
3: 48841 -130321 -793266 79781
4: -48841 -130321 988630 79781
1: 48841 141661 -521284 79781
3: 48841 -141661 -781926 79781
2: -48841 153425 365332 79781
4: -48841 -153425 937878 79781
3: 48841 -158327 -768208 79781
2: -48841 171475 395466 79781
4: -48841 -171475 907744 79781
1: 48841 207043 -562438 79781
3: 48841 -207043 -740772 79781
1: 48841 231401 -571824 79781
3: 48841 -231401 -731386 79781
2: -48841 256139 480130 79781
4: -48841 -256139 823080 79781
2: -48841 286273 498180 79781
4: -48841 -286273 805030 79781
2: -48841 337025 521284 79781
4: -48841 -337025 781926 79781
2: -48841 374357 534280 79781
4: -48841 -374357 768930 79781
4: -48841 -376675 768208 79781
2: -48841 398905 541500 79781
4: -48841 -398905 761710 79781
2: -48841 418399 546630 79781
4: -48841 -418399 756580 79781
2: -48841 445835 553090 79781
4: -48841 -445835 750120 79781
2: -48841 492575 562438 79781
4: -48841 -492575 740772 79781
2: -48841 550525 571824 79781
4: -48841 -550525 731386 79781
2: -48841 583015 576270 79781
4: -48841 -583015 726940 79781
2: -48841 651605 584200 79781
4: -48841 -651605 719010 79781
4: -49039 -864773 699618 79781
1: 49096 86411 -436449 79781
2: -49096 206635 436449 79781
4: -49096 -244205 827412 79781
2: -49096 537251 566770 79781
4: -49096 -651605 715377 79781
3: 49283 -269059 -713336 79781
2: -49413 596733 571064 79781
1: 49419 73515 -397822 79781
2: -49419 176943 397822 79781
3: 49686 -312987 -697813 79781
1: 49894 324649 -583015 79781
2: -49946 651605 570843 79781
1: 50193 390963 -588982 79781
4: -50286 -605397 703950 79781
3: 51034 -63869 -891670 79781
2: -51051 915135 576878 79781
4: -51153 -386631 732108 79781
1: 51376 17459 349809 79781
1: 51376 296803 -562438 79781
3: 51442 -157757 -725686 79781
1: 51623 48841 -272916 79781
2: -51623 48841 -248368 79781
4: -51663 -390963 723996 79781
1: 51714 11685 816221 79781
2: -51714 29469 -816221 79781
3: 51714 -56355 -912247 79781
3: 51714 -70395 -853043 79781
1: 51714 177735 -521284 79781
2: -51714 214149 418399 79781
1: 51714 222015 -540056 79781
2: -51714 448239 521284 79781
3: 51714 -462111 -651605 79781
2: -51714 559911 540056 79781
3: 51714 -577239 -644385 79781
1: 52052 692759 -587537 79781
2: -52079 290173 466412 79781
4: -52156 -244205 781926 79781
4: -52326 -732615 665323 79781
3: 52383 -439569 -644746 79781
1: 52598 11533 802503 79781
2: -52598 29621 -802503 79781
1: 52598 61009 -338979 79781
2: -52598 61009 -78337 79781
1: 52598 116603 -465842 79781
2: -52598 116603 247494 79781
1: 52706 912247 -586092 79781
3: 52728 -214149 -679041 79781
1: 52972 912247 -583219 79781
1: 53352 390963 -556036 79781
1: 53404 27455 -20577 79781
4: -53428 -514709 675792 79781
1: 53703 16473 356668 79781
1: 53742 33813 -130321 79781
3: 53754 -59565 -854126 79781
3: 53754 -262119 -651605 79781
3: 53754 -865317 -610090 79781
1: 53924 12635 638248 79781
2: -54111 967119 545870 79781
3: 54249 -906015 -603592 79781
3: 54366 -183027 -668933 79781
1: 54587 116467 -452694 79781
1: 54587 130321 -466548 79781
2: -54587 130321 271184 79781
