Command line:- ../do_t 22477 1000000
2: -114 14079 861224 22477
2: -117 13965 667888 22477
1: 147 14079 -795314 22477
1: 182 14003 -584402 22477
2: -182 14155 584402 22477
1: 196 14287 -793117 22477
1: 208 12635 738192 22477
1: 228 12675 629356 22477
1: 228 14079 -538265 22477
2: -247 12635 -768950 22477
1: 247 13279 83486 22477
2: -247 13475 -83486 22477
2: -266 12337 -966511 22477
2: -294 14079 290004 22477
1: 338 12635 423514 22477
1: 361 12103 716222 22477
2: -361 12103 -883194 22477
1: 361 15379 -926926 22477
2: -361 15379 795522 22477
2: -361 15827 971074 22477
1: 364 13927 -292201 22477
2: -392 12635 -514098 22477
1: 392 15379 -858819 22477
2: -392 15379 727415 22477
1: 399 14079 -338338 22477
1: 494 13181 41743 22477
2: -494 13573 -41743 22477
2: -588 11583 -793117 22477
1: 588 14079 -252655 22477
1: 608 12635 199927 22477
2: -616 15827 542659 22477
2: -637 12635 -347126 22477
1: 637 13813 -166972 22477
2: -637 14345 166972 22477
1: 676 15827 -616512 22477
1: 703 10985 726180 22477
2: -722 10985 -888615 22477
2: -722 11375 -738192 22477
1: 722 12103 316368 22477
2: -722 12103 -483340 22477
2: -722 13195 -153790 22477
1: 722 13741 -138411 22477
1: 722 14651 -347126 22477
1: 722 15379 -496314 22477
2: -722 15379 364910 22477
2: -722 15925 472355 22477
2: -722 16055 496860 22477
2: -722 16625 599781 22477
2: -722 18473 889785 22477
2: -722 19285 999635 22477
2: -798 14079 61516 22477
1: 798 16245 -599781 22477
1: 798 16731 -674310 22477
2: -819 11913 -492128 22477
1: 931 10469 685464 22477
1: 931 15379 -399646 22477
2: -931 15379 268242 22477
1: 988 12635 92274 22477
2: -1026 11661 -472017 22477
1: 1027 17689 -641524 22477
2: -1027 17689 527280 22477
1: 1057 11191 399854 22477
1: 1083 9633 828100 22477
2: -1083 10647 -716898 22477
2: -1083 15561 246064 22477
2: -1083 16317 342732 22477
2: -1083 19773 690508 22477
2: -1106 17689 485537 22477
1: 1131 22743 -953498 22477
1: 1134 21489 -876603 22477
1: 1183 10241 577980 22477
1: 1183 17689 -564460 22477
2: -1183 17689 450216 22477
1: 1183 19855 -735826 22477
2: -1183 21299 735826 22477
1: 1254 18291 -584402 22477
1: 1274 11191 316368 22477
1: 1274 13547 -83486 22477
2: -1274 14611 83486 22477
1: 1326 22197 -793117 22477
2: -1352 12635 -205842 22477
2: -1352 29963 993720 22477
1: 1444 10507 399854 22477
1: 1444 12103 116441 22477
2: -1444 12103 -283413 22477
1: 1444 13351 -57967 22477
1: 1444 15379 -281008 22477
2: -1444 15379 149604 22477
1: 1444 23779 -799708 22477
2: -1444 25907 799708 22477
1: 1444 27391 -924937 22477
1: 1463 8281 963300 22477
2: -1482 20577 538265 22477
1: 1482 22743 -738192 22477
1: 1501 17689 -456976 22477
2: -1501 17689 342732 22477
2: -1501 24167 701974 22477
2: -1512 9555 -793117 22477
2: -1547 28861 834860 22477
1: 1561 28561 -889504 22477
2: -1561 28561 818748 22477
1: 1568 12635 28561 22477
1: 1596 14079 -138411 22477
1: 1638 13965 -125229 22477
2: -1653 37011 944034 22477
2: -1666 35321 908713 22477
1: 1729 13357 -61516 22477
2: -1729 14801 61516 22477
1: 1729 17689 -404248 22477
2: -1729 17689 290004 22477
1: 1729 28561 -806512 22477
2: -1729 28561 735756 22477
1: 1813 10985 225264 22477
2: -1824 11739 -292201 22477
2: -1862 9737 -626145 22477
2: -1862 10985 -400881 22477
2: -1862 12635 -171366 22477
1: 1862 15379 -232674 22477
2: -1862 15379 101270 22477
2: -1862 18083 288990 22477
2: -1862 23465 533871 22477
1: 1862 28561 -751431 22477
2: -1862 28561 680675 22477
2: -1862 38627 856830 22477
1: 1862 43589 -960089 22477
2: -1862 48685 960089 22477
1: 1911 7581 896376 22477
2: -1911 9747 -610766 22477
1: 1918 50531 -985530 22477
1: 2002 15827 -250458 22477
1: 2002 34153 -793117 22477
2: -2002 38465 793117 22477
2: -2028 8379 -879814 22477
1: 2028 9975 337155 22477
2: -2028 22743 462553 22477
1: 2028 27075 -662480 22477
1: 2028 53067 -948090 22477
1: 2052 39039 -831649 22477
1: 2054 17689 -349323 22477
2: -2054 17689 235079 22477
2: -2107 21983 417430 22477
1: 2109 7581 799708 22477
1: 2128 6859 999635 22477
2: -2128 26411 542659 22477
2: -2156 9139 -667888 22477
1: 2156 11999 61009 22477
1: 2156 41743 -817323 22477
2: -2156 41743 768911 22477
1: 2166 7371 830466 22477
2: -2166 9633 -571389 22477
1: 2166 10773 199927 22477
1: 2166 13689 -91091 22477
1: 2166 20007 -430612 22477
2: -2166 24843 492466 22477
2: -2166 36309 705237 22477
2: -2166 46137 803439 22477
1: 2166 51597 -880997 22477
2: -2166 67431 918008 22477
1: 2166 75411 -971074 22477
2: -2166 85683 970886 22477
2: -2184 53067 843648 22477
2: -2184 85683 962787 22477
1: 2197 7087 895622 22477
2: -2197 8075 -895622 22477
2: -2197 9025 -680316 22477
2: -2197 10985 -353780 22477
2: -2197 11305 -311220 22477
2: -2197 12635 -157430 22477
1: 2197 15379 -207214 22477
2: -2197 15379 75810 22477
2: -2197 15827 106210 22477
1: 2197 17689 -330304 22477
2: -2197 17689 216060 22477
1: 2197 18277 -356668 22477
2: -2197 20825 356668 22477
2: -2197 23275 440154 22477
2: -2197 30685 611520 22477
2: -2197 37349 707560 22477
1: 2197 41743 -802522 22477
2: -2197 41743 754110 22477
2: -2197 42959 765310 22477
1: 2197 49609 -857584 22477
2: -2197 54925 849072 22477
2: -2197 56525 857584 22477
2: -2197 63175 888342 22477
2: -2197 76895 934990 22477
2: -2197 79135 941070 22477
2: -2197 88445 963040 22477
2: -2197 107653 996360 22477
2: -2198 55939 854126 22477
