Command line:- ../do_t 119119 1000000
2: -484 71825 326536 119119
2: -539 71383 -560560 119119
1: 616 71825 -962115 119119
1: 676 70805 586971 119119
1: 1176 70785 184093 119119
2: -1331 73117 811538 119119
2: -1666 73177 604758 119119
2: -1859 70805 -759990 119119
2: -1859 71995 -116620 119119
1: 1989 72501 -897974 119119
2: -2107 73931 736372 119119
2: -2244 74529 916300 119119
2: -2366 73117 286748 119119
1: 2401 70805 -122694 119119
2: -2401 71383 -434148 119119
1: 2401 71995 -609076 119119
2: -2401 72743 126412 119119
1: 2431 69629 364650 119119
1: 2431 70805 -126126 119119
1: 2499 71487 -403172 119119
2: -2499 73515 403172 119119
1: 2873 67639 979608 119119
2: -2873 74431 600644 119119
1: 3146 70805 -188552 119119
2: -3179 71995 -231868 119119
2: -3179 75803 900900 119119
1: 3332 71149 -302379 119119
2: -3332 73117 91091 119119
2: -3332 73853 302379 119119
1: 3388 69629 146523 119119
2: -3432 74529 467313 119119
2: -3549 70785 -594762 119119
2: -3718 75803 716023 119119
2: -3773 75803 700128 119119
1: 3774 67431 705551 119119
2: -3978 73689 151606 119119
1: 4046 71027 -289835 119119
2: -4046 76109 695604 119119
2: -4114 73255 32487 119119
1: 4459 66187 841568 119119
2: -4459 69575 -841568 119119
2: -4459 71825 -316778 119119
2: -4459 73117 -30030 119119
2: -4719 77571 816340 119119
2: -4732 69629 -804287 119119
1: 4802 72709 -641784 119119
1: 4802 73931 -875381 119119
2: -4802 77077 706316 119119
1: 4862 65219 963781 119119
1: 4998 70473 -201586 119119
1: 5096 65945 736372 119119
2: -5096 69817 -736372 119119
2: -5202 79233 977834 119119
2: -5408 76489 489566 119119
1: 5491 67375 364364 119119
2: -5577 78897 837606 119119
1: 5746 70805 -284592 119119
2: -5746 77077 529788 119119
1: 5831 70135 -172788 119119
2: -5831 74867 172788 119119
2: -6171 78897 722358 119119
1: 6292 64141 846209 119119
2: -6292 68257 -946764 119119
2: -6358 75803 263263 119119
2: -6358 77077 443352 119119
2: -6552 79233 702559 119119
1: 6776 75905 -985439 119119
2: -6776 81889 985439 119119
1: 6936 74529 -800415 119119
1: 7098 64107 705551 119119
2: -7098 69411 -705551 119119
2: -7293 74529 18326 119119
1: 7436 70805 -311003 119119
2: -7436 77077 325703 119119
1: 7458 64827 537251 119119
2: -7497 79233 568854 119119
1: 7514 64141 636636 119119
2: -7514 71995 -325507 119119
1: 7514 75901 -924924 119119
2: -7514 82565 924924 119119
1: 7546 75803 -911625 119119
2: -7546 75803 162877 119119
2: -7956 79233 515372 119119
2: -8092 79937 573496 119119
1: 8281 64735 453152 119119
2: -8281 71027 -453152 119119
1: 8281 76505 -934626 119119
2: -8281 83941 934626 119119
1: 8619 68607 -69972 119119
1: 8619 75411 -806344 119119
2: -8619 78897 415030 119119
2: -8619 83055 806344 119119
2: -8712 79233 439569 119119
1: 8918 64141 466752 119119
2: -8918 71269 -420784 119119
2: -8918 71687 -371943 119119
1: 9282 61347 798847 119119
1: 9282 63291 539539 119119
2: -9282 70227 -539539 119119
2: -9537 67881 -811538 119119
1: 9537 77571 -950796 119119
2: -9604 69377 -632060 119119
2: -9604 70805 -470327 119119
2: -9604 76585 122694 119119
1: 9604 77077 -905437 119119
2: -9604 77077 169065 119119
2: -9604 83317 709665 119119
2: -9604 83369 713830 119119
