Command line:- ../do_t 785213 1000000
2: -28158 486387 899470 785213
1: 35321 454597 461244 785213
2: -37752 491283 840123 785213
2: -48642 497097 830297 785213
1: 49096 448019 486387 785213
1: 51376 447083 468996 785213
1: 54043 447083 309738 785213
2: -54043 497705 568480 785213
1: 61009 454597 -875092 785213
2: -61009 499681 419628 785213
2: -69938 504127 439280 785213
2: -83521 493493 -825968 785213
2: -83521 499681 -358644 785213
2: -83521 508079 257374 785213
2: -85918 492349 -958035 785213
1: 98553 439569 -559504 785213
2: -98553 524535 834054 785213
2: -101728 516971 302005 785213
2: -105963 507195 -362406 785213
2: -111078 529815 746776 785213
2: -112632 499851 -894166 785213
2: -119548 537251 878560 785213
1: 120802 417605 317889 785213
1: 120802 427063 -254320 785213
1: 122018 407779 900966 785213
1: 122018 432497 -594473 785213
2: -122018 508079 -589560 785213
1: 128894 427063 -419628 785213
1: 131043 413559 293046 785213
1: 145483 410839 108086 785213
2: -152592 552123 730303 785213
1: 159562 417605 -476619 785213
1: 165308 388531 790704 785213
1: 165308 427063 -963237 785213
2: -166296 512259 -918731 785213
1: 167042 388531 749550 785213
1: 167042 398905 250107 785213
2: -167042 521873 -568347 785213
2: -167042 537251 -23826 785213
2: -167042 551837 464607 785213
2: -167042 567853 972023 785213
1: 173162 417605 -671099 785213
2: -174724 537251 -123692 785213
2: -174724 559559 584647 785213
1: 178334 388531 501126 785213
1: 179322 422331 -933470 785213
1: 182666 401999 -165308 785213
2: -186694 567853 641121 785213
2: -189618 517275 -933470 785213
2: -206346 574431 540056 785213
1: 206492 384659 150280 785213
1: 209814 408291 -758914 785213
2: -209814 549081 -159817 785213
1: 211926 393129 -250563 785213
2: -211926 570741 378301 785213
2: -215878 588115 743886 785213
2: -218348 528143 -810645 785213
2: -218348 584647 632225 785213
1: 220704 410091 -927979 785213
1: 231192 401115 -746776 785213
1: 233206 388531 -363562 785213
2: -239096 537251 -708339 785213
2: -239343 552123 -343910 785213
2: -242554 584647 358644 785213
1: 250563 384813 -444752 785213
1: 250563 393129 -695604 785213
2: -254144 619723 918731 785213
1: 255476 388531 -608532 785213
2: -255697 567853 -117912 785213
1: 262086 378879 -390728 785213
2: -263549 594473 352716 785213
1: 279752 362843 -109820 785213
2: -280041 549081 -682924 785213
2: -282931 567853 -315588 785213
2: -285779 567853 -334084 785213
2: -301158 586245 -93347 785213
2: -305767 600457 117912 785213
2: -308256 607563 216172 785213
1: 309738 351747 -127738 785213
2: -309738 629187 540430 785213
2: -311467 594473 -20672 785213
1: 314432 375947 -797810 785213
2: -316217 567853 -510952 785213
1: 317889 312987 960058 785213
2: -319124 633919 535517 785213
2: -324258 633555 491062 785213
1: 327522 321651 540430 785213
2: -329802 549081 -918731 785213
2: -330902 567853 -584647 785213
2: -331916 584647 -305767 785213
2: -334084 664411 828438 785213
2: -334084 671099 912142 785213
1: 345059 347633 -373388 785213
2: -345644 671099 820182 785213
2: -347633 681967 933470 785213
2: -349448 588115 -341887 785213
2: -349448 594035 -250563 785213
2: -360646 594473 -300713 785213
1: 366054 303297 594473 785213
1: 368082 312987 291890 785213
1: 368082 351975 -668168 785213
2: -373388 671099 622710 785213
2: -373388 702559 964535 785213
2: -378488 671099 589560 785213
2: -380133 586245 -510952 785213
2: -385187 594473 -413712 785213
2: -386308 671099 540430 785213
1: 388531 311831 98838 785213
1: 388531 329593 -334084 785213
2: -388531 702559 858534 785213
2: -389519 653429 320892 785213
1: 391248 312987 41327 785213
2: -391742 710809 918731 785213
1: 405042 279357 810645 785213
1: 405042 306735 58956 785213
1: 406802 305045 83521 785213
1: 408291 280041 748748 785213
2: -412984 664411 315588 785213
2: -417316 584647 -674817 785213
2: -423016 671099 334084 785213
2: -427063 564995 -983246 785213
2: -427063 702559 622710 785213
2: -427856 671099 309519 785213
1: 432212 337535 -830297 785213
1: 432344 329171 -671099 785213
2: -437257 567853 -970632 785213
1: 450262 305045 -314721 785213
2: -451996 671099 194854 785213
1: 454597 305045 -350268 785213
2: -454597 671099 183226 785213
2: -455221 594473 -669188 785213
2: -457776 627627 -285532 785213
1: 464607 250563 919490 785213
1: 471276 250563 836836 785213
2: -472736 596011 -702559 785213
2: -476561 594473 -732108 785213
2: -478192 671099 83521 785213
1: 483626 244783 856596 785213
2: -488072 664411 -18496 785213
2: -488072 756371 751689 785213
2: -488072 779779 918731 785213
1: 488433 314721 -781456 785213
2: -490776 607563 -619038 785213
1: 491283 250563 602338 785213
2: -491283 774345 864688 785213
1: 501126 239343 805376 785213
2: -501126 718029 397969 785213
1: 505172 305767 -732615 785213
2: -505172 671099 -19074 785213
2: -508079 671099 -29478 785213
2: -510952 671099 -39644 785213
2: -512259 722007 383214 785213
1: 518757 306735 -835210 785213
2: -518947 742577 510952 785213
1: 524172 247095 341887 785213
1: 524172 276471 -319345 785213
2: -527098 594473 -860795 785213
1: 535517 229235 695266 785213
1: 537966 250563 123006 785213
1: 540254 227069 702559 785213
1: 543609 250563 70642 785213
1: 545688 250563 51623 785213
1: 547162 258115 -127738 785213
1: 549081 214149 979132 785213
1: 549219 260091 -186694 785213
2: -549461 830297 941868 785213
2: -554268 655215 -319345 785213
2: -559504 671099 -195653 785213
