Command line:- ../do_t 2023 1000000
1: 4 1309 -378301 2023
1: 4 1421 -751689 2023
1: 6 1071 447083 2023
2: -7 1343 275128 2023
1: 7 1445 -473382 2023
1: 12 1785 -550256 2023
2: -12 2601 906304 2023
2: -13 2597 835210 2023
1: 14 833 658342 2023
2: -14 833 -677994 2023
1: 14 863 584647 2023
2: -14 871 -584647 2023
2: -14 1139 -103173 2023
2: -14 3283 918731 2023
2: -14 3757 987224 2023
1: 16 833 574821 2023
2: -16 833 -594473 2023
1: 16 4913 -964614 2023
2: -16 4913 961282 2023
1: 17 2485 -619038 2023
2: -17 2513 619038 2023
1: 17 3479 -786080 2023
2: -18 735 -751689 2023
2: -18 9537 991270 2023
1: 21 867 380324 2023
1: 21 1029 167042 2023
1: 21 2091 -412692 2023
2: -21 7497 815558 2023
2: -21 14841 894166 2023
2: -21 44217 947478 2023
4: -21 -127449 983756 2023
1: 21 250563 -969724 2023
4: -21 -252297 979132 2023
1: 21 297381 -970462 2023
1: 21 604299 -972468 2023
1: 21 717213 -972774 2023
2: -21 727209 972774 2023
4: -21 -751689 975996 2023
1: 22 10115 -819315 2023
1: 22 11809 -835210 2023
3: 22 -34391 -962710 2023
4: -22 -34391 963186 2023
1: 22 716975 -928557 2023
2: -22 727447 928557 2023
1: 23 38437 -861798 2023
1: 23 91613 -877982 2023
3: 23 -240737 -894132 2023
4: -23 -240737 894200 2023
1: 26 22253 -744464 2023
1: 26 26803 -751689 2023
3: 26 -158083 -793016 2023
3: 26 -240737 -790959 2023
4: -26 -240737 791027 2023
1: 27 2499 -393040 2023
4: -27 -42483 779722 2023
4: -27 -136119 764694 2023
2: -27 191607 753032 2023
1: 27 715785 -756602 2023
2: -27 728637 756602 2023
1: 28 833 324258 2023
2: -28 1445 111265 2023
2: -28 2125 309519 2023
1: 28 4913 -551922 2023
2: -28 4913 548590 2023
4: -28 -5831 884340 2023
2: -28 7225 606900 2023
4: -28 -8575 835210 2023
1: 28 14161 -668746 2023
3: 28 -14603 -790993 2023
2: -28 24565 694365 2023
4: -28 -29155 761515 2023
2: -28 36125 706027 2023
3: 28 -42091 -751689 2023
4: -28 -42875 751689 2023
1: 28 83521 -720286 2023
2: -28 83521 720090 2023
4: -28 -99127 739840 2023
2: -28 122825 723520 2023
4: -28 -145775 736950 2023
1: 28 240737 -727158 2023
3: 28 -248251 -734349 2023
2: -28 417605 728665 2023
4: -28 -495635 732615 2023
2: -28 614125 729351 2023
3: 28 -715547 -732037 2023
4: -28 -728875 732037 2023
4: -29 -22253 744464 2023
4: -29 -463981 707472 2023
1: 32 4913 -483140 2023
2: -32 4913 479808 2023
1: 32 14161 -585225 2023
2: -32 14161 584069 2023
1: 32 347089 -637245 2023
3: 33 -2601 -906304 2023
1: 33 7497 -520778 2023
2: -33 73695 609756 2023
4: -33 -212415 623662 2023
1: 33 714357 -619038 2023
2: -33 730065 619038 2023
2: -34 931 -191607 2023
1: 34 2471 -309519 2023
3: 34 -2471 -894166 2023
2: -34 2527 309519 2023
4: -34 -2527 894166 2023
1: 34 17297 -560082 2023
3: 34 -17297 -643603 2023
2: -34 17689 560082 2023
4: -34 -17689 643603 2023
1: 34 83521 -593194 2023
2: -34 83521 592998 2023
3: 34 -83521 -610491 2023
4: -34 -83521 610687 2023
1: 34 584647 -600607 2023
2: -34 584647 600579 2023
3: 34 -584647 -603078 2023
4: -34 -584647 603106 2023
4: -36 -4539 722211 2023
4: -36 -8211 653429 2023
3: 36 -41979 -584647 2023
4: -36 -42987 584647 2023
1: 36 103173 -561799 2023
4: -36 -250563 571193 2023
1: 37 9265 -481474 2023
3: 37 -15895 -594762 2023
1: 37 240737 -550290 2023
2: -37 240737 550222 2023
3: 38 -14161 -584069 2023
4: -38 -14161 585225 2023
3: 38 -54859 -550256 2023
1: 38 447083 -537047 2023
3: 39 -2499 -776254 2023
2: -39 127449 519622 2023
1: 41 34391 -481712 2023
2: -41 34391 481236 2023
3: 41 -293363 -501126 2023
4: -41 -301399 501126 2023
1: 42 441 835210 2023
1: 42 765 275128 2023
2: -42 867 -204323 2023
3: 42 -2205 -751689 2023
4: -42 -2499 727124 2023
1: 42 2601 -262990 2023
3: 42 -2907 -687820 2023
3: 42 -7497 -564995 2023
1: 42 8379 -417605 2023
3: 42 -13005 -532049 2023
1: 42 14535 -447083 2023
4: -42 -14739 527884 2023
2: -42 14943 447083 2023
1: 42 37485 -471648 2023
3: 42 -41895 -501126 2023
2: -42 42483 473093 2023
4: -42 -43071 501126 2023
3: 42 -44217 -500395 2023
1: 42 49419 -475405 2023
1: 42 127449 -482630 2023
3: 42 -142443 -491300 2023
1: 42 221085 -484568 2023
3: 42 -247095 -489566 2023
2: -42 250563 484813 2023
4: -42 -254031 489566 2023
3: 42 -637245 -488121 2023
1: 42 712215 -486387 2023
4: -42 -722211 488036 2023
2: -42 732207 486387 2023
1: 42 751689 -486430 2023
3: 42 -840123 -487900 2023
2: -43 70805 467602 2023
3: 43 -101711 -481474 2023
4: -43 -104635 481474 2023
3: 43 -948209 -476476 2023
4: -44 -2227 722211 2023
3: 44 -34391 -481236 2023
4: -44 -34391 481712 2023
2: -46 4949 334084 2023
1: 46 16541 -412692 2023
1: 46 211259 -442323 2023
3: 46 -240737 -447049 2023
4: -46 -240737 447117 2023
1: 48 561 481474 2023
3: 48 -9231 -481474 2023
4: -48 -18207 455175 2023
1: 48 27489 -407779 2023
2: -48 60417 417605 2023
1: 48 162129 -423164 2023
2: -48 356337 424830 2023
3: 48 -452319 -427431 2023
1: 49 853 167042 2023
2: -49 881 -167042 2023
1: 49 2023 -171088 2023
2: -49 2023 162996 2023
3: 49 -2023 -664122 2023
4: -49 -2023 672214 2023
1: 49 4913 -316098 2023
2: -49 4913 312766 2023
3: 49 -4913 -519112 2023
4: -49 -4913 522444 2023
1: 49 5971 -334084 2023
3: 49 -5971 -501126 2023
2: -49 6167 334084 2023
4: -49 -6167 501126 2023
1: 49 14501 -383214 2023
3: 49 -14501 -451996 2023
2: -49 14977 383214 2023
4: -49 -14977 451996 2023
1: 49 34391 -403104 2023
2: -49 34391 402628 2023
3: 49 -34391 -432106 2023
4: -49 -34391 432582 2023
1: 49 83521 -411634 2023
2: -49 83521 411438 2023
3: 49 -83521 -423576 2023
4: -49 -83521 423772 2023
3: 49 -101507 -422518 2023
4: -49 -104839 422518 2023
1: 49 246517 -415582 2023
3: 49 -246517 -419628 2023
2: -49 254609 415582 2023
4: -49 -254609 419628 2023
3: 49 -584647 -418458 2023
4: -49 -584647 418486 2023
1: 51 351 962948 2023
2: -51 363 -962948 2023
1: 51 1323 -39304 2023
4: -51 -1617 707472 2023
1: 51 2457 -206346 2023
2: -51 2541 206346 2023
1: 51 17199 -373388 2023
2: -51 17787 373388 2023
2: -51 250563 399252 2023
1: 52 993769 -393040 2023
3: 53 -4913 -479808 2023
4: -53 -4913 483140 2023
2: -53 11305 343910 2023
1: 53 25721 -368186 2023
2: -54 2499 191607 2023
2: -54 10437 334084 2023
3: 54 -42483 -389572 2023
2: -54 176001 376278 2023
1: 54 709359 -378301 2023
2: -54 735063 378301 2023
1: 56 833 157216 2023
2: -56 833 -176868 2023
3: 56 -1127 -751689 2023
1: 56 4913 -276794 2023
2: -56 4913 273462 2023
3: 56 -6647 -430899 2023
1: 56 14161 -334662 2023
2: -56 14161 333506 2023
3: 56 -19159 -388127 2023
1: 56 83521 -360192 2023
2: -56 83521 359996 2023
3: 56 -112999 -369257 2023
1: 56 240737 -363596 2023
2: -56 240737 363528 2023
3: 56 -325703 -366741 2023
1: 57 73695 -353192 2023
4: -58 -357493 354025 2023
4: -59 -46529 356048 2023
3: 61 -90457 -339864 2023
1: 61 291403 -334084 2023
2: -61 303359 334084 2023
1: 62 4165 -235824 2023
1: 62 8381 -283220 2023
2: -62 468979 329171 2023
4: -63 -867 788970 2023
2: -63 14739 297500 2023
3: 63 -41601 -334084 2023
4: -63 -43365 334084 2023
4: -63 -250563 326410 2023
1: 63 707217 -324258 2023
2: -63 737205 324258 2023
1: 64 4913 -242403 2023
2: -64 4913 239071 2023
4: -66 -574821 310709 2023
1: 66 706503 -309519 2023
2: -66 737919 309519 2023
1: 68 349 722211 2023
2: -68 365 -722211 2023
3: 68 -2443 -447083 2023
4: -68 -2555 447083 2023
2: -68 3577 196520 2023
1: 68 17101 -280041 2023
2: -68 17885 280041 2023
1: 68 83521 -296646 2023
2: -68 83521 296450 2023
2: -68 417605 300027 2023
3: 68 -584647 -301532 2023
4: -68 -584647 301560 2023
1: 69 441 501126 2023
4: -69 -14739 321538 2023
1: 72 30345 -273105 2023
2: -72 38913 275128 2023
4: -72 -115311 287266 2023
1: 72 342465 -283220 2023
2: -73 67235 275128 2023
1: 74 240737 -275162 2023
2: -74 240737 275094 2023
1: 76 80801 -265302 2023
3: 77 -1105 -550256 2023
1: 77 3185 -167042 2023
1: 77 3757 -182070 2023
3: 77 -10829 -294780 2023
