Command line:- ../do_t 294151 1000000
1: 29282 161051 341887 294151
1: 40898 147101 937024 294151
2: -40898 177157 -937024 294151
1: 43923 146523 833448 294151
1: 43923 172533 -777062 294151
2: -43923 210681 777062 294151
1: 48477 146523 644204 294151
1: 48841 161051 -225324 294151
1: 48841 162877 -322102 294151
2: -48841 190333 -264990 294151
1: 50336 143633 761332 294151
2: -50336 180625 -761332 294151
1: 50578 169643 -674817 294151
2: -50578 213571 674817 294151
1: 67881 146523 122452 294151
2: -69938 203983 -14641 294151
2: -71621 244205 966306 294151
1: 74698 168311 -746691 294151
1: 75867 158661 -449878 294151
2: -75867 224553 449878 294151
1: 77571 123981 966306 294151
1: 81796 132073 468512 294151
2: -81796 192185 -468512 294151
1: 82038 146523 -102487 294151
1: 82654 169507 -805255 294151
1: 83317 161051 -576708 294151
1: 87846 153459 -388531 294151
2: -87846 229755 388531 294151
2: -92686 244205 585640 294151
1: 97682 161051 -649913 294151
2: -97682 190333 -587092 294151
2: -97682 248897 593142 294151
1: 100672 125137 380666 294151
1: 108953 161051 -693836 294151
2: -125426 313027 951665 294151
1: 126412 139009 -322102 294151
1: 126786 146523 -483153 294151
2: -139876 324649 878460 294151
1: 149124 161733 -805255 294151
1: 150403 96577 588302 294151
2: -150403 196469 -588302 294151
1: 151734 125715 -224939 294151
1: 160446 146523 -629563 294151
1: 160888 136697 -483153 294151
1: 161051 93041 549406 294151
1: 161051 121669 -211926 294151
2: -161051 190333 -713830 294151
2: -161051 200005 -549406 294151
2: -161051 244205 36234 294151
2: -161051 248897 86190 294151
2: -161051 261545 211926 294151
1: 163592 102017 234256 294151
2: -163592 222241 -234256 294151
1: 166634 161051 -825605 294151
2: -171088 334081 674817 294151
1: 175692 78897 852566 294151
2: -178126 206635 -483153 294151
1: 178464 78897 805255 294151
1: 184041 72267 995588 294151
2: -184041 175695 -995588 294151
1: 190333 83317 464882 294151
1: 190333 161051 -856596 294151
2: -190333 209729 -464882 294151
1: 195364 73205 760485 294151
1: 195364 133705 -585640 294151
1: 195364 139997 -658845 294151
2: -195364 190333 -748143 294151
2: -195364 248897 -51062 294151
1: 199121 143143 -702768 294151
1: 201344 88145 190333 294151
