Command line:- ../do_t 20449 1000000
1: 78 11979 580008 20449
2: -176 13351 899756 20449
2: -242 12337 -20449 20449
2: -338 14641 944879 20449
1: 416 11495 265837 20449
1: 539 14641 -685464 20449
2: -539 14641 571220 20449
1: 637 14641 -588796 20449
2: -637 14641 474552 20449
1: 847 14641 -456976 20449
2: -847 14641 342732 20449
1: 1001 14641 -395460 20449
2: -1001 14641 281216 20449
2: -1012 15379 363363 20449
2: -1014 9075 -817960 20449
2: -1014 19965 752895 20449
1: 1078 14641 -371293 20449
2: -1078 14641 257049 20449
1: 1183 14641 -343408 20449
2: -1183 14641 229164 20449
1: 1221 19773 -692120 20449
1: 1274 14641 -322959 20449
2: -1274 14641 208715 20449
1: 1298 8281 674817 20449
1: 1331 10985 107536 20449
1: 1331 16393 -446160 20449
1: 1331 17303 -505310 20449
2: -1331 17303 408642 20449
1: 1331 28561 -925320 20449
2: -1331 28561 866756 20449
2: -1331 30613 913952 20449
1: 1391 22627 -725010 20449
1: 1573 14641 -272428 20449
2: -1573 14641 158184 20449
1: 1573 28561 -787468 20449
2: -1573 28561 728904 20449
2: -1586 9317 -507507 20449
1: 1694 14641 -257049 20449
2: -1694 14641 142805 20449
2: -1716 43923 859027 20449
1: 1748 54571 -942513 20449
1: 1848 6591 847847 20449
1: 1859 14641 -239304 20449
2: -1859 14641 125060 20449
1: 1859 28561 -670824 20449
2: -1859 28561 612260 20449
2: -1859 73205 924768 20449
2: -1859 102487 981890 20449
1: 1931 142805 -995588 20449
1: 1936 16055 -306735 20449
2: -1989 219615 988650 20449
1: 2002 14641 -226291 20449
2: -2002 14641 112047 20449
2: -2028 11979 -94809 20449
1: 2028 43923 -762021 20449
1: 2028 85683 -893101 20449
1: 2106 428415 -966306 20449
3: 2156 -670085 -986271 20449
1: 2172 85683 -834537 20449
4: -2178 -570999 982059 20449
4: -2187 -834537 971074 20449
1: 2197 14641 -211276 20449
2: -2197 14641 97032 20449
1: 2197 24167 -503118 20449
2: -2197 24167 433906 20449
1: 2197 40777 -685828 20449
2: -2197 47069 685828 20449
1: 2197 265837 -910888 20449
