Command line:- ../do_t 4459 256000
1: 52 2401 201929 4459
2: -52 2401 -235053 4459
2: -52 2873 117649 4459
2: -52 2989 187278 4459
2: -54 2535 -117649 4459
1: 78 3087 -182819 4459
1: 98 3497 -249704 4459
2: -98 3601 249704 4459
2: -149 4225 235298 4459
1: 156 3549 -168070 4459
1: 169 2401 50666 4459
2: -169 2401 -83790 4459
1: 169 2891 -57624 4459
2: -169 3185 81634 4459
1: 169 4459 -244216 4459
2: -169 4459 226380 4459
1: 182 2197 100842 4459
1: 196 3445 -124852 4459
2: -196 3653 124852 4459
2: -234 5145 196196 4459
2: -286 1813 -187278 4459
1: 286 6895 -218491 4459
2: -286 7511 218491 4459
1: 286 8281 -240100 4459
2: -286 8281 230496 4459
1: 294 1521 230496 4459
2: -294 9633 240100 4459
2: -298 8099 218491 4459
1: 302 8957 -235298 4459
2: -312 3549 67228 4459
1: 314 1859 117649 4459
1: 318 8463 -218491 4459
2: -338 2093 -100842 4459
2: -338 2303 -64827 4459
1: 338 2401 17052 4459
2: -338 2401 -50176 4459
2: -338 4277 100842 4459
1: 338 4459 -126567 4459
2: -338 4459 108731 4459
1: 338 6839 -184877 4459
2: -338 7567 184877 4459
2: -338 7889 189336 4459
1: 338 12701 -235298 4459
2: -338 14053 235298 4459
2: -338 14651 237699 4459
2: -338 16121 242844 4459
1: 338 16807 -249669 4459
2: -338 16807 244937 4459
1: 343 6253 -172186 4459
2: -343 6929 172186 4459
1: 377 47579 -249704 4459
2: -377 53263 249704 4459
2: -387 101283 249704 4459
1: 392 3341 -62426 4459
2: -392 3757 62426 4459
1: 401 207025 -244902 4459
1: 403 57967 -235984 4459
2: -403 57967 234612 4459
1: 406 23335 -218491 4459
2: -406 26351 218491 4459
2: -408 58653 231868 4459
3: 408 -101283 -249704 4459
2: -414 17745 201684 4459
1: 416 163085 -235298 4459
2: -416 184717 235298 4459
1: 419 117649 -232206 4459
2: -419 117649 231530 4459
2: -429 7203 140140 4459
2: -429 75117 222950 4459
3: 429 -162747 -235298 4459
4: -429 -185055 235298 4459
1: 442 5239 -117649 4459
3: 442 -57967 -234612 4459
4: -442 -57967 235984 4459
3: 447 -58653 -231868 4459
1: 468 5577 -117649 4459
1: 468 79233 -205751 4459
3: 476 -11999 -252105 4459
1: 486 36015 -190463 4459
2: -494 4165 62426 4459
3: 504 -22971 -218491 4459
4: -504 -26715 218491 4459
2: -507 1323 -230496 4459
1: 507 1911 57624 4459
2: -507 2457 -33614 4459
1: 507 7203 -128772 4459
2: -507 9261 135142 4459
3: 507 -12363 -235298 4459
1: 507 13377 -159838 4459
4: -507 -14391 235298 4459
