Command line:- ../do_t 343 256000
1: 1 343 -235984 343
2: -1 343 234612 343
1: 2 175 50421 343
1: 2 245 -48020 343
1: 2 287 -84035 343
1: 2 343 -118335 343
2: -2 343 116963 343
1: 2 1025 -235298 343
2: -2 1033 235298 343
1: 2 1225 -244902 343
1: 2 1435 -252105 343
1: 3 93 235298 343
1: 3 147 76832 343
2: -3 315 67228 343
1: 3 651 -134456 343
3: 3 -1023 -235298 343
1: 3 1029 -157094 343
4: -3 -1035 235298 343
2: -3 1449 168070 343
3: 3 -1617 -220892 343
2: -3 2205 177674 343
4: -3 -3087 209230 343
1: 3 4557 -187278 343
3: 3 -7161 -201684 343
1: 3 7203 -190512 343
4: -3 -7245 201684 343
2: -3 10143 192080 343
3: 3 -11319 -199626 343
2: -3 15435 193452 343
4: -3 -21609 197960 343
1: 3 31899 -194824 343
3: 3 -50127 -196882 343
1: 3 50421 -195286 343
4: -3 -50715 196882 343
2: -3 71001 195510 343
3: 3 -79233 -196588 343
2: -3 108045 195706 343
4: -3 -151263 196350 343
1: 3 223293 -195902 343
3: 4 -343 -234612 343
4: -4 -343 235984 343
4: -4 -427 218491 343
2: -4 833 110446 343
1: 4 1021 -117649 343
2: -4 1037 117649 343
1: 4 2401 -134554 343
2: -4 2401 134358 343
2: -4 2989 136857 343
4: -4 -5831 152292 343
3: 4 -7147 -151263 343
4: -4 -7259 151263 343
3: 4 -16807 -148848 343
4: -4 -16807 148876 343
4: -4 -20923 148519 343
2: -4 40817 146314 343
1: 4 50029 -146461 343
2: -4 50813 146461 343
1: 4 117649 -146806 343
2: -4 117649 146802 343
2: -4 146461 146853 343
1: 6 63 218491 343
2: -6 147 -40817 343
1: 6 441 -52822 343
3: 6 -1017 -117649 343
2: -6 1029 78204 343
4: -6 -1041 117649 343
1: 6 3087 -91581 343
3: 6 -7119 -100842 343
2: -6 7203 95207 343
4: -6 -7287 100842 343
1: 6 21609 -97118 343
3: 6 -49833 -98441 343
2: -6 50421 97636 343
4: -6 -51009 98441 343
1: 6 151263 -97909 343
1: 7 145 33614 343
3: 7 -145 -201684 343
2: -7 149 -33614 343
4: -7 -149 201684 343
1: 7 117649 -83890 343
2: -7 117649 83886 343
3: 7 -117649 -84180 343
4: -7 -117649 84184 343
1: 8 49 230496 343
2: -8 49 -240100 343
4: -8 -95 235298 343
3: 8 -343 -116963 343
4: -8 -343 118335 343
2: -8 385 33614 343
2: -8 665 50421 343
4: -8 -1463 84035 343
1: 8 2401 -67326 343
2: -8 2401 67130 343
4: -8 -2695 79233 343
4: -8 -4655 76832 343
2: -8 10241 72030 343
3: 8 -16807 -74417 343
4: -8 -16807 74445 343
2: -8 18865 72716 343
2: -8 32585 73059 343
4: -8 -71687 73745 343
1: 8 117649 -73404 343
2: -8 117649 73400 343
4: -8 -132055 73647 343
4: -8 -228095 73598 343
4: -9 -147 158466 343
3: 9 -1029 -78204 343
3: 9 -7077 -67228 343
4: -9 -7329 67228 343
4: -9 -50421 65632 343
3: 11 -133 -134456 343
3: 11 -2597 -57624 343
1: 11 16807 -52836 343
2: -11 16807 52808 343
4: -12 -567 67228 343
3: 12 -735 -62426 343
1: 12 1029 -39445 343
3: 12 -7035 -50421 343
4: -12 -7371 50421 343
1: 12 9849 -48020 343
4: -12 -27783 49392 343
3: 12 -36015 -49294 343
1: 12 50421 -48825 343
3: 13 -49 -230496 343
4: -13 -49 240100 343
3: 13 -413 -67228 343
3: 13 -40817 -45472 343
2: -13 84035 45136 343
1: 14 143 16807 343
3: 14 -143 -100842 343
2: -14 151 -16807 343
4: -14 -151 100842 343
1: 14 117649 -41946 343
2: -14 117649 41942 343
3: 14 -117649 -42089 343
4: -14 -117649 42093 343
1: 16 49 112847 343
2: -16 49 -122451 343
1: 16 2401 -33712 343
2: -16 2401 33516 343
1: 16 117649 -36703 343
2: -16 117649 36699 343
1: 17 6965 -33614 343
2: -17 7441 33614 343
2: -18 105 -33614 343
3: 18 -147 -76832 343
4: -18 -1029 39445 343
3: 18 -6951 -33614 343
4: -18 -7455 33614 343
2: -18 36015 32487 343
3: 18 -50421 -32809 343
2: -18 73059 32585 343
4: -19 -539 43218 343
3: 19 -2401 -33516 343
4: -19 -2401 33712 343
4: -19 -184877 30996 343
3: 21 -141 -67228 343
4: -21 -153 67228 343
1: 22 1715 -23667 343
1: 22 16807 -26425 343
2: -22 16807 26397 343
2: -22 69629 26656 343
4: -22 -88837 26803 343
4: -23 -245 48020 343
3: 24 -63 -100842 343
3: 24 -3087 -26068 343
3: 24 -151263 -24542 343
4: -26 -23 235298 343
3: 26 -49 -112847 343
4: -26 -49 122451 343
4: -27 -399 33614 343
3: 27 -1911 -24010 343
4: -27 -7203 22442 343
3: 27 -25725 -21952 343
1: 27 252105 -21770 343
4: -28 -31 168070 343
3: 28 -139 -50421 343
4: -28 -155 50421 343
1: 28 117649 -20974 343
2: -28 117649 20970 343
3: 31 -16807 -19194 343
4: -31 -16807 19222 343
1: 32 2401 -16905 343
2: -32 2401 16709 343
2: -33 21 -168070 343
4: -33 -36015 17934 343
1: 34 6727 -16807 343
2: -34 7679 16807 343
3: 34 -74431 -17346 343
4: -36 -147 40817 343
1: 36 1617 -14406 343
