                                            GP/PARI CALCULATOR Version 2.7.5 (released)
                                    amd64 running linux (x86-64/GMP-6.0.0 kernel) 64-bit version
                            compiled: Nov 10 2015, gcc version 5.2.1 20151028 (Ubuntu 5.2.1-23ubuntu1) 
                                                     threading engine: pthread
                                           (readline v6.3 enabled, extended help enabled)

                                               Copyright (C) 2000-2015 The PARI Group

PARI/GP is free software, covered by the GNU General Public License, and comes WITHOUT ANY WARRANTY WHATSOEVER.

Type ? for help, \q to quit.
Type ?12 for how to get moral (and possibly technical) support.

parisize = 8000000, primelimit = 500000
   realprecision = 115 significant digits (100 digits displayed)
1000419.044138976733037813480545655893438733038782443278259016617489050212625634919662418363792527451 + 0.06095595879986587170059046559318842600245822097892790956157517554158958443071485967755857497793518649*I
1000421.821093322699967699843164404770934662569254039915701852184708094148640436423115025993435104972 + 0.04579628434475707944179569712085313100664028295439257437716912534755955880080502275569209574855747889*I
1000426.415920995150619523084526229523931651598656918871125656272317928943594446162451598248196567505 + 0.05122742852756801164366042018605068350556735152925138977913059151669089723833442064045158985500212906*I
1000431.784615488413735366027497406224024401377744424453279604115020980790253034023316102911699557204 + 0.05551834729942929950748511921845127989379793596224326033625607928187111485863878059086952397828323725*I
1000434.540398578864224562362717287401506815285148191842169581021206525298594278964250604634533825209 + 0.05659784431869694924415250660635333582606365519009437796548031631009276950258219094074565368268119948*I
1000436.405615383712982109692875000910144208437185570780795511403869749618474183523508618571250502183 + 0.05570127381323559292340584094355509532140912623696807978186036482850897782486565964860252209357140605*I
1000439.125391717545835763484630329933987287889243720495178141641038861242539762447980427526287473812 + 0.04258618333806351205879893467987736078964103904289872171990512301615168263467779305676718703340696212*I
1000440.959109707921229818608520348240321738809555585093778385848178333337245756115500023725656940418 + 0.03738641203220589135990756436376718876664726270227145291833358222348099560304581280434681486762767738*I
1000444.489262944718557414030961312201861942578661023617863178840748064196484796760171979326488213011 + 0.05233816816388838747321905333440499178632260547498902312502977786444676003582802804422489209234988596*I
1000445.553961593601868574651873992398688728838298278472636479637373986033714132651424869586307154069 + 0.05665684828819504170041715374097242853887106984580650863498240486503152159155661974009159755287080341*I
1000451.898563716170942395443765635147722973270440917865016458763456963439283509161745394671777901348 + 0.05876152293040593448373502850107908376819507830471842905080831145539614795855130614534108855303465231*I
1000456.498123277912446009649821763514859674646412964508015234275938856337442895149982876636989612426 + 0.06688791005740992233893058146111804899058104284645285121316045657364088423857738570513853815107906517*I
1000457.571536650568197911901244842623702212777225152436608081436010057600844635469191540413856056194 + 0.04353211555601843124417767244394658706648633552248845677509993259481895337198464233920510985334801741*I
1000461.087450095418708614595566258499757328165710311244616081300140204414111419676432290036538335236 + 0.04043289911788701404773284324872394804234787684388645342526283297390349329300015461603239760331738838*I
1000461.858148687549273409488870619934140211646472592607850033367148530303827122939754421170039505599 + 0.04799544987033654071676534487740101338622952532563925699379684614510773853979033059643157628728242780*I
1000462.918453964708542653982246086895602390400802352713487926074709711940799615016633571775938791654 + 0.05011209016366899838128993709229135993782186852590799835385512546436774245800299043609407608120928081*I
1000464.603410402358667050193006618507173591998050942643445991514892138483956222570640983270131763781 + 0.05410258762620528576224878203033785157231613670934806248740628122886301668857772723253651485138515413*I
1000469.234772619247825832302019698082075820239671957831185358635292955239876164036014154192443158284 + 0.05950435428748232338940234551020937318507924746877242771327101189873674976886041581361087344694418444*I
1000475.602867047973699677116844228654561417717482032884322332954662491660982175687475042556923684564 + 0.04448050031461446934614665944180788302146677986460254343517407362018868190212960891454901462186017056*I
1000476.573348129233593178027760130495851249310970326873748842151022553451067899900807224086428478993 + 0.03934087925379195878300601754328074721791328829017166903205533768531599570387642333307567691153117088*I
1000477.337201571156637332400902638121686874511027602045362952309161758936048639112918520791082270776 + 0.04182566194429277485587327088928310436521384520270517215312708749758000464821653882170297190225565528*I
1000478.436356598871938834406589914729487729927685884716974309213362314128005515688223429427463516982 + 0.04696484596054839218936612927673712121117538171363811824036592247834334441563455336291210995647625822*I
1000481.950024983435718026005309471794700413160823406375632741205563927842042706144488630608050141449 + 0.07077394443170034091752503116342797478361322620404721824189425709907198865865708367378638607800636315*I
1000481.950024983435718026005309471794700413160823406375632741205563927842042706144488630608050141449 + 0.07077394443170034091752503116342797478361322620404721824189425709907198865865708367378638607800636315*I
1000483.005471135421601496737034955146932147672150751941781741756933881117256690403340400812507318248 + 0.04321516565821306116749636536039846090334693412649705082553156006074001210363888267343100573683408811*I
1000483.820449490402931726354485044671968033758884188727833718725883526245438803009336789874490744219 + 0.04423402171023996776974348255710980067398720069913555834940385453034048444831540953100389579962648291*I
1000486.576860569757564893021405204258528743872749628989851146354611753024753294001874166263606532939 + 0.05952536717997987467977641269285491065840525772185847009765453151800392887828634355614783353101136479*I
1000492.965705820055298104497815987268075680051954863391232794584076613229582740478252920062814072883 + 0.04117314797267120036798253903402049067524666651583119185440754379802244051085875334033272670071756620*I
1000494.667679742939684112474449099752336159716102303010857634141787820713379179659350813038626909394 + 0.04095759204587252254415297823034256569781557706584863999074133848625493632411004269043484770385351738*I
1000499.319267623840019799619200864183615300430871797846877957465652909232015525120222712383624639583 + 0.07276633817999061972119563227344179257568622557811734516701050210478088504915032279858191680585965860*I
1000503.926910801405778152190280025595046762965457561486393603518247476543514532871090799892257270956 + 0.06087786998691807258854372210733173618839330045921788907889127945544944697782681793317710355953693396*I
1000506.640705312699297764147654860562413231546692901829490276918786980250046675372449950441710328728 + 0.04193375733327747328754321875177294846311337739791064587926549844240447202762378904701880231821019952*I
1000510.320625883954462704788288951460490231994605400266716082878628343539403693459012812217587487552 + 0.05666065147054915415666321075195923108768863416199176636417791868621458355567056748974007119818073193*I
1000512.019535184670246253757624448924326065247630976374025248965873026782148860652300187005297494199 + 0.06119096983882392747735244635811327057644615115852379347578577425980844401698959120209489501295573524*I
1000513.098849170950668940820178211357343745576652628741660926503581935084616867896388266079613162731 + 0.04735971613783240358730167483948198591447648694702281031741329560347771457622927459260699452627237332*I
1000521.284436763756937559715585493662776715277115394598602196532101063547718637343514058035908508088 + 0.04587620516498008895343797285269734235570890674048915083656490609104455729172343463077840289099324346*I
1000521.284436763756937559715585493662776715277115394598602196532101063547718637343514058035908508088 + 0.04587620516498008895343797285269734235570890674048915083656490609104455729172343463077840289099324346*I
1000524.020528189071799035143155815933614846583329941661410238195785663891133518333123119437932027695 + 0.05080566380793516596152014712272836345809900727611242461454252326182438418204304235632835131790681031*I
1000525.843419106771371981571517938006899942913252953304782912325508350629123494449089605019334606930 + 0.04526487094699962241863253103087398771111063747135790037113507186865044592745982950825066619800482951*I
1000528.622900320364584556096238280741326949687306777248531717901442941400137793955054478102087535368 + 0.04132735789768769362148523363603865610190115815774247656982451516481424288989551853577552390086983295*I
1000529.377665772380598293031240133793188571126919586297537905926031984495112229500802300275827170103 + 0.05966883152519410722960781179905343757426497614023188804524668343462375796101756022456958122600356468*I
1000533.994274723441349172089545984010315725984766296998348342863759980178819000420962236886072037176 + 0.05966445189477923902321624700731041723948159591387358089474249642336805440847490143497019844829066231*I
1000538.530580509044659408564164031740415914580728484486031809380677103219566642750293470076087685146 + 0.04250840526680015827969933288603420611830979926405103144907762722992750812543717413871538902962615220*I
1000546.732012371404925604576397860169614175191347875455818466786273239820319146026465758387837514448 + 0.05711616233277873942812309271729201846937318661751499548477934816647144274547910093660895411387329177*I
1000549.487615164609997098102281430978608342685090333461079031110916710876847286406547656953908532025 + 0.05967097847581780379455286970160034496466211158507760777778151610497659158831963464385114867338586197*I
1000555.914514997417291566235932606988483986777696892339483339890639291835149160328981043058454792083 + 0.05337125264330923361697098233013748450978110380831024520099574181305150099277649363746426147294360130*I
1000558.728677217315595823949347198473439147606911262151902267318428261339435694806029695509001899464 + 0.04581715530383226190569168129591455486634807670674749490025807950995041977196770604122129685603523082*I
1000559.439960887673437717658782404542462650957703365549901866045839196443121508006050952618145470105 + 0.04826626516561827245274571158986048940107573867825252476208370287207093259929247649361353676149010820*I
1000560.508430390926932381133367940674442572143068877618645926575404787142343787041600703911991480741 + 0.05916328579525000968091092742987804483453418686111052607401194155921703793835410274018669037073353842*I
1000564.082250160228892595889566844892777399991970542214580825819219616362633814368469223761882456340 + 0.04734556506219683052376899691857244974084727996251514707553131524506134212982575260321674117267270686*I
1000566.853109966146394977077918962518808355992536409186640666959540783764809051268773449221642500384 + 0.06175692034351622242806349354191301641291566583929600557860597623973780085240401314881185297024305119*I
1000566.853109966146394977077918962518808355992536409186640666959540783764809051268773449221642500384 + 0.06175692034351622242806349354191301641291566583929600557860597623973780085240401314881185297024305119*I
1000571.461932438614031015757815958354077232762911861827148661285088625579393202433861106187884296753 + 0.05462391013193469210691983811498011918259038073430873765959998839713507869830368533869145286068799564*I
1000571.461932438614031015757815958354077232762911861827148661285088625579393202433861106187884296753 + 0.05462391013193469210691983811498011918259038073430873765959998839713507869830368533869145286068799564*I
1000573.236660172721942110581780828739867086843897992235219128383300891478204070016670624273502045556 + 0.04208542025293713590359511898726934121448554254397368182908117026867405042684495991824824911825602791*I
1000574.917599427841605713593335918893444264423671175248902009420048641840826356369965994069715172354 + 0.04055662950843480820838016221097137485889611784923823287473424797843747646571892443249035479872356321*I
1000576.804745369108574888100877440724696032655435508335996894277115554290172417141231597610857901477 + 0.04867104954322679506321907899015814517600754072267581766369856979809618552465181676880942557617126996*I
1000577.863296945780252514832495717967655950052469377581560377159282338788141310652808621731219577379 + 0.05894990815203165773938298607492254561999051189195435180296718317288536052941327944627007273485716596*I
1000579.559875835179307309203158928012970991619960467439512131099040402293050003983720393144189652895 + 0.05423072035959211896316842300214985778852790021891283112558464566919498385359181895643992892954832270*I
1000581.381041303868626377905883686223615303142329628380671773659941463764906459663503032891600002018 + 0.04226073013545457201456093016407421569057224710053184453485783277847749118698034438873086246463239908*I
1000584.177762761361857127894890955037633647875908607060179595080963201000771896591758543776297144901 + 0.05509515900280702871782069755781510780988355953481317187421119411547746084613582513156548548251515367*I
1000585.933692266881416111747763334849595434178689214938996347115189028835720022289743493958447654539 + 0.04136072428131141679844694431606815733397614014990946956846377364927412261462633523022576006677901822*I
1000590.584334108315802874729135673287631080029275169453282094625398208771074737861003251231981406365 + 0.04620481086462748454453909560561817498411031327660812855097659263115049519504803018679966971216605164*I
1000592.290979777049173245313941060035524471606766620975925010910446527393394141752893342485278143908 + 0.04232155832556718192944769091681524588570336569327252215681808708770692572783624801227346425401526841*I
1000594.163602907259067690380292474650411792602353963367043970124042989258178902084180365161648546634 + 0.03383443523889806197758343782453052305041165946003325373056815175225394902698484671670917825853537916*I
1000596.905760268644731208317731129721501303148032095914448324904175668742492027985227587869714134112 + 0.07098876559560236145238416282391177696148741166041585146281759656444655024203193676955762024206939385*I
1000598.761639338707397376734023800499876494039023857297514545826464280423599768547070773740843978505 + 0.04389713081536740142087097500739588854983991583235965763574028043316672861935284424265698085500166404*I
1000601.542689945199721670251232423466200415316139781173630857653008944419140026756614636564181136682 + 0.05440481376291815763118058293313314526429872946894112999463586102488900743177851982779919243739949734*I
1000603.300266969123501333893879821787635860877817708011883462452561309201509494638319112821908962583 + 0.04372647856487166346096115166480734684046407342015729693584635766774273126917922993159851853734137171*I
1000607.913734976960304250722700072797708526417069712667512258098301075206323997597369243980732840931 + 0.05009726447006200749634675496113159658002829151243280075928984507419004510130867520318745035054954469*I
1000614.268347533304579234201302518081759086882825645598505367655117716231485286117893617886057064631 + 0.07072801583276831660758780196627508771769453240802353778925403940941498965144354205240950021552626732*I
1000615.336485276215627002952930151930921616461654363384388164375834823482897307619161582030874866992 + 0.04149166576756880155064100857014402703532484147545785721395146338322664881921306715057988085610170106*I
1000618.874673885327947192804823141557244350038166686986170200720121852365713497846166988355269439698 + 0.05325229612341202109928237036623753438830116867190958625360940626615305232283474098171187087128388633*I
1000620.668209222578557475881786400629081553429240492320680996173404680714574188960300433054496616757 + 0.04416304893712427538748967405477178689046448937327491560983388448694157351173990876276681745269078986*I
1000625.272005056366369775364540387232460859211137415903525827780983614210075642664650688745537116616 + 0.05333151749189833147548439361098900815063595017774140172519454750943250659595358819949801493000288626*I
1000626.977290249252792597140201439110773150603336030476986390297935385747044391017544195919334370475 + 0.06606948788416208962206724213103272248308210739969632225229629344360200172205045955527911794581194771*I
1000631.618519498572135629451262297582953441225900937740042057658404623407809364542932993415240887848 + 0.05449049349189155931835641676414347680761310269368002579241688520431423868349317229343605758795216298*I
1000636.233266124333892310931209036464550115124222520492994829367807836243105277701325315750407523014 + 0.05237439767521169342321151071069526300664292148574843524351732008537920990255988274079439994038847762*I
1000640.777719373823641918656502034372402872993797121239180161993142749152602460890016494818548334213 + 0.05051619019104790052243692414772535190048011275806063530136412928432605103586804503868379931599987301*I
1000642.660023814777627010281727039042799336095565970131195178878283454966003623567099347578677241617 + 0.04196749512311780487540705848428312040351483441293216491389140066282652261955732181806494856114996002*I
1000644.326141581466017403875809726383283908998341344142139483356128257638130558833761929600073991654 + 0.06207638955576226597611686178130286205240366035138215123359449901687737741592698610813571411108344817*I
1000645.405424036709505774289350760143302669070097820778346023947761060699117125263228056096074498611 + 0.04310283613820590258769464740814388427482401033744431985874517219641112503769125067255904937176016959*I
1000652.408735214064459012278492744743838156553718563622270906750486119086585211840439760039928989760 + 0.04368421039222854791095020519060948985350640508959556166098544689850926558468328703846483281072341199*I
1000653.486280752712748128279102882649450847913863232952812584387017054673386018840007636578985457116 + 0.04423326109239391570180887443207384803048929785428372719693246735165785621628056729589017581214035207*I
1000656.300661505455679187707931064063506072197436668793375727276087866468683860434141052602086420661 + 0.04287996786380658180168700349761701325171452074732842577736406274807144166706787016227960254197323550*I
1000661.680357394849217429823283136896734414156322485173829105149243446315638070160171689513608232597 + 0.06247991753176379856044247211943340367406265467438422732776678084509513156787056642491521861327647846*I
1000662.756836148149318558377084530158720869308182335926150268325285950979762447418966483556327243355 + 0.05274121168982767450960004353657088316370112617790978387866275844924154316359601865814107380715568852*I
1000664.440377709746161323699115276546837787019173474117913382883891012582878182726761116219870101827 + 0.05537630017918622053624653531533205307891991527373531459078326429656346509848323691957073719177984377*I
1000666.296712748627007033735551698899396523013064154648372417091729160459353101092440596338164407328 + 0.05781443645015642692148202306184664464498126979250990280151856745674344630885414513983381893179333753*I
1000675.454627356009765113909979976016076372591399096322213191164051269738372237926167580132426968837 + 0.04779064423976713872128405641551853841579195414729930680178315514188937320707734056118955672453526688*I
1000675.454627356009765113909979976016076372591399096322213191164051269738372237926167580132426968837 + 0.04779064423976713872128405641551853841579195414729930680178315514188937320707734056118955672453526688*I
1000681.813206399369831947812301249107275117869472412211538519836938511969809920055202209797010026227 + 0.06279461503853976794992084098427970597568906764056546685350669533346509920817880859610901172768601910*I
1000686.393476715375180028233039847155912099699964304193145186229872680511603722314549898811478283158 + 0.04741697044183908171836201365190225333898341239282965141169349237939642247722023989426189708140200763*I
1000688.195759235053514324187242175120125211999702447661271498369373005281716581704484616110462632038 + 0.05649792862176005416318446735709590096114482525278598843906148223212044415681847906279555209358949496*I
1000691.743980050279914760303442736905251538482005156810262742954893567653797051934306353385134551120 + 0.05030325183158941992509308912398511598782519677476752133142614260141637099076148661835656251903495339*I
1000692.820000562973215361552339071669768674208345962806684841807051725992255044587219427030203332539 + 0.06575227255614414047321957611983718354697445404208634439616727558922084208148847491125472370330957122*I
1000694.510176588211759328616088032725511886617928036833743738044335266290615957796134978398695915856 + 0.05685241853115592468979024605563091694824467420954701630496624684061395193255259980209412494277921494*I
1000699.149131514188882176824716786135527837174553033412414536799234225103054618247586242383295745194 + 0.05212230598666222624836914043441991116706946797006671620913280556340609501909312409498176085421039443*I
1000703.784277347990136811054740994350539268557986703045327968791738939595633555172368019069178229674 + 0.04121164848862134466898497354824735108532402894694458367972683524201097812457138606463808007824518341*I
1000707.249735157904457624952583006258991847847650378696173219925461484709003116118964379273282760334 + 0.04617880547429824358061630819399693572711563603147528099120343486414650537463591617504689069766001533*I
1000710.186926687921281922810876653665187741714209955843767832400369616860267624955318672874414424059 + 0.05207564816946626575500683062413988137490974143826922536803605087745690370240325760350968598595127296*I
1000711.856850992842283494414726466051909897468298271705890773068868866802439527323364304117119818356 + 0.05987503125776153449386269656236359326167464618932188581724117662333110802413025786971188329548685167*I
1000711.856850992842283494414726466051909897468298271705890773068868866802439527323364304117119818356 + 0.05987503125776153449386269656236359326167464618932188581724117662333110802413025786971188329548685167*I
1000713.708978673993935663946822621784549629054327272515611675877761891985296562130691422719347937826 + 0.04769830387258510892921455703677769918427151213559391107214664465460071511987859705754702755011568014*I
1000718.258394878938774755136555170386710368139653079916459636609067845712030974025825418497762655902 + 0.05970200341387149170688211534240899240216142939818791849574061517804572748544619440521803037693632383*I
1000722.885416301076805648711071003921907382403539293959239544194822085793248741853016583498975643863 + 0.05178203206197772134074869917521952771251198876489535350273376554134328217358954368778266832214492023*I
1000729.219923478557045134945165919762365978171757379948716315375894437475293241189410372605370552407 + 0.07484509996089376760825701765214384202483902331762356467400919034569835411793410381215396685204018705*I
1000730.284789076815616513552940535568188418422799377715356433562769554157247554777820887107725451963 + 0.04325576004986489005760431956726846184117633555487861458507777212868215053466550180729158447810164921*I
1000733.817256663128487393948435768104850134524569386675124537298586110822991324810186358717074016064 + 0.05215981628348384544488686411030644139969128681499005884585081620525902879354202264847269746653458900*I
1000734.582267473904354622770002585338876336258472926692965986863007326201797414510581240875801904242 + 0.04245711108784658906415137856359637473827507579286384325010198410938075908046383184747693520005684032*I
1000735.621678044924751617490287268254050927804226772980481058742077234314072084246974845884830137465 + 0.04216678775908555020778338879893723142862597185882261864664976799492666806129540602428942681310175342*I
1000740.225155702311646479668800313338089474647639860620342162054228555721162633739655079421898762812 + 0.05524941456342311067859853263002700693482266595237760273466887644417998037736826467222161651556797556*I
1000741.926725758352899031459044520899982783322929167857193381728541721052211674313227442418531417363 + 0.05310633645600192891069907204980940023095921867386205720473515347807359541387784303855563340080704114*I
1000742.996040394302223860185149302783896012256272258514253280866875598824268646717417085731457951806 + 0.04539403798579395491473731629804037467824975606820122447611749323854715954428394610770855788070820807*I
1000746.578198298898551508272376844409487656041921874586893556095133760001191299339337285074508257933 + 0.05453469550465504586481408102861142920275861685997227861060507567583261186401535034495779072196441515*I
1000754.658038026127333089984574267920358533997078641481595590204432105463135668443517073209006626555 + 0.05111931803531903557276651491984874521913290183865274995778216072280291636709243505651882119006215258*I
1000755.733599725503283097617937912009629062888449876858744545317237938570963817045591867236920783390 + 0.05731916239264795899251055002136682624526100816333820793132116596179666434639381061508736237633880119*I
1000757.595541485105576329028603098719922831549933449805297886574390398608820300614097567531564544214 + 0.05111493641991434431219839232335215276289492085065517321662741399339663242523032110096722978450344950*I
1000759.277463967072702855124261712585003690132876094790815203180344323286295198515593231580366925880 + 0.05726759992882125801664558784988549807239885645696544900816987379983898154039532565489880076973804019*I
1000760.354717897299716938327348116524990436705341663947138630159671467003525259662567369934418626018 + 0.05001737335903175694054990859089365904880679501428512285795927031149604961880052714187192175552193424*I
1000761.106336476937595108626831558326436576261990895064775850088978386220420547041846062403381018482 + 0.04416090936467642360070836125229849239628822136321892143688496259229937899922537199133240399650990126*I
1000763.879359808173896587288231948428468525363493468472961080580151763295908155803823456378838564550 + 0.04207828884409052979487352716395982571987255925243107504339376030246450093082115515306766684811954360*I
1000772.032463821928618008336652066003563782256752008742305359523794442163165229544820757111180573636 + 0.04166823340101415392600397069597304177946968300387696221436736644280817942865915863987842307601036420*I
1000773.098942147621345296076716412861618067998844929653228132303469197782739342959544832444614288538 + 0.05135371956778759337609677992215119377635520178746477468156122181164559432848720113562445647685079501*I
1000776.636308057237163836296544206084729712837655851585522387501196185953522474889814567419946255924 + 0.05702870401299455752863602371608637247316476333915967202038263407064658905215872747736060880242271548*I
1000777.715431900751036706946037613775926820693339115790842426909811087036014799632681609341373838423 + 0.04714010519534768434035371038342492073288140465132256388109718047724826321069832901999383501050795570*I
1000779.393565520202016449051532813814454697946188508842876621699985432250342645278973684420124353179 + 0.05294781635656665644284715045660803920241163122042693532839599069073189169497598248338145237955739684*I
1000784.739645326737719471748629191802554102928786580293344420762374155475605440402258128778835362231 + 0.04393495685846154780123257017563687544967089393181769219622268410352706375207222182934113238674059443*I
1000785.801247604460374962196793672315801298482520554689760307948313129380711140641532984025244106358 + 0.06267086284487358528363827684860638178736832659243397998498071075147372660243045068038261890233418193*I
1000790.411299659296586472643331315527153853656341036665027963568864410812899727159775044048266598284 + 0.06018432535426509733544103043946624558558404501510876601893480817147355790131496436696208058649290702*I
1000793.971984011986831441722279923211939661567762757248626524887838727067427953185808343107567036273 + 0.05429439566740508226623897304755263398373993316715691975993481182317649848831372451231999488010592118*I
1000795.065918129585714298724799464816818153374920546449395783440998474783786079935915181368384734468 + 0.04463166373740384336054989449891128890110814852042995041492612352452578907958013601277217746080853315*I
1000796.758055521575536633221921205255298662641436567542149227174897100310889313723997535044411692711 + 0.06308242929335144265927353420533839050485366553565462109145959317874601464263938885447757042300738920*I
1000802.103263310568372293459112744080929772748115267265317883944633962555908201276379646663196172204 + 0.04266075781643373415527736035845834828274378991336814809163399922141296305921492230745440866823007747*I
1000803.158241228163379113362748879218212839894774714438849204175280746070169256127683891089561242333 + 0.05802695236634082713636839329505031991344405306616962465421818856238306984451046175556619526690779474*I
1000806.701234170128576462732443550978725039696545166781314126151071955334186165646286441044997876238 + 0.04715698891365145078749875539459927602587117067557596360275308536516341972610666819222166668270728110*I
1000807.766937311035510546264645699015633048728539539825503288942996799716094131374426222138562454705 + 0.06259436596078058287999363844579999570464952686263117359680320479662340989820892895574536593264288097*I
1000809.476083757651129681852335161385623902689069761453077858084657627254845390769984559538588544621 + 0.04331289680969554394996654103961659655328722014476726930949162454614261185182447868069264162887376191*I
1000814.127372491775757542722802985940906265906603222316605942766370697432392940882891510274911846766 + 0.04646673512411425910080484015121259272941684787728016777332151385584254751290518859537788752035340097*I
1000820.494327931268545417251226650389584112542509686299560425883709178035600167547042464468496484414 + 0.05331865049895004965621130521138124172181458423076657895265344882530066829138911589686494634499197218*I
1000822.192417315324227658955008722377351043193329452865040860328967663647129093320723098726631520611 + 0.04850351544628899676635424072597364615382118874122738084238782155227463553367067112056571221266930401*I
1000823.263208598287984041483766570429158636011251149545303215769086313183749423270242419231312220999 + 0.04989173212970154326043792327906446312365054718897699702652183190108021195476630881383880361985350067*I
1000824.060454061077152468888270643618439410682312981761033476208214100452307121669291892639150754126 + 0.02490623721357276183642533579000182874179361792103727532686614804839849538001163841661049382193340697*I
1000825.135656163590635460814402031900126321770636310661541259788188056066024785196925444783260564814 + 0.05988403623180301114692715075346456276745044973634565203389684251137747639444996315279991637265531897*I
1000826.803420310649838834631597856451983619131059902638680426061230777671052787599627729580071319934 + 0.05909645449677008521153863367744649436319032068588249540184170103161666657395312148191945313627501772*I
1000828.641901821196647263064274300496870546815482232581444078278997426118185277501693591607238552722 + 0.05138071307888644542891421176822401698493987019243421135642072303747581533040502846226920844740336647*I
1000833.222669614977441847022988502732879129376006109637085079092462464438613257380574931815503047641 + 0.05212463267694134337120002695049579406723518696868279354073881513199325127583373466319099862054473471*I
1000837.844820902758263365284380111748200407176797578130905876042451013475915014555433061684243819686 + 0.04866317677556600716028044115181362111852134879939096521652299098522910179648410694439427465733349615*I
1000837.844820902758263365284380111748200407176797578130905876042451013475915014555433061684243819686 + 0.04866317677556600716028044115181362111852134879939096521652299098522910179648410694439427465733349615*I
1000839.568932340534165037087077809326119297383159145075195009579331274664412187285582821443849565171 + 0.04841194763443798020855430901917542739696008457062684553828226489500107804770612759283086855598391778*I
1000842.495662094485812940610488979317984783351709798537271446664114623107231206080006964143429739756 + 0.04277074149860175872776702114003738742994376310866615632504377530349825339439569109040928921335072229*I
1000844.169935163738303325694899245223972899660888558396076509310969163606465756213175488500542749799 + 0.06891484867959855562169609286597422050977235265433802000017014292433618927438950146685029253270474146*I
1000850.573464400345918335122539528890084615910644168741295814197820318568104853813601287164608054875 + 0.06021699209295424232810203483039241034797887937223953095867463146217895865716280476694982521706815928*I
1000853.334706809605059251831374784033224028944812748680868256700418264159395762679885640167184891804 + 0.05133898998354302346495531639985006808256049288333181024404893945252521400975792163984121241812465894*I
1000855.171849220287533387445148750711253667655535766941347284174414962873598239293679401804721893788 + 0.05293046604428738045463224471919952161941888880518055100898933100878498940479343118009925962736391517*I
1000856.882342073440919526673284450323351436125276311362549869528318357319225270855768135497846530264 + 0.04857063625338052077800608805043958613902148964044188563080032204857857403878651926988254872997596018*I
1000858.679462903667629756017186745750961096143467127741829493330215760196531873243811234512909878711 + 0.04313932109754396632364635624905689603021793075881998814498467246098710525133416438879991742079451245*I
1000861.520537859355082304665179102120031304100898850015851146910656978218515079008095127487975196451 + 0.04862275774727030995279196891342570733235748260896758279166153324676540008000891872131795744035361804*I
1000866.107624339341778013775883986911677195794109574113367829814436196645229885397788619982662257012 + 0.04526106416092789585767255401886965898865919444130100371918331681376755366052552828979756574644912806*I
1000869.617749262378774117260753830596630342271392157566897517105856415714653338420758516347872290114 + 0.04133132401287461917997810704617634731644167069523120610639936583181024824590265284196022078650206837*I
1000870.679670257922719550912563685284276376404762983030678684663827160974913735540158317203627717985 + 0.05629799560371092010921363520804757180777626701542117052389805154685814259212361860594978390135253380*I
1000874.233240471224897412985432862093304292690849960316991076518753246571792081584206708805927849706 + 0.05431695962392427236038702529149771496470386491003409826494543667501696889275668186247861016467431506*I
1000875.312024693689966982705083960906618984383434500429430540818198152734032350624880046910676672860 + 0.05527431375267906178685419368868345949240982650025718709117761879851643750845981087761576601744195308*I
1000886.999226735411588100328918639876679895848993046849548973721945273194152024792059217342231316719 + 0.04508760476765068122144403128121685258541491964293833146040279161236673709636303794620660151498619723*I
1000888.039005530665941464709196614739807704161932455051340221144549390597780751098067248839331726988 + 0.04778422645204052659408803300717494334824105587548047852117305210698715834821711491107239968222944199*I
1000888.039005530665941464709196614739807704161932455051340221144549390597780751098067248839331726988 + 0.04778422645204052659408803300717494334824105587548047852117305210698715834821711491107239968222944199*I
1000892.661459420475432604387371096480394671906389660728151672153797967444623973049514017862871920893 + 0.05785151972404868852908297579377967535727381971845570019226314235183090014839716163851745478927354074*I
1000893.407653294107344516837709572102626716482168208110833817468483255263612768410300022333354394281 + 0.04025680601946836169170625725385789180985570961610852774808073834451486718361393525609526724397438880*I
1000894.328205727654518606397635641235534938484374556678123923233231447699825666630242744874522198498 + 0.04245687526974577818672744963802763617170359253311470370308870159705037307327951520471884793610579543*I
1000896.182948407353777119367977436979474080293886984295382643083405076611235049909148203916251077563 + 0.04767510617656068781178543947581016190508080024693296002817048336133794763885060940951656503574856681*I
1000897.991799414347489205211428730852701528739588236150781696355862804176012150451955375034699317723 + 0.04123276410230826613800741928749539162795805595468559859907250153544371453761676525069044039025549760*I
1000899.693646430155575254891323897831440664760187371319060944366070173179121997992527937850988560917 + 0.05123974237765981910701716373790918490103811743386716785099939498788655671171707918911172259105150217*I
1000900.753748186002719078952607446170713281470914362791536919741674863292746702936895245509842420211 + 0.06520531033596327168207699419204263348003764313871552674388897606777677456795513167325238840956988354*I
1000900.753748186002719078952607446170713281470914362791536919741674863292746702936895245509842420211 + 0.06520531033596327168207699419204263348003764313871552674388897606777677456795513167325238840956988354*I
1000905.376965875132513190882947769423810222818990667802813224458038895955019021139468563057292092151 + 0.04659815820529015738577197201029914715272384222688605888660336006180872672568995564719281964040241770*I
1000908.934274791168202636781500026394357039428709650136237297950177285324999122874093607367274070485 + 0.04613973122632536537423586480922047502980407663738870690441583103711172096868648427820341711034147986*I
1000910.027296597513314733443915481280396670705622405845736006439936610844225802190011553095246261365 + 0.04766731930678972778707525502798780253319917570637620547707244329129273391890541683606320079051356966*I
